reply,reply_clean_mecab,positive,topic
"이 영상과 노고단 영상을 보고 아내와 둘이서 지난 7월 17일 새벽에 서울을 출발해서 우포늪에 가서 한 바퀴 전체를 걸으니 장장 12 Km 시간은 대략 3시간 30분 걸렸습니다\n늪 전체를 뒤덮은 푸른 빛 물풀들과 물속에 어루러진 울창한 나무들은 감탄을 자아내더군요 이렇게 넓고 큰 늪이 장관을 이뤘습니다\n다음 날 노고단을 오르기 위해 예약한 지리산 호텔로 이동해서 취침 후에 새벽 4시에 성삼재 주차장에 도착해서 노고단으로 오르기 시작하니 출발 시에 추위는 간곳이 없고 금방 온 몸이 땀으로 범벅입니다\n정상에선 질 좋은 바람박이와 긴 바지가 필수입니다\n노고단 초입에서 고개를 돌리니 그림처럼 펼쳐진 운해가 시야에 들러오니 순간 피로가 싹 사라지고 탄성을 멈출 수 없더군요 정상에 이르르며 360도 전체를 감싼 운해를 연발총을 쏘듯 셔터를 눌려대고 구름 사이로 올라오는 일출에 또 한 번 입을 다물 수 없어 죽기 전에  꼭 봐야 할 장관이란 말이 그대로 입니다 \n내려오기가 너무 아쉽지만 다음 여정인 거제 해금강을 보기 위해 내려와 주차장에서 끓여먹은 라면의 맛은 일품 요리가 무색 합니다\n60 중반이지만 소개하신 장소를 하나 씩 가 보려고 합니다 좋은 영상과 친절한 설명에 감사합니다\n\n추기- 철원의 비둘기낭 폭포도 비온 뒤엔 너무 아릅답습니다, 주변의 출렁다리도 좋은데 다리를 건너 산길을 조금 더 가면 또 하나의 출렁다리가 숨어 있습니다, 세 곳 다 넓은 무료 주차장 바로 옆이라 걷기 싫은 분들도 가기가 편합니다\n인근의 삼부연 폭포도 도로가에 붙어 있지만 절경입니다, 포천 아트벨리까지 모두 당일치기로 보시면 좋습니다",영상 영상 보 아내 새벽 출발 가 전체 시간 대략 시간 걸렸 늪 전체 뒤덮 빛 물풀 물 속 어루 울창 나무 감탄 자아내 이렇게 넓 늪 장관 이뤘 다음 날 오르 예약 호텔 이동 취침 후 새벽 성삼 주차장 도착 오르 시작 출발 추위 곳 없 금방 몸 땀 범벅 정상 질 좋 바람 박이 바지 필수 초입 고개 돌리 그림 운해 시야 오 순간 피로 싹 사라지 탄성 없 정상 이르르 전체 운해 연발총 쏘 셔터 구름 사이 올라오 일출 또 입 없 죽 전 꼭 장관 말 그대로 입 내려오 너무 아쉽 다음 여정 보 주차장 먹 라면 맛 일품 요리 무색 중반 소개 장소 좋 영상 친절 설명 감사 추기 철원 기낭 폭포 뒤 너무 주변 출렁다리 좋 다리 산길 조금 더 가 또 출렁다리 숨 곳 다 넓 무료 주차장 바로 옆 걷 싫 가 인근 폭포 도로 가 붙 절경 포천 아트 모두 당일치기 보 좋,1,
한라산 자세한설명 너무 감사합니다 \n꼭 한번은 오르고싶은곳인데 킴스트래블님의 자세한설명으로 좋은정보 얻게되어 좋습니다 \n8시 이전등산하여 13시30분 이전하산 꼭 중요한정보네요\n대둔산케이블카타고 겨울산행하면 멋진설경을볼수있겠네요\n소백산  강릉 눈내리는 선교장 정선레일바이크  예약제까지 소개해주시고 울산 강양항(강양항길122)에서  일출보고 멸치작업  하는것도 보고싶고 겨울에 이렇게 갈곳이 많은지 킴스트래블님 덕분에 많은정보 얻고갑니다,자세 설명 너무 감사 꼭 오르 트래블 자세 설명 좋 정보 얻 되 좋 이전 등산 이전 하산 꼭 중요 정보 케이블카 타 겨울 산행 설경 있 눈 내리 예약 소개 강 양항 항길 일출 보 멸치 작업 보 겨울 이렇게 곳 많 트래블 덕분 많 정보 얻,1,
"내년 1월부터는 한라산 성팍안 산행을 원하시면 사전예약(1일 1,000명/성판악, 1일 500명/관음사 )을 해야 가능하니  참고하시기 바랍니다.",내년 성 팍 안 산행 원하 사전 예약 관음사 가능 참고,1,
킴스트레블님~ 여행 무지 좋아하는 1인으로 영상으로 힐링 전해주셔서 감사해요♡\n국내 여행 경기에도 한몫하고 계셔요~\n시청후 바로 장태산휴양림 예약했어요^^,여행 무지 좋 하 인 영상 힐링 감사 국내 여행 경기 한몫 시청 후 바로 휴양림 예약,1,
"저와 여행감성이 너무 일치하여 자주 들러 보고 있습니다. 감사합니다.\n소개해 주신 영월에 지난달 말에 다녀왔는데요 판운리 섶다리가 제 인생여행 장소가 될 줄은 몰랐습니다.  나뭇가지로 만든 임시교라고 할 수 있는데요, 매년 시월에 섶다리 축제와 함께 지어졌다가 다음 해 여름 장마에 떠내려가면 다시 놓는다고 합니다. 그러니까 강수량이 적은 겨울과 봄에만 볼 수 있는 다리이지요. 걸어가면서 보니 다리가 제 몸무게를 받히느라 출렁출렁 흔들릴 정도로 튼튼하진 못했습니다만 콘크리트 다리에서는 느낄 수 없는 여유를 맛볼 수 있었습니다. 마치 푹신푹신한 흙길을 걷는 듯했지요.\n다리를 건너 메타세쿼이아 길을 걸었습니다. 일렬로 늘어서 하늘로 끝없이 솟아있는 나무가 참 인상적이었는데요, 이십오 년 전에 캠핑장을 조성하면서 심어놓은 나무가 벌써 이렇게 컸다는군요. 나무들끼리의 경쟁이 치열하여 메타세쿼이아뿐만 아니라 근처에 있는 전나무도 유독 크게 자라 있었습니다. 캠핑장 사장님과 이 길을 같이 걸으면서 많은 대화를 나누었는데 코로나19 때문에 예약 취소가 많아졌다고 걱정하셨습니다. 하루빨리 이 사태가 진정돼 많은 자영업자와 중소 상공인들이 마음 편히 사업을 할 수 있는 날이 왔으면 합니다.\n섶다리를 다시 건너와 판운쉼터 맞은편 벤치에 앉아 평창강을 바라보았습니다. 강은 윤슬을 머금고 어디 쪽으로 가는지 모르게 잔잔히 흐르고 어설픈 다리는 그 위에 살포시 얹어있습니다. 바람은 제법 불어 나뭇가지를 날리고 겨울답지 않게 따스한 햇살이 바람 사이로 내려왔습니다. 멀리 한 쌍의 물새가 강가에 작은 물보라를 일으키며 차례로 내려앉았습니다. 오래도록 잊히지 않을 광경이었습니다.",여행 감성 너무 일치 자주 감사 소개 영월 지난달 말 다녀왔 인생 여행 장소 몰랐 나뭇가지 임시 교 있 매년 시월 축제 함께 지 다음 여름 장마 떠내려가 다시 놓 강수량 적 겨울 봄 있 다리 걸어가 다리 몸무게 받히 출렁출렁 정도 튼튼 콘크리트 다리 없 여유 있 마치 푹신 푹신 흙길 걷 다리 메타세쿼이아 길 걸 일렬 늘 하늘 끝없이 솟 나무 참 인상 전 캠 조성 심 나무 벌써 이렇게 나무 경쟁 치열 메타세쿼이아 근처 있 전나무 유독 크 캠 사장 길 같이 많 대화 나누 예약 취소 많 걱정 하루빨리 사태 진정 많 자영업 중소 상공인 마음 편히 사업 있 날 왔 다시 건너 쉼터 맞은편 벤치 앉 바라보 강 윤슬 머금 가 모르 잔잔히 흐르 다리 위 살포시 얹 바람 제법 불 나뭇가지 날리 겨울 따스 햇살 바람 사이 내려왔 멀리 쌍 물새 강가 작 물보라 일으키 차례 내려앉 오래 잊히 광경,0,
진안 한번 꼭 가봐야겠어요\n벗꽃피는 4월에 갔었으면 넘넘 멋있을걸 \n내년을 예약해야겠어요,진안 꼭 가 벗 꽃피 갔었 넘 넘 멋있 내년 예약,1,
담주에 단양가려고 숙박 예약 해 놓았는데 미리 좋은 정보 알게돼서 너무 행운이라고 생각하고 구경 정말정말 잘하고 갑니다ᆞ,단양 가 숙박 예약 미리 좋 정보 알 너무 행운 생각 구경 정말 정말 잘 하,1,
한가지 빠진게 있네요. 대왕암 입구 주차장 안쪽에 캠핑 장이 있는데 소개를 안하셨네요? 전국에세 경치가 제일좋은곳이라 예약경쟁이 제일 높습니다,있 대왕암 입구 주차장 안쪽 캠핑 장 있 소개 안 하 전국 경치 제일 좋 곳 예약 경쟁 제일 높,1,
7월 구례가려고 예약했다가 태풍으로 취소하고 다음을 기약하고 있는 중입니다 \n추천해주신 곳은 뭔가 모르게 고수만이 아는 그런 느낌이 있어요 표현을 딱히 뭐라고 할 지 \n 암튼 전 좋았어요 감사합니다~☆☆☆,구례 가 예약 태풍 취소 다음 기약 추천 곳 모르 아 느낌 있 표현 딱히 좋 감사,1,
저의 남펴니 이번 여름에 킴스님 영상보고   장태산가보는거 허락했답니다 대전에숙소예약 ㅎ  여행장소 소개 마니마니부탁드려요♡♡ 속초 아바이 순대가 너무 먹고싶네요^^\n아 그리고 얼마전 포항여행편도 저희들 다녀왔답니다   칠포해수욕장이랑  호미반도둘레길 ㅎ,남 펴 이번 여름 영상 보 보 허락 숙소 예약 여행 장소 소개 마니 마니 부탁 속초 아바이 순대 너무 먹 얼마 전 포항 여행 편도 다녀왔 칠포 해수욕장 호미 반,1,
여름휴가를 가족과 힐링여행으로 서출지 한옥체험 1박2일 예약했음\n다~유정식당도 가 볼 예정이에요.\n혹시 맛집 더 있음 추천 부탁드려요\n멋진영상과  정보 항상 감사드립니다^^,여름휴가 가족 힐링 여행 서출지 옥체 예약 다 당도 예정 혹시 맛집 더 있 추천 부탁 영상 정보 항상 감사,1,
어머나 태안~ ㅎ\n풍경도 아름답게 찍어주셨고  설명도 맛깔스러워 누구나 찾아가고  싶겠네요..\n태안에  갈곳 많습니다.\n목련꽃 필무렵 천리포수목원도 좋고   만리포해수욕장도 좋아요.\n만리포엔  가수 이용복씨가 운영하는 작은 레스토랑  '진달래먹고 물장구치고'도  가볼만 해요..점심때  한시간씩 이용복씨가 피아노 치면서 노래도 하시는듯..\n전화로 확인삼아  예약하시고 가보세요 .,태안 풍경 아름답 찍 설명 맛깔 찾아가 태안 많 목련 꽃 천리포 수목원 좋 리포 수욕장 좋 리포 가수 운영 작 레스토랑 진달래 먹 물장구 치 볼 점심때 시간 피아노 치 노래 하 전화 확인 삼 예약,0,
"☆★☆ 메모 ☆★☆\n 수생식물학습원은 실시간 예약제로 운영되기 때문에, 예약을 한 경우에만 입장 가능합니다.\n 홈페이지 사전 예약 : http://www.waterplant.or.kr/\n 입장료 : 성인 6,000원 / 초,중,고등학생 4,000원 / 유아 3,000원 / 경로, 국가유공자, 장애인 5,000원\n 반려동물 입장 불가\n 계단이 많아 휠체어나 유모차 사용 불가\n 이용 시간 : 하절기(3월~10월) ~, 동절기(11월~12월) : ~ \n 휴관 : 매주 일요일\n 주차 : 자체주차장 (무료)",메모 학습원 실시간 예약 운영 예약 경우 입장 가능 홈페이지 사전 예약 입장료 성인 초 중 고등학생 유아 경로 국가 유공자 장애 반려 동물 입장 불가 계단 많 휠체어 유모차 사용 불가 이용 시간 하절기 동절기 휴관 매주 일요일 주차 자체 주차장 무료,0,
봄에  좋겠네요~~~\n예약을 해야  입장한다는  조금 번거롬이  있군요  ~~~,봄 좋 예약 입장 조금 번거 롬 있,1,
영상보고 예약하려니 주말예약마감이네요ㅠ,영상 예약 주말 예약 마감,1,
예약해야 갈수있나요?,예약 있,1,
7월 2박3일 가족여행지로 부산포항1박씩 예약했는데 기대되는 좋은곳  알려주셨네요 익숙한 목소리도 듣기 좋았어요,가족 여행지 예약 기대 좋 익숙 목소리 듣 좋,1,
"☆★☆ 참고 사항 ☆★☆\n 의림지 \n     - 명승 제20호\n     - 의림지 감상의 백미는 30m 아래로 떨어지는 ‘용추폭포’\n 비룡담저수지\n     - 제2의림지 / 호숫가의 하얀 성\n 청풍호관광모노레일\n     - 운영시간 : 9시20분 ~ 16시30분 (상부 비봉산전망대 18시 종료)\n     - 요금 : 대인 12,000원 / 경로,소인 9,000원\n     - 정기 휴장 : 매주 월요일 (12월, 1월, 2월 동계 휴장)\n     - 사전 예약 추천 (하루 전까지 홈페이지에서 가능)\n     - 홈페이지 : \n 비봉산 전망대\n     - 청풍호관광모노레일 혹은 청풍호반케이블카를 타고 오를 수 있음\n 청풍호반케이블카\n     - 요금 : (일반 왕복) 대인 18,000원 / 소인 14,000원\n     - 사전 예약 추천 (하루 전까지 홈페이지에서 가능)\n     - 홈페이지 : \n 청풍문화재단지\n     - 운영시간 : (하절기) 9시 ~ 18시 / (동절기) 9시~17시\n     - 입장료 : 어른 3,000원 / 청소년 2,000원 / 어린이 1,000원\n     - ‘청풍 한벽루’를 포함한 보물 2점, 지방유형문화재 9점, 2천여점의 각종 생활유물 전시\n 옥순봉출렁다리\n     - 운영시간 : (하절기) 9시 ~ 18시 / (동절기) 9시~17시\n     - 입장료 : 일반 3,000원\n     - 정기 휴장 : 매주 월요일 (월요일이 공휴일인 경우 다음 첫 번째 평일) , 설날, 추석, 근로자의 날\n     - 반려동물 출입제한\n     - 옥순봉 : 명승 제48호\n 무암사\n     - 주차 : 자체 주차장 (무료)\n 동산 남근석\n     - 무암사 앞쪽 200m 지점, ‘무암사’ 표지석이 있는 곳에 등산로 입구가 있음\n     - 남근석까지는 약 600m로 20분 정도 소요됨",참고 사항 의림지 명승 의림지 감상 백미 아래 떨어지 용추 폭포 룡담 수지 의림지 호숫가 성 청풍 관광 모노레일 운영 시간 전망대 종료 요금 대인 경로 소인 정기 휴장 매주 월요일 동계 휴장 사전 예약 추천 하루 전 홈페이지 가능 홈페이지 봉산 전망대 청풍 관광 모노레일 청풍 호반 케이블카 타 있 청풍 호반 케이블카 요금 일반 왕복 대인 소인 사전 예약 추천 하루 전 홈페이지 가능 홈페이지 청풍 문화재 단지 운영 시간 하절기 동절기 입장료 어른 청소년 어린이 청풍 벽루 포함 보물 지방 유형 문화재 각종 생활 유물 전시 출렁다리 운영 시간 하절기 동절기 입장료 일반 정기 휴장 매주 월요일 월요일 공휴일 경우 다음 평일 설날 추석 근로자 날 반려 동물 출입 제한 명승 암사 주차 자체 주차장 무료 동산 남 근석 암사 앞쪽 지점 암사 표지 석 있 곳 등산로 입구 있 남 근석 정도 소요,0,
"제가 부산여행을 자주 가는데 하도 갈 곳이 많아서 한 번 가면 몇 군데씩 나눠서 갑니다..그래서 거제나 남해,통영은 크게 고민할 게 없이 유명여행지들 둘러보면 그 자체로 힐링이 되니 여행계획 세우기 편해서 자주 가구요..삼척도 부산만큼 갈 곳이 너무 많아서 한 번 가면 빡세게 여행하곤 하는데 환선굴,대금굴,맹방해수욕장,수로부인 헌화공원,해신당공원,장호항,해양레일바이크,새천년해안도로도,삼척해수욕장 등등 다 돌아보곤 해요!! 속초,강릉도 너무 좋지만 강원도 고성,삼척,경북 울진,영덕에도 근사한 곳이 너무 많죠..특히 삼척 솔비치는 너무너무 근사한 숙소라 예약 성공하면 꼭 숙박을 하기도 하구요!! 우리나라처럼 여행지가 많은 나라가 또 있을까요??",여행 자주 가 하도 곳 많 가 거제 남 통영 크 고민 없이 유명 여행지 둘러보 자체 힐링 되 여행 계획 세우 자주 가 삼척 곳 너무 많 가 빡세 여행 하 대금 굴 맹방 수욕장 헌화 공원 해신당 공원 해양 해안 도로 해수욕장 다 돌아보 속초 너무 좋 고성 근사 곳 너무 많 특히 삼척 솔비 너무너무 근사 숙소 예약 성공 꼭 숙박 하 하 나라 여행지 많 나라 또 있,1,
"☆★☆ 핵심 정보 ☆★☆\n 울릉도 배편?  [ 대저페리 ]\n     - 엘도라도 익스프레스호 : 울릉도로 가는 가장 빠르고 편한 초쾌속 여객선 (01:02)\n     - 썬라이즈호 : 울릉도에서 독도 여행시 가장 편한 초쾌속 여객선 (05:43)\n     - 홈페이지 : \n     - 인스타그램 : \n 울릉도 숙소?  [ 스테이너와 – 감성 넘치는 예쁜 숙소 ] ()\n     - 위치 : 경북 울릉군 북면 평리1길 124\n     - 연락처 : 010-9829-9831\n     - 인스타그램 : \n     - 예약 : 네이버에서 ’스테이너와’ 검색\n 울릉도에서 즐기는 액티비티?  [ 캄인블루 – 프리다이빙 ] ()\n     - 위치 : 경북 울릉군 북면 천부3길 337 캄인블루 프리다이빙센터\n     - 연락처 : 010-4953-0346\n     - 인스타그램 : \n\n\n☆★☆ 필수 여행지 ☆★☆\n 행남해안산책로 ()\n     - 입장료 : 무료\n     - 태풍 피해 복구로 인해 일부 구간 통행 제한 있음\n 독도전망대 / 케이블카 ()\n     - 운영시간 : 하절기 8시~19시 / 동절기 8시~18시\n     - 요금 : 어른 7500원 / 청소년 5500원 / 어린이,경로 3500원\n 관음도 ()\n     - 운영시간 : 하절기 8시~18시 / 동절기 9시~18시\n     - 요금 : 어른 4000원 / 청소년 3000원 / 어린이,경로 2000원\n      - 관음쌍굴 : 울릉도 해상 3대 비경\n 삼선암 ()\n      - 울릉도 해상 3대 비경 중 으뜸\n 대풍감 / 태하향목모노레일 ()\n      - 대한민국 10대 비경의 하나\n     - 모노레일 타고 ‘향목전망대’까지 6분 소요 \n     - 좁은 숲 길을 따라 대풍감 제1전망대(향목전망대에서 250m), 제2전망대(향목전망대에서 420m)까지 추가로 가볼 수 있음\n     - 운영시간 : 9시~18시\n     - 요금 : 어른 4000원 / 청소년 3000원 / 어린이,경로 2000원\n 태하해안산책로 ()\n      - 태하향목모노레일 타는곳 근처에서 출발\n      - 해풍에 의해 특이하게 침식된 지형이 발달하여 수려한 해안 절경을 자랑하는 곳\n\n\n☆★☆ 기타 추가하면 좋은 여행지 ☆★☆\n 송곳산 ()\n      - 수직 암벽의 봉우리가 송곳을 세워놓은 것 같다고 하여 명명된 452m의 바위산\n      - 산 아래 북쪽 해안에는 추산몽돌해수욕장과 추산항이 있고, 해안에서 북서쪽으로 1km 떨어진 바다에는 코끼리바위가 있다\n 카페울라 ()\n      - 송곳산을 배경으로, 송곳산에 산다는 고릴라 ‘울라’가 있는 울릉도 카페\n      - 인생샷 가능한 울릉도 사진 명소\n 코끼리바위 ()\n      - 울릉도 해상 3대 비경의 하나\n      - 코끼리가 코를 물에 담그고 물을 마시는 것처럼 보임\n      - 주상절리가 수직에 가깝게 발달되어 있음\n 천부해중전망대 ()\n      - 수중 6m 자연 아쿠아리움 / 신비로운 울릉도 바닷속을 눈으로 직접 보며 체험하는 곳\n      - 운영시간 : 9시~18시\n      - 요금 : 어른 4000원 / 청소년 3000원 / 어린이,경로 2000원\n 나리분지 ()\n      - 울릉도에서 유일하게 평지를 이룬 곳\n      - 울릉도의 독특한 가옥구조인 너와투막집과 억새투막집을 돌아볼 수 있음\n 통구미항 거북바위 ()\n      - 울릉군 서면 남양리의 통구미항에는 새끼거북을 업고 걸어가는 모양의 ‘거북바위’가 있다.\n      - 거북바위 맞은편에는 ‘코뿔소’처럼 보이는 거대한 바위가 있는데, 향나무 자생지로 천연기념물 제48호로 지정된 곳입니다.\n 수층교 ()\n      - 독특한 모습의 도로와 해안 풍광이 어우러지는 곳\n      - 급경사 언덕의 고저차를 극복하기 위해 독특한 모습으로 만들어졌다.\n 노인봉 ()\n      - 울릉군 북면 현포리에 우뚝 솟은 높이 199m의 암벽 봉우리\n      - 암벽에 가로로 굵은 결이 있는데, 노인의 주름살처럼 보인다 하여 ‘노인봉’이 되었다.",핵심 정보 배편 대저 페리 엘도 가 가장 빠르 쾌속 여객선 여행 가장 쾌속 여객선 홈페이지 인 스타 그램 숙소 감성 넘치 숙소 위치 울릉군 북면 평리 길 연락처 인 스타 그램 예약 검색 즐기 액티비티 위치 울릉군 북면 길 센터 연락처 인 스타 그램 필수 여행지 행 남해안 산책로 입장료 무료 태풍 피해 복구 일부 구간 통행 제한 있 독 전망대 케이블카 운영 시간 하절기 동절기 요금 어른 청소년 어린이 경로 운영 시간 하절기 동절기 요금 어른 청소년 어린이 경로 관음 쌍굴 비경 선암 비경 으뜸 풍감 향목 모노레일 비경 모노레일 타 향목 전망대 소요 좁 숲 길 대풍 전망대 향목 전망대 전망대 향목 전망대 추가 가 있 운영 시간 요금 어른 청소년 어린이 경로 해안 산책로 향목 모노레일 타 곳 근처 출발 해풍 특이 침식 지형 발달 수려 해안 절경 자랑 곳 기타 추가 좋 여행지 수직 암벽 봉우리 송곳 같 하 명명 바위산 산 아래 북쪽 해안 추산 몽돌 해수욕장 있 해안 북서쪽 바다 코끼리 바위 있 배경 고릴라 있 카페 인생 샷 가능 사진 명소 비경 코끼리 코 물 담그 물 마시 주상 절리 수직 가깝 발달 해중 전망대 수중 자연 아쿠아리움 신비 바닷속 눈 직접 보 체험 곳 운영 시간 요금 어른 청소년 어린이 경로 유일 평지 곳 독특 가옥 구조 투막집 억새 투막집 있 울릉군 서면 새끼 거북 업 걸어가 모양 있 맞은편 코뿔소 보이 거대 바위 있 향나무 자생지 천연기념물 지정 수층 교 독특 모습 도로 해안 풍광 어우러지 곳 급경사 언덕 고저 차 극복 독특 모습 만들 울릉군 북면 우뚝 솟 높이 암벽 봉우리 암벽 가로 굵 결 있 노인 주름살 하 되,0,
"☆★☆ 메모 ☆★☆\n (경주) 골굴사 – 국내 유일의 석굴사원\n      - 주차 : 자체 주차장 (무료)\n (여수) 예술랜드 – 마이다스의 손\n      - 요금 : 미디어아트 조각공원 대인(15,000원), 소인(10,000원)\n 트릭아트 대인(15,000원), 소인(10,000원)\n 조각공원 입장후 마이다스의 손, 공중그네 스윙, 스카이워크 짚라인 이용가능\n 스카이워크(8,000원), 스윙(5,000원)은 별도 결제\n      - 이용시간 : 연중무휴 (09시~18시)\n      - 주차 : 여수예술랜드 주차장 (무료)\n (옥천) 천상의 정원 – 옥천 수생식물학습원\n      - 수생식물학습원은 실시간 예약제로 운영되기 때문에, 예약을 한 경우에만 입장 가능합니다.\n            (홈페이지 사전 예약 :  )\n      - 입장료 : 성인 6,000원 / 초,중,고등학생 4,000원 / 유아 3,000원 / 경로, 국가유공자, 장애인 5,000원\n      - 반려동물 입장 불가\n      - 이용 시간 : 하절기(3월~10월) 10시~18시, 동절기(11월~12월) : 10시~ 17시\n      - 휴관 : 매주 일요일\n      - 주차 : 자체주차장 (무료)\n (동해) 도째비골 스카이밸리 – 논골담길 / 해랑전망대\n      - 운영 시간 : 하절기(4월~10월) 10시~18시 / 동절기(11월~3월) 10시~17시\n      - 휴무일 : 매주 월요일 휴장 (월요일이 공휴일인 경우 다음날 휴장)\n      - 입장료 : 어른 2,000원 / 청소년,어린이 1,600원\n      - 시설 이용요금 : 자이언트슬라이드 3,000원 / 스카이사이클 15,000원\n      - 주차(무료) : 묵호등대 주차장 (묵호진동 2-244) / 일출로 노면주차장 (묵호진동 13-2) / 수변공원주차장 (묵호진동 13-64)\n      - 전망시설 휠체어 이용 가능 (묵호등대 방향 출입구 이용)\n      - 반려동물 :도째비골 스카이밸리(출입 금지, 단 전용 캐리어나 전용 유모차 이용시 일부 출입 가능), 해랑전망대(반려동물 출입 금지)\n (삼척) 미인폭포 – 드레스를 입은 여인의 모습\n      - 주차 : 미인폭포 입구 임시주차장(무료)",메모 골 굴 사 국내 유일 석굴 사원 주차 자체 주차장 무료 예술 랜드 다스 손 요금 미디어 아트 조각 공원 대인 소인 트릭 아트 대인 소인 조각 공원 입장 후 마이 다스 손 공중그네 스윙 워크 짚 라인 이용 가능 스윙 별도 결제 이용 시간 연중무휴 주차 예술 랜드 주차장 무료 옥천 천상 정원 옥천 학습원 학습원 실시간 예약 운영 예약 경우 입장 가능 홈페이지 사전 예약 입장료 성인 초 중 고등학생 유아 경로 국가 유공자 장애 반려 동물 입장 불가 이용 시간 하절기 동절기 휴관 매주 일요일 주차 자체 주차장 무료 도째비 골 골 해 전망대 운영 시간 하절기 동절기 휴무일 매주 월요일 휴장 월요일 공휴일 경우 다음 날 휴장 입장료 어른 청소년 어린이 시설 이용 요금 슬라이드 사이클 주차 무료 주차장 일출 노 주차장 수변 공원 주차장 전망 시설 휠체어 이용 가능 방향 출입구 이용 반려 동물 도째비 골 출입 금지 전용 캐리어 전 유모차 용시 일부 출입 가능 해 전망대 반려 동물 출입 금지 미인 폭포 드레스 입 여인 모습 주차 미인 폭포 입구 임시 주차장 무료,0,
"☆★☆  여행지 상세 정보  ☆★☆\n 철원 한탄강 물윗길\n     - 입장료 : 성인 10,000원, 청소년 4,000원, 어린이 1,500원 (철원사랑상품권 일부 환급)\n     - 이용시간 : 9시~17시 (16시 매표마감)\n     - 위치 : 강원도 철원군 갈말읍 상사리 522-13 (태봉대교 매표소)\n     - 주차 : 한탄강물윗길주차장 (무료)\n     - [중요!] 철원군의 모든 관광지는 매주 화요일 휴무입니다.\n 오대산 월정사 전나무숲 길\n     - 위치 : 강원 평창군 진부면 오대산로 350-1\n     - 입장료 : 무료\n     - 주차 : 월정사 주차장 (경차/전기차 2,500원, 승용차 5,000원, 대형차 7,500원)\n 설악산 흘림골\n     - 흘림골 구간은 탐방예약제가 실시됨\n     - [중요!] 방문전 국립공원 홈페이지에서 예약 및 입산 통제 여부 확인 필수 !!\n     - 주차 : 오색 주차장 (1일 5,000원)\n     - 오색 주차장에서 탐방로 시작점인 흘림골 탐방지원센터까지 택시 이용(15,000원)\n     - 입장료 : 무료\n     - 설악산 흘림골 코스는 흘림골과 주전골을 포함하여 총 5.8km입니다.\n     - 흘림골 구간은 흘림골탐방지원센터에서 용소삼거리까지 3.1km (2시간40분 소요)\n     - 이어지는 주전골 구간은 오색지구까지 2.7km(50분 소요)",여행지 상세 정보 철원 탄강 물 윗길 입장료 성인 청소년 어린이 철원 사랑 상품권 일부 환급 이용 시간 매표 마감 위치 상사리 태봉 대교 매표소 주차 탄강 물 윗길 주차장 무료 중요 철원군 관광지 매주 화요일 휴무 대산 월정사 전 나무숲 길 위치 입장료 무료 주차 월정사 주차장 경차 승용차 대형차 흘림 골 흘림 골 구간 탐방 약제 실시 중요 방 문전 국립 공원 홈페이지 예약 입산 통제 여부 확인 필수 주차 오색 주차장 오색 주차장 탐방 시작점 흘림 골 탐방 지원 센터 택시 이용 입장료 무료 흘림 골 코스 흘림 골 포함 흘림 골 구간 흘림 골 탐방 지원 센터 용소 거리 시간 소요 이어지 구간 오색 지구 소요,1,
예약하는 방법 좀 알려주세요?,예약 방법 좀,1,
옥천ㅡ금강수변침수공원ㆍ수생식물 학습원  (꼭예약)  화인 살림욕장\n상춘정 (밤 은하수 인기 사진작가  인기 코스)   부소담악(배타고 호수돌면  최고),옥천 학습원 꼭 예약 화인 살림 욕장 춘정 밤 은하수 인기 사진 작가 인기 코스 부소 담 배 타 호수 돌 최고,1,
주말에 배편예약해서 가야되나요?\n차를싣고가도 되나요?,주말 배편 예약 되 차 싣 되,1,
"통영! 안가본지 꽤 됐는데 이렇게 보니 날잡고 가고 싶네요ㅠㅠ 통영에도 좋은 숙소가 많은 걸로 알고 있는데 당장 예약 뽐뿌 오는 영상이에요,, 전망대는 물론이고 고요한 분위기의 미래사도 아름답네요. 한국은 미세먼지로 고통받고 있다는데 편백나무 숲이라면 숨을 맘껏 내쉬고 들이마실 수 있을 것 같아요 :) 해물 뚝배기 실화인가요...? 밥 한그릇 뚝딱하겠어요ㅠㅠㅠ 알찬 영상 잘 봤어요, 통영에 가게 될 때 꼭 참고할게요 감사합니다",통영 안 꽤 됐 이렇게 보 날 잡 통영 좋 숙소 많 알 당장 예약 오 영상 전망대 물론 고요 분위기 미래사 아름답 고통 받 편백 나무 숲 숨 맘껏 내쉬 있 같 해물 뚝배기 실화 밥 그릇 뚝딱 하 영상 잘 봤 통영 가 때 꼭 참고 감사,1,
이 영상을 6월에 봤어야 했는데... ㅠㅠ 지금은 코로나 때문에 예약불가 ㅠㅠ,영상 봤 지금 예약 불가,0,
"화성 공룡알 화석지는 들어는 봤지만 공룡에 관심없어서 갈 생각을 안 했는데 영상 보니 무조건 가야겠네요^^ 지난주에 우연히 화성시티투어(해설사 동반)를 알게되어 이번주 일요일에 국화도 가는거 예약해놔서 지금 마구 설레는 중인데요. 그 투어의 다른 코스에 공룡알 화석지도 있었어요. 다음엔 여기로 예약 찜! 이 영상 하나로 바로 구독,좋아요,알림설정 완료했어요\n️",화성 공룡 화 석지 들 봤 공룡 관심없 생각 안 했 영상 보 무조건 가 지난주 우연히 화성 설사 동반 알 되 이번 주 일요일 국화 가 예약 지금 마구 설레 투어 코스 공룡 화 석지 있 다음 예약 찜 영상 바로 구독 좋 설정 완료,1,
