상병코드,24년 국문 질환명,24년 영문 질환명,신규여부,산정특례 종류,"산정특례
특정기호"
코드없음,"백내장, 성장호르몬 결핍, 감각신경병증, 감각신경성 청력 상실 및 골격 이형성증","Cataracts, growth hormone deficiency, sensory neuropathy, sensorineural hearing loss, and skeletal dysplasia",,극희귀,V900
코드없음,베인브릿지-로퍼스 증후군,Bainbridge-Ropers syndrome,,극희귀,V900
코드없음,베타-프로펠러 단백질 연관 신경변성,Beta-Propeller protein-associated neurodegeneration,,극희귀,V900
코드없음,보링-오피츠 증후군,Bohring-Opitz syndrome,,극희귀,V900
코드없음,보쉬-분스트라-샤프 시신경위축 증후군,Bosch-Boonstra-Schaaf optic atrophy syndrome,,극희귀,V900
코드없음,보제슨-포르스만-레만 증후군,Börjeson-Forssman-Lehmann syndrome,,극희귀,V900
코드없음,보통염색체열성 세가와 증후군,Autosomal recessive Segawa syndrome,,극희귀,V900
코드없음,볼프람 증후군,Wolfram syndrome,,극희귀,V900
코드없음,부갑상선기능저하증-감각신경성 난청- 신장 질환 (HDR) 증후군,Hypoparathyroidism-sensorineural deafness-renal disease (HDR) syndrome,,극희귀,V900
코드없음,블라우 증후군,Blau syndrome,,극희귀,V900
코드없음,비데만-스타이너 증후군,Wiedemann-Steiner syndrome,,극희귀,V900
코드없음,빌트-호그-두베증후군,Birt-Hogg-Dube syndrome,,극희귀,V900
코드없음,색소피부건조증 그룹 A,Xeroderma pigmentosum Group A (XPA),,극희귀,V900
코드없음,샤프-양 증후군,Schaaf-Yang syndrome,,극희귀,V900
코드없음,선조성골병증-두개경화증,Osteopathia striata-cranial sclerosis,,극희귀,V900
코드없음,선천성 경상 운동 장애,Congenital mirror movement (CMM) disorder,,극희귀,V900
코드없음,선천성 뇌하수체 기능저하,Congenital hypopituitarism,,극희귀,V900
코드없음,선천성 니코틴아마이드 아데닌 다이뉴클레오타이드 결핍 질환,Congenital nicotinamide adenien dinucleotide deficiency disease,신규,극희귀,V900
코드없음,선천성 당화장애,Congenital disorder of glycosylation,,극희귀,V900
코드없음,선천성 무거핵구성 혈소판감소증,Congenital amegakaryocytic thrombocytopenia,,극희귀,V900
코드없음,선천성 반척추,Congenital hemivertebra,,극희귀,V900
코드없음,"선천성 신증후군, 핀란드형","Congenital nephrotic syndrome, Finnish type",,극희귀,V900
코드없음,"선천성 심장결손, 이상형태성 얼굴 특징 및 지적발달장애","Congenital heart defects, dysmorphic facial features, and intellectual developmental disorder (CHDFIDD) ",,극희귀,V900
코드없음,선천성 염화물 설사,Congenital chloride diarrhea,,극희귀,V900
코드없음,선천성 중추성 무호흡증,Congenital central hypoventilation syndrome,,극희귀,V900
코드없음,"성장지연, 지적발달장애, 근기능저하 및 간병증","Growth retardations, impaired intellectual development, hypotonia, and hepatopathy (GRIDHH)",,극희귀,V900
코드없음,"소뇌위축, 시력장애, 정신운동지체","Cerebellar atrophy, visual impairment, and psychomotor retardation [CAVIPMR]",신규,극희귀,V900
코드없음,소두증 골형성이상 원시성 난쟁이증 유형2,Microcephalic osteodysplastic primordial dwarfism type II,,극희귀,V900
코드없음,수초 희소돌기아세포 당단백질 항체관련질환,Myelin oligodendrocyte glycoprotein antibody associated diseases[MOGAD],신규,극희귀,V900
코드없음,쉬프린첸-골드베르그 증후군,Shprintzen-Goldberg syndrome,,극희귀,V900
코드없음,쉰젤 기드온 증후군,Schinzel Giedion syndrome,,극희귀,V900
코드없음,슈바크만-다이아몬드 증후군,Schwachman-Diamond syndrome,,극희귀,V900
코드없음,스미스-킹스모어 증후군,Smith-Kingsmore syndrome,,극희귀,V900
코드없음,스크라반-디어도르프 증후군,Skraban-Deardorff syndrome,,극희귀,V900
코드없음,스티클러 증후군,Sticklers syndrome,,극희귀,V900
코드없음,스휘르스-호에이메이커스 증후군 ,Schuurs-Hoeijmakers syndrome,신규,극희귀,V900
코드없음,시니어-로켄 증후군,Senior-Loken syndrome,,극희귀,V900
코드없음,신경눈심장비뇨생식계 증후군,Neurooculocardiogenitourinary syndrome,,극희귀,V900
코드없음,신세뇨관 발생이상,Renal tubular dysgenesis,신규,극희귀,V900
코드없음,신장 안결손 증후군,Renal coloboma syndrome,신규,극희귀,V900
코드없음,신장병증을 동반하는 다중심 수근골 족근골 골용해 증후군,Multicentric Carpo-tarsal Osteolysis with nephropathy syndrome ,신규,극희귀,V900
코드없음,심장척추 카포얼굴 증후군,Cardiospondylocarpofacial syndrome,,극희귀,V900
코드없음,아동기 저수초형성 운동실조,Childhood ataxia with central nervous system hypomyelination,,극희귀,V900
코드없음,아르볼레다-탐 증후군[KAT6A 증후군],Arboleda-Tham syndrome[KAT6A syndrome],,극희귀,V900
코드없음,아이메-그리프 증후군,Aymé-Gripp syndrome,,극희귀,V900
코드없음,아이펙스 증후군,IPEx syndrome,,극희귀,V900
코드없음,아텔로스테오제네시스,Atelosteogenesis,,극희귀,V900
코드없음,안와 림프관종,Orbital lymphangioma,,극희귀,V900
코드없음,알란-헌든-더들리 증후군,Allan-Herndon-Dudley syndrome,,극희귀,V900
코드없음,알렉산더 병,Alexander disease,,극희귀,V900
코드없음,앤틀리-빅슬러 증후군,Antley-Bixler syndrome,,극희귀,V900
코드없음,"양수과다증, 거대뇌증, 증상성 뇌전증증후군","Polyhydramnios, megalencephaly, and symptomatic epilepsy syndrome [PMSE syndrome]",신규,극희귀,V900
코드없음,에드하임-체스터 병,Erdheim-Chester disease,,극희귀,V900
코드없음,엠마누엘 증후군,Emanuel syndrome,,극희귀,V900
코드없음,영아기 소뇌 망막변성,Infantile cerebellar retinal degeneration,신규,극희귀,V900
코드없음,오그덴 증후군,Ogden syndrome,,극희귀,V900
코드없음,오쿠르-청 신경발달 증후군,Okur-Chung neurodevelopmental syndrome,,극희귀,V900
코드없음,우발적 운동실조 유형 2,Episodic ataxia type 2,,극희귀,V900
코드없음,워버그-시노티 증후군,Warburg-Cinotti syndrome,,극희귀,V900
코드없음,유전성 만성 췌장염,Hereditary chronic pancreatitis,,극희귀,V900
코드없음,윤활막염-여드름-농포증-골염 증후군,Synovitis-acne-pustulosis-hyperostosis-osteitis syndrome,,극희귀,V900
코드없음,이상형태성 얼굴 및 원위 골 이상을 동반한 신경발달 장애,Neurodevelopmental disorder with dysmorphic facies and distal skeletal anomalies,신규,극희귀,V900
코드없음,이상형태성 얼굴 및 자폐증을 동반 또는 동반하지 않는 발달지연,Developmental delay with or without dysmorphic facies and autism,신규,극희귀,V900
코드없음,일차성 색소성 결절성 부신피질 질환,Primary pigmented nodular adrenocortical disease,,극희귀,V900
코드없음,일차성 코엔자임 큐텐 신증,Primary coenzyme Q10 nephropathy,신규,극희귀,V900
코드없음,자가면역 림프증식 증후군,Autoimmune lymphoproliferative syndrome,신규,극희귀,V900
코드없음,장림프관확장증,Intestinal lymphangiectasia,,극희귀,V900
코드없음,재조합 8번 염색체 증후군,Recombinant chromosome 8 syndrome,,염색체,V901
코드없음,전신성 모세혈관 누출 증후군,Systemic capillary leak syndrome,,극희귀,V900
코드없음,젤레오피직 이형성증,Geleophysic dysplasia,,극희귀,V900
코드없음,종양 괴사 인자 수용체와 관련된 주기성 증후군,Tumor necrosis factor receptor- associated periodic syndrome,,극희귀,V900
코드없음,중추신경계통의 원발성 혈관염,Primary angiitis of central nervous system (PACNS),,극희귀,V900
코드없음,지아-깁스 증후군,Xia-Gibbs syndrome,,극희귀,V900
코드없음,지텔만 증후군,Gitelman syndrome,,극희귀,V900
코드없음,진행성 가족성 간내 담즙정체증,Progressive familial intrahepatic cholestasis,,극희귀,V900
코드없음,철불응성 철결핍성 빈혈,Iron-refractory iron deficiency anemia,,극희귀,V900
코드없음,초프라-아미엘-고든 증후군,Chopra-Amiel-Gordon syndrome,신규,극희귀,V900
코드없음,촙스 증후군,CHOPS syndrome,,극희귀,V900
코드없음,축삭 회전타원체 및 색소침착된 아교세포를 동반한 성인-발병 백질뇌병증(ALSP),Adult-onset leukoencephalopathy with axonal spheroids and pigmented glia (ALSP),,극희귀,V900
코드없음,치상핵적핵담창구시상하핵 위축증,Dentatorubropallidoluysian atrophy (DRPLA),,극희귀,V900
코드없음,카라실 증후군,CARASIL syndrome (Cerebral autosomal recessive arteriopathy with subcortical infarcts and leukoencephalopathy),,극희귀,V900
코드없음,카사바흐-메리트 증후군,Kasabach-meritt syndrome,,극희귀,V900
코드없음,칸투증후군,Cantú syndrome,신규,극희귀,V900
코드없음,케이비지 증후군,KBG syndrome ,,극희귀,V900
코드없음,코스텔로 증후군,Costello syndrome,,극희귀,V900
코드없음,코핀-시리스 증후군,Coffin-Siris syndrome,,극희귀,V900
코드없음,코헨 증후군,Cohen syndrome,,극희귀,V900
코드없음,쿨렌-드브리스 증후군,Koolen-de Vries syndrome,,극희귀,V900
코드없음,큐라리노 증후군,Currarino syndrome,,극희귀,V900
코드없음,크라이오피린 연관 주기 (발열) 증후군,Cryopyrin associated periodic (fever) syndrome,,극희귀,V900
코드없음,크론카이드-카나다 증후군,Cronkhite-Canada syndrome,,극희귀,V900
코드없음,클리프스트라 증후군,Kleefstra syndrome,,극희귀,V900
코드없음,터프팅장증,Tufting enteropathy (Intestinal epithelial dysplasia),,극희귀,V900
코드없음,"털손발톱치아형성이상 1,3형 ",Trichorhinophalangeal syndrome type I & III,,극희귀,V900
코드없음,템플 증후군,Temple syndrome,,극희귀,V900
코드없음,"퇴행, 이상 운동, 언어 상실과 발작을 동반한 신경발달장애","Neurodevelopmental disorder with regression, abnormal movements, loss of speech, and seizures",신규,극희귀,V900
코드없음,튜블린병증,Tubulinopathies,,극희귀,V900
코드없음,트랜스타이레틴 아밀로이드 심근병증,Transthyretin amyloid cardiomyopathy [ATTR-CM],신규,극희귀,V900
코드없음,특발성 비특이성 간질성 폐렴,Idiopathic nonspecific interstitial pneumonia,,극희귀,V900
코드없음,특발성 흉막실질 탄력섬유증,Idiopathic pleuroparenchymal fibroelastosis,,극희귀,V900
코드없음,팰리스터-홀 증후군,Pallister-Hall syndrome,,극희귀,V900
코드없음,페인골드 증후군 유형 1,Feingold syndrome type 1,,극희귀,V900
코드없음,폐동맥 슬링,Pulmonary artery sling,,극희귀,V900
코드없음,폐의 모세관성 혈관종증,Pulmonary capillary hemangiomatosis,,극희귀,V900
코드없음,푸마라제 결핍(증),Fumarase deficiency ,,극희귀,V900
코드없음,플로우팅 하버 증후군,Floating-Harbor syndrome,,극희귀,V900
코드없음,피어슨 증후군,Pearson syndrome,,극희귀,V900
코드없음,피어슨 증후군[Pierson syndrome],Pierson syndrome,,극희귀,V900
코드없음,피어폰트 증후군,Pierpont syndrome,신규,극희귀,V900
코드없음,피질하 낭을 동반한 거대뇌성 백질뇌병증,Megalencephalic leukoencephalopathy with subcortical cysts,,극희귀,V900
코드없음,피트 홉킨스 증후군,Pitt-Hopkins syndrome,,극희귀,V900
코드없음,필라롭스키-비욘슨 증후군,Pilarowski-Bjornsson syndrome,신규,극희귀,V900
코드없음,하쥬-체니 증후군,Hajdu-Cheney syndrome,,극희귀,V900
코드없음,헌터-맥칼파인 증후군,Hunter-McAlpine syndrome,,극희귀,V900
코드없음,헤모글로빈 사우샘프턴 (헤모글로빈 캐스퍼),Hemoglobin Southampton (hemoglobin casper),,극희귀,V900
코드없음,헤임러 증후군,Heimler syndrome,,극희귀,V900
코드없음,홍채각막내피증후군,Iridocorneal endothelial syndrome,신규,극희귀,V900
코드없음,화이트-서튼 증후군,White-Sutton syndrome,,극희귀,V900
코드없음,확대된 전정수도관 증후군,Enlarged vestibular aqueduct syndrome,,극희귀,V900
코드없음,활성화된 PI3K 델타 증후군,Activated PI3K Delta Syndrome,,극희귀,V900
코드없음,ACOX1 관련 장애,ACOX1 related disorder,신규,극희귀,V900
코드없음,ADCY5 관련 이상운동증,ADCY5-related dyskinesia,,극희귀,V900
코드없음,ALS 결핍증,Acid-Labile subunit deficiency (ALSD),,극희귀,V900
코드없음,ARC 증후군,"Arthrogryposis, renal tubular dysfunction, and cholestasis (ARC syndrome)",,극희귀,V900
코드없음,ATP1A3 관련 뇌병증,ATP1A3-related encephalopathy,,극희귀,V900
코드없음,CACNA1A 관련 장애,CACNA1A-related disorder,,극희귀,V900
코드없음,CASK 관련 장애,CASK-related disorder,,극희귀,V900
코드없음,CDKL5 관련 장애,CDKL5-related disorder,,극희귀,V900
코드없음,COL4A1 관련 장애,Collagen alpha1(Ⅳ) chain related disorders,,극희귀,V900
코드없음,COL4A3BP 관련 정신 지체,COL4A3BP-related mental retardation,,극희귀,V900
코드없음,CTLA4 결핍,CTLA4 deficiency,신규,극희귀,V900
코드없음,CTNNB1 관련 장애,CTNNB1-related disorder,,극희귀,V900
코드없음,CUL4B 관련 지적장애[카베자스형의 X염색체 연관 지적장애],"CUL4B related intellectual disability[X-linked intellectual disability, Cabezas type]",신규,극희귀,V900
코드없음,CUX1 유전자 변이 ,CUX1 gene mutation,신규,극희귀,V900
코드없음,DDX3X 관련 장애,DDX3X-related disorder,,극희귀,V900
코드없음,Dent 질환,Dent disease,,극희귀,V900
코드없음,DHDDS 유전자 변이에 의한 운동 이상을 동반하거나 동반하지 않는 발달지연 및 발작,Developmental delay and seizures with or without movement abnormalities (DEDSM) due to DHDDS gene,,극희귀,V900
코드없음,DLL1 관련 질환,DLL1-related disorder,신규,극희귀,V900
코드없음,DOCK8 유전자 변이 또는 결손,DOCK8 gene mutation or deletion ,신규,극희귀,V900
코드없음,DYRK1A 증후군,DYRK1A syndrome,,극희귀,V900
코드없음,FBXO11 관련 장애,FBXO11-related disorder,,극희귀,V900
코드없음,FG2 증후군,FG2 syndrome,,극희귀,V900
코드없음,FLNA 관련 뇌실주위 결절성 이소증,FLNA-related periventricular nodular heterotopia,,극희귀,V900
코드없음,FOXP4 관련 발달 장애,FOXP4 related developmental disorder,신규,극희귀,V900
코드없음,GATA2 결핍,GATA2 deficiency,,극희귀,V900
코드없음,GATAD2B와 연관된 신경발달장애,"GATAD2B associated neurodevelopmental 
disorder[GAND]",신규,극희귀,V900
코드없음,GNAO1 뇌병증,GNAO1 encephalopathy,,극희귀,V900
코드없음,GNB1 관련 장애,GNB1-related disorder,,극희귀,V900
코드없음,GRIN2B 관련 발달지연,GRIN2B related developmental delay,신규,극희귀,V900
코드없음,HNRNPU-관련 장애,HNRNPU-related disorder,,극희귀,V900
코드없음,Hoyeraal-Hreidarsson 증후군,Hoyeraal-Hreidarsson syndrome,,극희귀,V900
코드없음,KAT6B 관련 증후군,KAT6B-related syndrome,,극희귀,V900
코드없음,KID 증후군,KID syndrome (Keratitis-ichthyosis-deafness),,극희귀,V900
코드없음,"KIF11 관련 맥락막망막병증, 소두증, 지적장애","KIF11 related chorioretinopathy, microcephaly, mental retardation",신규,극희귀,V900
코드없음,KIF1A 유전자 돌연변이에 의한 신경병증,Neuropathy due to KIF1A gene mutation,,극희귀,V900
코드없음,KMT2B-관련 근긴장이상,KMT2B-related dystonia,,극희귀,V900
코드없음,L1 증후군,L1 syndrome,,극희귀,V900
코드없음,LRBA 결핍,LRBA deficiency,신규,극희귀,V900
코드없음,MED13L 증후군,MED13L syndrome,신규,극희귀,V900
코드없음,MEF2C 관련 증후군,MEF2C-related syndrome ,,극희귀,V900
코드없음,Mesomelia-synostoses 증후군(8번 염색체 장완의 13부분의 미세결손 증후군),Mesomelia-synostoses syndrome(8q13 microdeletion syndrome),,극희귀,V900
코드없음,METTL23 관련 발달지연,METTL23 related developmental delay,신규,극희귀,V900
코드없음,MUTYH-연관 폴립증 (가족성 선종성 폴립증 2형),MUTYH-associated polyposis (Familial adenomatous polyposis type2),,극희귀,V900
코드없음,NACC1 관련 장애,NACC1-related disorder,,극희귀,V900
코드없음,NALCN 관련 장애,NALCN-related disorder,,극희귀,V900
코드없음,NKAP 관련 장애,NKAP related disorder,신규,극희귀,V900
코드없음,OPHN1 관련 장애,OPHN1-related disorder,,극희귀,V900
코드없음,PCDH 19 관련 뇌전증 증후군,PCDH 19-related epilepsy syndrome,,극희귀,V900
코드없음,POU3F3 관련 장애 (Snijders Blok-Fisher 증후군),POU3F3-related disorder (Snijders Blok-Fisher syndrome),,극희귀,V900
코드없음,PPP2R5D 관련 장애,PPP2R5D-related disorder,,극희귀,V900
코드없음,PTEN 과오종 종양 증후군,PTEN Hamartoma Tumor Syndrome (PHTS),,극희귀,V900
코드없음,RANBP2 관련 급성 뇌병증,RANBP2 related acute encephalopathy ,신규,극희귀,V900
코드없음,Schimke 면역-골 형성이상,Schimke immunosseous dysplasia (SIOD),,극희귀,V900
코드없음,TRPM3 관련 장애,TRPM3 related disorder,신규,극희귀,V900
코드없음,Vici 증후군,Vici syndrome,,극희귀,V900
코드없음,WAGR 증후군(11번 염색체 단완의 13부분 결손),WAGR syndrome(Deletion 11p13),,극희귀,V900
코드없음,X 염색체장완의 28부분의 중복 증후군,Chromosome Xq28 duplication syndrome,,염색체,V901
코드없음,X-연관 세포사멸사 억제인자 결핍,X-linked inhibitor of apoptosis deficiency,,극희귀,V900
코드없음,X연관 정신지체-저긴장성 얼굴증후군,X-linked mental retardation-hypotonic facies syndrome ,,극희귀,V900
코드없음,X염색체 장완의 중복 증후군,Xq duplication syndrome,신규,염색체,V901
코드없음,ZTTK 증후군,Zhu-Tokita-Takenouchi-Kim [ZTTK] syndrome,,극희귀,V900
코드없음,1번 염색체 단완 31-32 부분의 미세결손,1p31-1p32 microdeletion,,염색체,V901
코드없음,1번 염색체 단완의 중복 증후군,1p duplication syndrome,,염색체,V901
코드없음,1번 염색체 장완 21.1 부분의 중복 증후군,1q21.1 duplication syndrome,,염색체,V901
코드없음,1번 염색체 장완 21.3 부분의 미세결손 증후군,1q21.3 microdeletion syndrome,,염색체,V901
코드없음,1번 염색체 장완 44부분의 미세결손 증후군,1q44 microdeletion syndrome,,염색체,V901
코드없음,1번 염색체 장완의 21.1 부분의 미세결손 증후군,1q21.1 microdeletion syndrome,,염색체,V901
코드없음,1번 염색체 단완의 결손 증후군,1p deletion syndrome,,염색체,V901
코드없음,2번 염색체 단완 결손,2p deletion,,염색체,V901
코드없음,2번 염색체 단완의 중복 증후군,2p duplication syndrome,신규,염색체,V901
코드없음,2번 염색체 장완 33-37 부분의 중복 증후군,2q33-37 duplication syndrome,,염색체,V901
코드없음,2번 염색체 장완의 24 부분의 미세결손 증후군,2q24 microdeletion syndrome,,염색체,V901
코드없음,2번 염색체 장완의 31-33 부분의 미세결손,2q31-q33 microdeletion,,염색체,V901
코드없음,2번 염색체 장완의 결손 증후군,2q deletion syndrome,신규,염색체,V901
코드없음,2번 염색체 단완의 결손 증후군,2p deletion syndrome,,염색체,V901
코드없음,2장완11 미세중복 증후군,2q11 microduplication syndrome,,극희귀,V900
코드없음,3M 증후군,3M syndrome,,극희귀,V900
코드없음,3MC 증후군,3MC syndrome (Malpuech-Michels-Mingarelli-Carnevale) ,,극희귀,V900
코드없음,3번 염색체 단완의 결손,Deletion of short arm of chromosome 3,,염색체,V901
코드없음,3번 염색체 단완의 결손 증후군,3p deletion syndrome,신규,염색체,V901
코드없음,3번 염색체 장완 26 부분의 중복,3q26 duplication,,염색체,V901
코드없음,3번 염색체 장완의 13.31 부분의 미세 결손 증후군,3q13.31 microdeletion syndrome,,염색체,V901
코드없음,3번 염색체 장완의 결손,Deletion of long arm of chromosome 3,,염색체,V901
코드없음,3번 염색체 장완의 결손 증후군,3q deletion syndrome,,염색체,V901
코드없음,3번 염색체 장완의 중복 증후군,3q duplication syndrome,,염색체,V901
코드없음,4번 염색체 단완의 중복 증후군,4p duplication syndrome,신규,염색체,V901
코드없음,4번 염색체 장완의 21 부분의 미세결손 증후군,4q21 microdeletion syndrome,,염색체,V901
코드없음,4번 염색체 장완의 34 부분의 미세결손,4q34 microdeletion,,염색체,V901
코드없음,4번 염색체 장완의 결손 증후군,4q deletion syndrome,,염색체,V901
코드없음,5번 염색체 장완 14.3 부분의 미세결손 증후군,5q14.3 microdeletion syndrome,,염색체,V901
코드없음,5번 염색체 장완 31 부분의 미세결손으로 인한 가족성 만곡족,Familial clubfoot due to 5q31 microdeletion,,염색체,V901
코드없음,5번 염색체 장완 31.3 부분의 미세결손으로 인한 PURA 관련 신경발달 장애,PURA-related neurodevelopmental disorders due to 5q31.3 microdeletion,,극희귀,V900
코드없음,5번 염색체 장완 35 부분의 결손,5q35 deletion ,,염색체,V901
코드없음,5번 염색체 장완의 중복 증후군,5q duplication syndrome,신규,염색체,V901
코드없음,5번 염색체 장완의 결손 증후군,5q deletion syndrome,,염색체,V901
코드없음,5번 염색체 장완의 말단부 삼염색체증,Distal 5q trisomy,,염색체,V901
코드없음,6번 염색체 단완의 결손 증후군,6p deletion syndrome,,염색체,V901
코드없음,6번 염색체 장완 26 부분의 미세결손 증후군,6q26 microdeletion syndrome,,염색체,V901
코드없음,6번 염색체 장완의 중복 증후군,6q duplication syndrome,신규,염색체,V901
코드없음,6번 염색체 장완의 결손 증후군,6q deletion syndrome,,염색체,V901
코드없음,7번 염색체 장완 36 부분의 미세결손 증후군,7q36 microdeletion syndrome,,염색체,V901
코드없음,7번 염색체 장완의 결손 증후군,7q deletion syndrome,신규,염색체,V901
코드없음,7번 염색체 장완의 중복 증후군,7q duplication syndrome,신규,염색체,V901
코드없음,7장완11.22 미세결손 증후군,7q 11.22 microdeletion syndrome,,염색체,V901
코드없음,7장완36 미세중복,7q 36 microduplication,,염색체,V901
코드없음,8단완단일염색체증,8p monosomy,,염색체,V901
코드없음,8번 삼염색체 섞임증,Mosaic trisomy 8,,염색체,V901
코드없음,8번 염색체 단완의 11.2 부분의 미세결손 증후군,8p11.2 deletion syndrome ,,염색체,V901
코드없음,8번 염색체 단완의 결손 증후군,8p deletion syndrome,신규,염색체,V901
코드없음,8번 염색체 단완의 중복 증후군,8p duplication syndrome,신규,염색체,V901
코드없음,8번 염색체 장완의 21.11 부분의 미세결손 증후군,8q21.11 microdeletion syndrome,,염색체,V901
코드없음,8번 염색체 장완의 22.1 부분의 미세 결손 증후군,8q22.1 microdeletion syndrome,,염색체,V901
코드없음,8번 염색체 단완의 역중복-결실 증후군,8p inverted duplication-deletion syndrome,,염색체,V901
코드없음,8번 염색체 장완의 중복 증후군,8q duplication syndrome,,염색체,V901
코드없음,9번 염색체 단완의 결손,Deletion of short arm of chromosome 9,,염색체,V901
코드없음,9번 염색체 단완의 결손 증후군,9p deletion syndrome,신규,염색체,V901
코드없음,9번 염색체 단완의 사염색체증,tetrasomy 9p,,염색체,V901
코드없음,9번 염색체 단완의 중복,Duplication of 9p,,염색체,V901
코드없음,9번 염색체 단완의 중복 증후군,9p duplication syndrome,신규,염색체,V901
코드없음,9번 염색체 장완의 중복 증후군,9q duplication syndrome,신규,염색체,V901
코드없음,9번 염색체 장완의 결손 증후군,9q deletion syndrome,,염색체,V901
코드없음,10단완 11-12 결손 증후군,10p11-12 deletion syndrome,,염색체,V901
코드없음,10번 염색체 장완 말단부의 단일염색체증,Distal monosomy 10q,,염색체,V901
코드없음,10번 염색체 장완의 22-23 부분의 미세결손 증후군,10q22q23 microdeletion syndrome,,염색체,V901
코드없음,10번 염색체 장완의 중복 증후군,10q duplication syndrome,신규,염색체,V901
코드없음,10번 염색체 장완의 결손 증후군,10q deletion syndrome,,염색체,V901
코드없음,10장완 말단 삼염색체 증후군,Distal 10q trisomy syndrome,,극희귀,V900
코드없음,11번 염색체 장완의 말단부 삼염색체증,Distal trisomy 11q,,염색체,V901
코드없음,11번 염색체 장완의 중복 증후군,11q duplication syndrome,신규,염색체,V901
코드없음,12번 염색체 단완 13 부분의 미세중복,12p13 microduplication,,염색체,V901
코드없음,12번 염색체 장완 13 부분의 미세중복,12q13 microduplication,,염색체,V901
코드없음,12번 염색체 장완의 결손 증후군,12q deletion syndrome,신규,염색체,V901
코드없음,12번 염색체 장완의 중복 증후군,12q duplication syndrome,신규,염색체,V901
코드없음,12번 염색체 단완의 중복 증후군,12p duplication syndrome,,염색체,V901
코드없음,13번 염색체 장완 12.3 부분의 미세결손 증후군,13q12.3 microdeletion syndrome,,염색체,V901
코드없음,13번 염색체 장완 21-22 부분의 결손,13q21-22 deletion,,염색체,V901
코드없음,13번 염색체 장완의 말단부 단일염색체증 ,Distal monosomy 13q,,염색체,V901
코드없음,13번 염색체 장완의 부분 결손,Partial deletion of the long arm of chromosome 13,,염색체,V901
코드없음,14번 염색체 장완 24.2-31.1 부분의 미세결손,14q24.2q31.1 microdeletion,,염색체,V901
코드없음,14번 염색체 장완 말단부의 단일염색체증,Distal monosomy 14q,,염색체,V901
코드없음,14번 염색체 장완의 결손 증후군,14q deletion syndrome,신규,염색체,V901
코드없음,15번 고리모양 염색체,Ring chromosome 15,,염색체,V901
코드없음,15번 염색체 장완의 결손 증후군,15q deletion syndrome,,염색체,V901
코드없음,15번 염색체 장완의 중복 증후군,15q duplication syndrome,신규,염색체,V901
코드없음,15장완11.2 미세결손 증후군,15q11.2 microdeletion syndrome,,극희귀,V900
코드없음,16단완11.2 미세중복,16p 11.2 microduplication,,염색체,V901
코드없음,16번 염색체 단완의 11-12 부분의 미세결손 증후군,16p11p12 microdeletion syndrome,,염색체,V901
코드없음,16번 염색체 단완의 결손,Deletion of short arm of chromosome 16,,염색체,V901
코드없음,16번 염색체 단완의 결손 증후군,16p deletion syndrome,신규,염색체,V901
코드없음,16번 염색체 단완의 중복 증후군,16p duplication syndrome,신규,염색체,V901
코드없음,16번 염색체 장완의 결손 증후군,16q deletion syndrome,신규,염색체,V901
코드없음,16번 염색체 장완의 중복,16q duplication,,염색체,V901
코드없음,17단완13.3 미세중복,17p 13.3 microduplication,,염색체,V901
코드없음,17번 염색체 단완 13.1 부분의 미세결손 증후군,Distal 17p13.1 microdeletion syndrome,,염색체,V901
코드없음,17번 염색체 단완 13.3 부분의 미세결손 증후군,Distal 17p13.3 microdeletion syndrome,,염색체,V901
코드없음,17번 염색체 장완 21.31 부분의 미세중복 증후군,17q21.31 microduplication syndrome,,염색체,V901
코드없음,17번 염색체 장완 25.1 부분의 중복 증후군,17q25.1 duplication syndrome,,염색체,V901
코드없음,17번 염색체 장완의 결손 증후군,17q deletion syndrome,신규,염색체,V901
코드없음,17번 염색체 장완의 중복 증후군,17q duplication syndrome,,염색체,V901
코드없음,18번 고리모양 염색체,Ring chromosome 18,,염색체,V901
코드없음,18번 염색체 단완의 사염색체증,Tetrasomy 18p,,염색체,V901
코드없음,18번 염색체 장완의 결손 증후군,18q deletion syndrome,,염색체,V901
코드없음,18번 염색체 장완의 중복 증후군,18q duplication syndrome,,염색체,V901
코드없음,19번 염색체 단완 13.3 부분의 중복,19p13.3 duplication,,염색체,V901
코드없음,19번 염색체 단완의 결손 증후군,19p deletion syndrome,신규,염색체,V901
코드없음,20번 염색체 단완의 결손 증후군,20p deletion syndrome,신규,염색체,V901
코드없음,20번 염색체 장완의 말단부 삼염색체증,Distal trisomy 20q,,염색체,V901
코드없음,21번 염색체 장완의 결손 증후군,21q deletion syndrome,신규,염색체,V901
코드없음,22번 염색체 장완의 결손 증후군,22q deletion syndrome,,염색체,V901
코드없음,22번 염색체 장완의 중복 증후군,22q duplication syndrome,,염색체,V901
