"시·군·구별","성별","자격별","연령별","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"거제시","계","건강보험","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","17324","18375","19108","19983","21274","22395","23788","25664","27585","29805",
"거제시","계","의료급여","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","346","322","339","305","249","250","252","245","254","243",
"거제시","계","의료급여","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","201","182","202","182","141","131","140","140","138","127",
"거제시","계","의료급여","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","145","140","137","123","108","119","112","105","116","116",
"거제시","계","기초","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","3297","2908","2878","2819","2879","3143","3375","3757","4196","4541",
"거제시","계","기초","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","2379","2075","2016","1979","2008","2190","2355","2610","2917","3051",
"거제시","계","기초","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","918","833","862","840","871","953","1020","1147","1279","1490",
"거제시","남자","합계","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","129834","134599","140605","140942","136723","133483","134457","132423","128916","127114",
"거제시","남자","합계","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","122604","126840","132386","132227","127308","123390","123564","120454","115807","112645",
"거제시","남자","합계","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","7230","7759","8219","8715","9415","10093","10893","11969","13109","14469",
"거제시","남자","건강보험","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","128188","133142","139140","139485","135252","131869","132723","130483","126761","124768",
"거제시","남자","건강보험","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","121238","125637","131203","131057","126130","122130","122232","118978","114178","110937",
"거제시","남자","건강보험","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","6950","7505","7937","8428","9122","9739","10491","11505","12583","13831",
"거제시","남자","의료급여","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","147","125","134","126","87","86","86","87","90","94",
"거제시","남자","의료급여","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","109","89","99","93","61","55","56","57","56","57",
"거제시","남자","의료급여","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","38","36","35","33","26","31","30","30","34","37",
"거제시","남자","기초","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","1499","1332","1331","1331","1384","1528","1648","1853","2065","2252",
"거제시","남자","기초","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","1257","1114","1084","1077","1117","1205","1276","1419","1573","1651",
"거제시","남자","기초","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","242","218","247","254","267","323","372","434","492","601",
"거제시","여자","합계","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","115859","118699","122054","122880","121915","120673","119648","118366","116499","114622",
"거제시","여자","합계","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","104702","107110","110166","110649","109077","107299","105621","103419","100628","97680",
"거제시","여자","합계","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","11157","11589","11888","12231","12838","13374","14027","14947","15871","16942",
"거제시","여자","건강보험","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","113862","116926","120302","121213","120258","118894","117755","116304","114204","112184",
"거제시","여자","건강보험","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","103488","106056","109131","109658","108106","106238","104458","102145","99202","96210",
"거제시","여자","건강보험","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","10374","10870","11171","11555","12152","12656","13297","14159","15002","15974",
"거제시","여자","의료급여","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","199","197","205","179","162","164","166","158","164","149",
"거제시","여자","의료급여","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","92","93","103","89","80","76","84","83","82","70",
"거제시","여자","의료급여","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","107","104","102","90","82","88","82","75","82","79",
"거제시","여자","기초","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","1798","1576","1547","1488","1495","1615","1727","1904","2131","2289",
"거제시","여자","기초","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","1122","961","932","902","891","985","1079","1191","1344","1400",
"거제시","여자","기초","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","676","615","615","586","604","630","648","713","787","889",
"양산시","계","합계","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","282004","295464","308606","320725","342648","353016","356315","357742","361010","360817",
"양산시","계","합계","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","254247","265400","276187","285747","303855","311458","311763","309315","308882","304873",
"양산시","계","합계","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","27757","30064","32419","34978","38793","41558","44552","48427","52128","55944",
"양산시","계","건강보험","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","274541","287821","300515","312536","334430","344518","347627","348628","351683","351268",
"양산시","계","건강보험","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","248944","260001","270546","280111","298331","305831","306077","303516","303048","299119",
"양산시","계","건강보험","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","25597","27820","29969","32425","36099","38687","41550","45112","48635","52149",
"양산시","계","의료급여","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","564","580","558","539","489","508","478","493","527","522",
"양산시","계","의료급여","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","336","352","340","327","269","282","267","268","288","261",
"양산시","계","의료급여","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","228","228","218","212","220","226","211","225","239","261",
"양산시","계","기초","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","6899","7063","7533","7650","7729","7990","8210","8621","8800","9027",
"양산시","계","기초","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","4967","5047","5301","5309","5255","5345","5419","5531","5546","5493",
"양산시","계","기초","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","1932","2016","2232","2341","2474","2645","2791","3090","3254","3534",
"양산시","남자","합계","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","142482","149425","156043","162018","172769","177879","179493","179874","181271","181312",
"양산시","남자","합계","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","131203","137065","142518","147283","156238","160037","160186","158795","158419","156638",
"양산시","남자","합계","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","11279","12360","13525","14735","16531","17842","19307","21079","22852","24674",
"양산시","남자","건강보험","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","139130","145949","152351","158285","169035","173993","175461","175635","176884","176850",
"양산시","남자","건강보험","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","128509","134301","139633","144397","153396","157120","157178","155707","155275","153551",
"양산시","남자","건강보험","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","10621","11648","12718","13888","15639","16873","18283","19928","21609","23299",
"양산시","남자","의료급여","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","272","269","270","264","204","213","191","195","203","199",
"양산시","남자","의료급여","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","187","185","190","187","123","135","120","122","124","117",
"양산시","남자","의료급여","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","85","84","80","77","81","78","71","73","79","82",
"양산시","남자","기초","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","3080","3207","3422","3469","3530","3673","3841","4044","4184","4263",
"양산시","남자","기초","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","2507","2579","2695","2699","2719","2782","2888","2966","3020","2970",
"양산시","남자","기초","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","573","628","727","770","811","891","953","1078","1164","1293",
"양산시","여자","합계","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","139522","146039","152563","158707","169879","175137","176822","177868","179739","179505",
"양산시","여자","합계","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","123044","128335","133669","138464","147617","151421","151577","150520","150463","148235",
"양산시","여자","합계","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","16478","17704","18894","20243","22262","23716","25245","27348","29276","31270",
"양산시","여자","건강보험","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","135411","141872","148164","154251","165395","170525","172166","172993","174799","174418",
"양산시","여자","건강보험","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","120435","125700","130913","135714","144935","148711","148899","147809","147773","145568",
"양산시","여자","건강보험","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","14976","16172","17251","18537","20460","21814","23267","25184","27026","28850",
"양산시","여자","의료급여","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","292","311","288","275","285","295","287","298","324","323",
"양산시","여자","의료급여","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","149","167","150","140","146","147","147","146","164","144",
"양산시","여자","의료급여","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","143","144","138","135","139","148","140","152","160","179",
"양산시","여자","기초","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","3819","3856","4111","4181","4199","4317","4369","4577","4616","4764",
"양산시","여자","기초","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","2460","2468","2606","2610","2536","2563","2531","2565","2526","2523",
"양산시","여자","기초","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","1359","1388","1505","1571","1663","1754","1838","2012","2090","2241",
"의령군","계","합계","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","29947","30268","29910","28470","28293","28045","27892","27304","26890","26663",
"의령군","계","합계","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","20684","20875","20465","19036","18672","18476","18205","17381","16758","16318",
"의령군","계","합계","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","9263","9393","9445","9434","9621","9569","9687","9923","10132","10345",
"의령군","계","건강보험","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","28301","28685","28389","27034","26889","26646","26504","25903","25506","25265",
"의령군","계","건강보험","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","19683","19920","19585","18197","17854","17650","17395","16591","15998","15577",
"의령군","계","건강보험","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","8618","8765","8804","8837","9035","8996","9109","9312","9508","9688",
"의령군","계","의료급여","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","132","123","111","101","96","79","70","79","75","74",
"의령군","계","의료급여","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","42","41","35","32","24","14","17","20","16","18",
"의령군","계","의료급여","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","90","82","76","69","72","65","53","59","59","56",
"의령군","계","기초","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","1514","1460","1410","1335","1308","1320","1318","1322","1309","1324",
"의령군","계","기초","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","959","914","845","807","794","812","793","770","744","723",
"의령군","계","기초","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","555","546","565","528","514","508","525","552","565","601",
"의령군","남자","합계","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","14590","14936","14783","13787","13746","13654","13731","13465","13328","13275",
"의령군","남자","합계","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","11312","11579","11389","10353","10177","10073","10048","9595","9294","9072",
"의령군","남자","합계","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","3278","3357","3394","3434","3569","3581","3683","3870","4034","4203",
"의령군","남자","건강보험","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","13792","14154","14057","13103","13069","12962","13047","12777","12640","12595",
"의령군","남자","건강보험","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","10682","10963","10834","9831","9667","9553","9532","9098","8819","8622",
"의령군","남자","건강보험","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","3110","3191","3223","3272","3402","3409","3515","3679","3821","3973",
"의령군","남자","의료급여","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","59","54","49","41","36","28","23","27","27","30",
"의령군","남자","의료급여","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","28","28","25","20","13","8","8","11","9","10",
"의령군","남자","의료급여","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","31","26","24","21","23","20","15","16","18","20",
"의령군","남자","기초","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","739","728","677","643","641","664","661","661","661","650",
"의령군","남자","기초","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","602","588","530","502","497","512","508","486","466","440",
"의령군","남자","기초","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","137","140","147","141","144","152","153","175","195","210",
"의령군","여자","합계","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","15357","15332","15127","14683","14547","14391","14161","13839","13562","13388",
"의령군","여자","합계","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","9372","9296","9076","8683","8495","8403","8157","7786","7464","7246",
"의령군","여자","합계","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","5985","6036","6051","6000","6052","5988","6004","6053","6098","6142",
"의령군","여자","건강보험","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","14509","14531","14332","13931","13820","13684","13457","13126","12866","12670",
"의령군","여자","건강보험","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","9001","8957","8751","8366","8187","8097","7863","7493","7179","6955",
"의령군","여자","건강보험","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","5508","5574","5581","5565","5633","5587","5594","5633","5687","5715",
"의령군","여자","의료급여","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","73","69","62","60","60","51","47","52","48","44",
"의령군","여자","의료급여","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","14","13","10","12","11","6","9","9","7","8",
"의령군","여자","의료급여","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","59","56","52","48","49","45","38","43","41","36",
"의령군","여자","기초","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","775","732","733","692","667","656","657","661","648","674",
"의령군","여자","기초","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","357","326","315","305","297","300","285","284","278","283",
"의령군","여자","기초","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","418","406","418","387","370","356","372","377","370","391",
"함안군","계","합계","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","69491","70607","71030","71708","71111","69770","68629","66949","65166","64388",
"함안군","계","합계","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","56557","57326","57339","57786","56693","54972","53294","50864","48394","46927",
"함안군","계","합계","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","12934","13281","13691","13922","14418","14798","15335","16085","16772","17461",
"함안군","계","건강보험","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","66820","68067","68475","69264","68768","67545","66445","64681","62959","62202",
"함안군","계","건강보험","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","54890","55735","55819","56349","55332","53710","52085","49643","47236","45820",
"함안군","계","건강보험","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","11930","12332","12656","12915","13436","13835","14360","15038","15723","16382",
"함안군","계","의료급여","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","203","194","183","176","161","140","135","140","131","122",
"함안군","계","의료급여","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","90","89","78","71","54","47","49","51","42","40",
"함안군","계","의료급여","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","113","105","105","105","107","93","86","89","89","82",
"함안군","계","기초","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","2468","2346","2372","2268","2182","2085","2049","2128","2076","2064",
"함안군","계","기초","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","1577","1502","1442","1366","1307","1215","1160","1170","1116","1067",
"함안군","계","기초","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","891","844","930","902","875","870","889","958","960","997",
"함안군","남자","합계","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","35724","36236","36471","37177","36817","36200","35608","34740","33754","33594",
"함안군","남자","합계","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","30826","31181","31161","31695","31097","30236","29378","28038","26668","26071",
"함안군","남자","합계","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","4898","5055","5310","5482","5720","5964","6230","6702","7086","7523",
"함안군","남자","건강보험","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","34534","35089","35323","36058","35738","35161","34571","33653","32672","32518",
"함안군","남자","건강보험","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","29915","30305","30307","30882","30328","29509","28672","27326","25983","25411",
"함안군","남자","건강보험","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","4619","4784","5016","5176","5410","5652","5899","6327","6689","7107",
"함안군","남자","의료급여","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","86","82","75","72","53","45","42","44","42","38",
"함안군","남자","의료급여","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","47","49","43","41","20","18","19","20","19","19",
"함안군","남자","의료급여","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","39","33","32","31","33","27","23","24","23","19",
"함안군","남자","기초","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","1104","1065","1073","1047","1026","994","995","1043","1040","1038",
"함안군","남자","기초","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","864","827","811","772","749","709","687","692","666","641",
"함안군","남자","기초","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","240","238","262","275","277","285","308","351","374","397",
"함안군","여자","합계","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","33767","34371","34559","34531","34294","33570","33021","32209","31412","30794",
"함안군","여자","합계","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","25731","26145","26178","26091","25596","24736","23916","22826","21726","20856",
"함안군","여자","합계","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","8036","8226","8381","8440","8698","8834","9105","9383","9686","9938",
"함안군","여자","건강보험","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","32286","32978","33152","33206","33030","32384","31874","31028","30287","29684",
"함안군","여자","건강보험","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","24975","25430","25512","25467","25004","24201","23413","22317","21253","20409",
"함안군","여자","건강보험","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","7311","7548","7640","7739","8026","8183","8461","8711","9034","9275",
"함안군","여자","의료급여","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","117","112","108","104","108","95","93","96","89","84",
"함안군","여자","의료급여","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","43","40","35","30","34","29","30","31","23","21",
"함안군","여자","의료급여","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","74","72","73","74","74","66","63","65","66","63",
"함안군","여자","기초","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","1364","1281","1299","1221","1156","1091","1054","1085","1036","1026",
"함안군","여자","기초","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","713","675","631","594","558","506","473","478","450","426",
"함안군","여자","기초","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","651","606","668","627","598","585","581","607","586","600",
"창녕군","계","합계","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","64109","64193","64610","65245","65484","64898","64551","63626","62359","60977",
"창녕군","계","합계","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","47989","47736","47852","48193","47854","46934","46174","44524","42676","40680",
"창녕군","계","합계","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","16120","16457","16758","17052","17630","17964","18377","19102","19683","20297",
"창녕군","계","건강보험","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","61429","61593","61781","62509","62820","62304","61994","61001","59773","58401",
"창녕군","계","건강보험","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","46425","46219","46186","46595","46337","45467","44761","43107","41343","39415",
"창녕군","계","건강보험","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","15004","15374","15595","15914","16483","16837","17233","17894","18430","18986",
"창녕군","계","의료급여","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","185","170","144","143","125","119","111","125","126","124",
"창녕군","계","의료급여","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","90","76","56","60","42","41","36","46","45","45",
"창녕군","계","의료급여","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","95","94","88","83","83","78","75","79","81","79",
"창녕군","계","기초","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","2495","2430","2685","2593","2539","2475","2446","2500","2460","2452",
"창녕군","계","기초","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","1474","1441","1610","1538","1475","1426","1377","1371","1288","1220",
"창녕군","계","기초","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","1021","989","1075","1055","1064","1049","1069","1129","1172","1232",
"창녕군","남자","합계","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","31927","31917","32248","32717","32890","32584","32565","31933","31311","30768",
"창녕군","남자","합계","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","25879","25718","25896","26208","26020","25513","25201","24217","23236","22310",
"창녕군","남자","합계","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","6048","6199","6352","6509","6870","7071","7364","7716","8075","8458",
"창녕군","남자","건강보험","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","30772","30770","30979","31478","31681","31385","31359","30698","30094","29562",
"창녕군","남자","건강보험","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","24998","24838","24939","25281","25143","24654","24368","23391","22446","21555",
"창녕군","남자","건강보험","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","5774","5932","6040","6197","6538","6731","6991","7307","7648","8007",
"창녕군","남자","의료급여","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","87","73","58","62","44","38","34","42","40","41",
"창녕군","남자","의료급여","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","61","50","37","43","24","22","17","22","20","21",
"창녕군","남자","의료급여","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","26","23","21","19","20","16","17","20","20","20",
"창녕군","남자","기초","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","1068","1074","1211","1177","1165","1161","1172","1193","1177","1165",
"창녕군","남자","기초","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","820","830","920","884","853","837","816","804","770","734",
"창녕군","남자","기초","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","248","244","291","293","312","324","356","389","407","431",
"창녕군","여자","합계","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","32182","32276","32362","32528","32594","32314","31986","31693","31048","30209",
"창녕군","여자","합계","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","22110","22018","21956","21985","21834","21421","20973","20307","19440","18370",
"창녕군","여자","합계","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","10072","10258","10406","10543","10760","10893","11013","11386","11608","11839",
"창녕군","여자","건강보험","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","30657","30823","30802","31031","31139","30919","30635","30303","29679","28839",
"창녕군","여자","건강보험","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","21427","21381","21247","21314","21194","20813","20393","19716","18897","17860",
"창녕군","여자","건강보험","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","9230","9442","9555","9717","9945","10106","10242","10587","10782","10979",
"창녕군","여자","의료급여","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","98","97","86","81","81","81","77","83","86","83",
"창녕군","여자","의료급여","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","29","26","19","17","18","19","19","24","25","24",
"창녕군","여자","의료급여","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","69","71","67","64","63","62","58","59","61","59",
"창녕군","여자","기초","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","1427","1356","1474","1416","1374","1314","1274","1307","1283","1287",
"창녕군","여자","기초","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","654","611","690","654","622","589","561","567","518","486",
"창녕군","여자","기초","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","773","745","784","762","752","725","713","740","765","801",
"고성군","계","합계","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","56983","56402","55881","55534","54740","53811","53146","52151","51326","51470",
"고성군","계","합계","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","43273","42409","41727","41139","39945","38697","37607","36093","34756","34371",
"고성군","계","합계","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","13710","13993","14154","14395","14795","15114","15539","16058","16570","17099",
"고성군","계","건강보험","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","54589","54015","53528","53274","52455","51547","50873","49818","49025","49182",
"고성군","계","건강보험","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","41742","40877","40215","39688","38500","37318","36252","34746","33443","33117",
"고성군","계","건강보험","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","12847","13138","13313","13586","13955","14229","14621","15072","15582","16065",
"고성군","계","의료급여","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","113","192","109","102","95","103","108","106","106","100",
"고성군","계","의료급여","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","32","74","38","33","26","28","29","25","23","14",
"고성군","계","의료급여","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","81","118","71","69","69","75","79","81","83","86",
"고성군","계","기초","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","2281","2195","2244","2158","2190","2161","2165","2227","2195","2188",
"고성군","계","기초","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","1499","1458","1474","1418","1419","1351","1326","1322","1290","1240",
"고성군","계","기초","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","782","737","770","740","771","810","839","905","905","948",
"고성군","남자","합계","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","28752","28401","28124","28080","27515","27059","26868","26332","25815","26004",
"고성군","남자","합계","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","23532","23047","22670","22451","21650","20997","20585","19797","18965","18782",
"고성군","남자","합계","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","5220","5354","5454","5629","5865","6062","6283","6535","6850","7222",
"고성군","남자","건강보험","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","27639","27273","27009","27001","26391","25937","25737","25177","24681","24862",
"고성군","남자","건강보험","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","22643","22153","21790","21607","20780","20155","19769","19005","18195","18036",
