"시·군·구별","전문인력별","급여종류별","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"영주시","의사(계약의사포함)","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"영주시","의사(계약의사포함)","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","5","5","5","7","15","12","9","11","12","11",
"영주시","간호사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","20","15","16","17","14","16","14","13","12","9",
"영주시","간호사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","2","1","2","4","3","4","3","3","3","2",
"영주시","간호사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","18","14","14","14","11","12","11","10","9","7",
"영주시","간호조무사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","25","29","30","24","29","32","38","39","42","41",
"영주시","간호조무사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","5","6","8","5","7","7","11","13","11","11",
"영주시","간호조무사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","22","25","26","21","23","27","30","29","33","31",
"영주시","치과위생사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"영주시","치과위생사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"영주시","치과위생사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"영주시","물리(작업)치료사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","7","8","7","7","7","7","9","9","9","10",
"영주시","물리(작업)치료사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"영주시","물리(작업)치료사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","7","8","7","7","7","7","9","9","9","10",
"영주시","요양보호사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","850","877","920","895","924","1052","1170","1202","1311","1321",
"영주시","요양보호사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","565","568","610","603","625","737","850","883","986","999",
"영주시","요양보호사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","301","321","324","306","307","328","334","325","336","330",
"영주시","영양사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","9","7","7","6","7","6","7","7","6","6",
"영주시","영양사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"영주시","영양사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","9","7","7","6","7","6","7","7","6","6",
"영천시","사회복지사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","25","42","40","46","66","86","98","114","133","141",
"영천시","사회복지사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","16","27","26","35","55","71","85","99","114","120",
"영천시","사회복지사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","9","15","14","11","11","15","13","15","19","21",
"영천시","의사(계약의사포함)","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","6","6","5","9","8","8","7","7","9","9",
"영천시","의사(계약의사포함)","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"영천시","의사(계약의사포함)","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","6","6","5","9","8","8","7","7","9","9",
"영천시","간호사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","7","5","5","5","5","4","5","6","6","6",
"영천시","간호사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","4","3","2","1","1","1","1","2","2","2",
"영천시","간호사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","4","2","3","4","4","3","4","4","4","4",
"영천시","간호조무사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","20","26","22","22","25","33","38","38","38","45",
"영천시","간호조무사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","4","6","8","9","14","20","24","24","25","32",
"영천시","간호조무사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","18","21","16","16","15","18","20","21","23","25",
"영천시","치과위생사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"영천시","치과위생사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"영천시","치과위생사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"영천시","물리(작업)치료사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","5","5","5","5","5","6","6","6","6","6",
"영천시","물리(작업)치료사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","1","1","0","1","1","1","1","1","1","1",
"영천시","물리(작업)치료사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","5","5","5","4","4","5","5","5","5","5",
"영천시","요양보호사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","1021","1041","1021","1134","1314","1510","1652","1802","2114","2260",
"영천시","요양보호사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","885","888","891","1005","1181","1374","1504","1647","1945","2077",
"영천시","요양보호사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","153","166","140","140","145","158","169","177","186","203",
"영천시","영양사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","2","3","2","3","3","2","2","2","2","2",
"영천시","영양사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"영천시","영양사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","2","3","2","3","3","2","2","2","2","2",
"상주시","사회복지사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","30","47","53","56","74","101","125","148","155","170",
"상주시","사회복지사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","15","31","33","40","55","79","97","117","120","133",
"상주시","사회복지사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","15","16","20","16","19","22","28","31","35","37",
"상주시","의사(계약의사포함)","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","4","5","8","11","10","12","14","14","10","10",
"상주시","의사(계약의사포함)","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","1","1","1","-","-","-","0",
"상주시","의사(계약의사포함)","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","4","5","8","10","10","12","14","14","10","10",
"상주시","간호사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","5","2","3","5","3","3","3","6","5","4",
"상주시","간호사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","2","0","1","2","1","3","3","5","4","3",
"상주시","간호사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","5","2","3","3","2","-","-","1","1","1",
"상주시","간호조무사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","32","33","29","32","35","44","51","56","62","65",
"상주시","간호조무사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","5","5","4","9","13","18","22","25","28","32",
"상주시","간호조무사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","27","29","25","26","25","28","29","31","34","33",
"상주시","치과위생사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"상주시","치과위생사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"상주시","치과위생사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"상주시","물리(작업)치료사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","7","8","8","7","7","7","9","9","6","6",
"상주시","물리(작업)치료사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","1","1","1","1","1","1","2","-","0",
"상주시","물리(작업)치료사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","7","7","7","6","6","6","8","7","6","6",
"상주시","요양보호사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","1016","1038","1196","1281","1507","1728","1693","1749","1917","2050",
"상주시","요양보호사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","790","809","958","1059","1273","1484","1436","1471","1636","1763",
"상주시","요양보호사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","246","244","254","239","252","268","281","298","300","308",
"상주시","영양사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","5","5","5","5","5","3","4","6","6","6",
"상주시","영양사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"상주시","영양사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","5","5","5","5","5","3","4","6","6","6",
"문경시","사회복지사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","23","37","38","38","59","69","90","95","114","126",
"문경시","사회복지사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","8","18","21","26","42","48","69","70","88","97",
"문경시","사회복지사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","15","19","17","12","17","21","21","25","26","29",
"문경시","의사(계약의사포함)","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","6","4","3","5","10","9","9","9","10","9",
"문경시","의사(계약의사포함)","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","1","-","1","1","1","1",
"문경시","의사(계약의사포함)","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","6","4","3","5","10","9","9","9","10","9",
"문경시","간호사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","7","8","7","9","8","9","7","8","8","9",
"문경시","간호사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","1","0","0","0","0","-","-","-","1","2",
"문경시","간호사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","6","8","7","9","8","9","7","8","7","7",
"문경시","간호조무사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","27","30","34","27","31","30","31","35","33","39",
"문경시","간호조무사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","5","6","6","5","6","7","9","10","8","16",
"문경시","간호조무사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","26","28","33","26","27","25","25","28","28","29",
"문경시","치과위생사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"문경시","치과위생사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"문경시","치과위생사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"문경시","물리(작업)치료사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","6","7","7","8","8","8","7","9","9","9",
"문경시","물리(작업)치료사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","1","-","2","2","1",
"문경시","물리(작업)치료사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","6","7","7","8","8","7","7","7","7","8",
"문경시","요양보호사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","926","955","1090","1042","1120","1224","1402","1506","1714","1892",
"문경시","요양보호사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","734","736","875","806","875","984","1162","1265","1476","1665",
"문경시","요양보호사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","210","236","235","245","251","250","254","249","252","252",
"문경시","영양사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","4","4","5","5","6","4","5","4","4","3",
"문경시","영양사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"문경시","영양사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","4","4","5","5","6","4","5","4","4","3",
"경산시","사회복지사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","26","57","63","78","117","149","170","215","251","268",
"경산시","사회복지사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","9","31","38","46","72","96","119","150","178","193",
"경산시","사회복지사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","17","26","25","32","46","53","51","65","73","75",
"경산시","의사(계약의사포함)","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","2","2","6","13","18","15","17","16","18","18",
"경산시","의사(계약의사포함)","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","1","1","1","1","1","1","1",
"경산시","의사(계약의사포함)","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","2","2","6","13","18","15","17","16","18","18",
"경산시","간호사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","7","7","7","5","7","12","12","12","13","13",
"경산시","간호사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","3","3","4","3","3","6","6","6","5","6",
"경산시","간호사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","4","4","4","2","5","6","6","6","8","7",
"경산시","간호조무사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","54","59","68","70","76","83","99","115","121","132",
"경산시","간호조무사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","12","13","18","23","25","30","43","52","55","60",
"경산시","간호조무사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","48","55","61","62","67","71","76","83","86","94",
"경산시","치과위생사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"경산시","치과위생사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"경산시","치과위생사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"경산시","물리(작업)치료사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","8","9","15","11","13","12","14","17","17","16",
"경산시","물리(작업)치료사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","1","1","1","1","1","1","1","1",
"경산시","물리(작업)치료사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","8","9","15","10","12","11","13","16","16","15",
"경산시","요양보호사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","1788","1901","2096","2291","2633","2967","3361","3593","4262","4911",
"경산시","요양보호사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","1522","1589","1759","1935","2232","2529","2857","3058","3659","4278",
"경산시","요양보호사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","289","324","353","381","434","479","538","567","633","672",
"경산시","영양사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","5","6","6","7","9","8","9","11","12","13",
"경산시","영양사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","1","-","-","1",
"경산시","영양사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","5","6","6","7","9","8","8","11","12","12",
"군위군","사회복지사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","10","11","14","13","12","20","25","29","34","33",
"군위군","사회복지사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","6","7","9","10","10","14","19","22","28","27",
"군위군","사회복지사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","4","4","5","3","2","6","6","7","6","6",
"군위군","의사(계약의사포함)","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","3","3","3","2","2","2","2","1","1","1",
"군위군","의사(계약의사포함)","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"군위군","의사(계약의사포함)","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","3","3","3","2","2","2","2","1","1","1",
"군위군","간호사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","1","0","0","0","0","-","-","-","-","1",
"군위군","간호사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"군위군","간호사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","1","0","0","0","0","-","-","-","-","1",
"군위군","간호조무사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","11","10","10","9","8","8","9","9","11","11",
"군위군","간호조무사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","3","4","3","2","2","2","4","4","6","6",
"군위군","간호조무사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","8","7","8","7","6","6","5","5","5","5",
"군위군","치과위생사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"군위군","치과위생사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"군위군","치과위생사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"군위군","물리(작업)치료사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","1","3","3","2","2","2","3","3","3","2",
"군위군","물리(작업)치료사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","1","1","1","1","1",
"군위군","물리(작업)치료사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","1","3","3","2","2","2","3","3","3","2",
"군위군","요양보호사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","284","284","309","292","281","296","350","385","468","481",
"군위군","요양보호사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","220","219","240","240","228","245","297","331","417","431",
"군위군","요양보호사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","65","65","69","52","53","53","53","54","52","51",
"군위군","영양사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","2","1","2","2","2","2","2","2","2","2",
"군위군","영양사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","1","0","0","0","0","-","-","-","-","0",
"군위군","영양사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","1","1","2","2","2","2","2","2","2","2",
"의성군","사회복지사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","20","33","46","41","48","57","68","77","88","95",
"의성군","사회복지사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","3","13","25","25","32","34","45","53","64","70",
"의성군","사회복지사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","17","20","21","16","16","23","23","24","24","25",
"의성군","의사(계약의사포함)","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","3","11","10","9","10","10","9",
"의성군","의사(계약의사포함)","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"의성군","의사(계약의사포함)","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","3","11","10","9","10","10","9",
"의성군","간호사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","2","4","4","3","1","2","2","2","2","0",
"의성군","간호사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"의성군","간호사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","2","4","4","3","1","2","2","2","2","0",
"의성군","간호조무사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","25","23","24","24","28","23","24","26","26","27",
"의성군","간호조무사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","3","1","2","2","3","2","2","5","5","8",
"의성군","간호조무사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","23","23","24","24","28","23","23","24","24","24",
"의성군","치과위생사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"의성군","치과위생사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"의성군","치과위생사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"의성군","물리(작업)치료사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","8","8","8","7","7","6","6","6","6","7",
"의성군","물리(작업)치료사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","1","1","1","1","1","1","1","2",
"의성군","물리(작업)치료사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","8","8","8","7","7","6","6","6","6","6",
"의성군","요양보호사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","644","645","627","647","730","786","857","961","1073","1201",
"의성군","요양보호사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","459","467","443","490","569","618","684","783","895","1020",
"의성군","요양보호사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","196","189","192","170","182","185","188","197","195","202",
"의성군","영양사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","2","1","2","2","2","-","2","3","3","3",
"의성군","영양사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"의성군","영양사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","2","1","2","2","2","-","2","3","3","3",
"청송군","사회복지사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","13","16","17","20","20","26","32","31","37","35",
"청송군","사회복지사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","6","6","6","10","12","18","21","22","24","25",
"청송군","사회복지사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","10","10","11","10","8","8","11","9","13","10",
"청송군","의사(계약의사포함)","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","5","5","5","5","7","6","6","6","6","6",
"청송군","의사(계약의사포함)","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","1","1","1","1","1","1","1","1","1","1",
"청송군","의사(계약의사포함)","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","5","5","5","5","7","6","6","6","6","6",
"청송군","간호사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","1","1","1","1","1","2","3","2","2","2",
"청송군","간호사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","1","1","1","0","-","-","-","-","0",
"청송군","간호사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","1","1","1","1","1","2","3","2","2","2",
"청송군","간호조무사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","11","16","15","9","11","11","12","13","15","18",
"청송군","간호조무사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","2","1","1","0","2","2","2","2","2","2",
"청송군","간호조무사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","11","15","14","9","11","10","11","12","13","16",
"청송군","치과위생사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"청송군","치과위생사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"청송군","치과위생사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"청송군","물리(작업)치료사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","3","4","3","4","2","4","4","4","5","4",
"청송군","물리(작업)치료사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","1","1","2","3","2","3","3","3","3","3",
"청송군","물리(작업)치료사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","3","4","3","4","2","4","4","4","5","4",
"청송군","요양보호사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","271","291","306","308","318","349","374","393","405","438",
"청송군","요양보호사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","176","188","208","219","216","242","261","275","281","317",
"청송군","요양보호사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","97","105","99","91","103","109","114","119","124","123",
"청송군","영양사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","3","3","2","3","3","3","3","3","4","4",
"청송군","영양사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"청송군","영양사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","3","3","2","3","3","3","3","3","4","4",
"영양군","사회복지사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","5","5","7","7","16","18","21","18","22","20",
"영양군","사회복지사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","2","1","1","2","7","11","14","12","14","12",
"영양군","사회복지사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","3","4","6","5","9","7","7","6","8","8",
"영양군","의사(계약의사포함)","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","2","2","2","4","6","5","5","6","6","6",
"영양군","의사(계약의사포함)","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"영양군","의사(계약의사포함)","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","2","2","2","4","6","5","5","6","6","6",
"영양군","간호사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","1","0","1","2","2","2","1","-","-","1",
"영양군","간호사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","1","1","-","-","0",
"영양군","간호사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","1","0","1","2","2","1","-","-","-","1",
"영양군","간호조무사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","10","12","10","9","9","9","11","10","12","9",
"영양군","간호조무사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","1","1","1","2","2","3","2",
"영양군","간호조무사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","10","12","10","9","9","9","10","9","10","8",
"영양군","치과위생사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"영양군","치과위생사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"영양군","치과위생사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"영양군","물리(작업)치료사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","3","2","2","2","2","2","2","2","2","3",
"영양군","물리(작업)치료사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"영양군","물리(작업)치료사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","3","2","2","2","2","2","2","2","2","3",
"영양군","요양보호사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","267","247","257","265","294","336","357","334","369","424",
"영양군","요양보호사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","214","184","195","208","235","275","292","265","309","368",
"영양군","요양보호사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","65","75","70","74","79","77","80","78","71","67",
"영양군","영양사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","2","1","2","2","2","2","2","2","2","2",
"영양군","영양사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"영양군","영양사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","2","1","2","2","2","2","2","2","2","2",
"영덕군","사회복지사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","6","10","18","24","32","35","45","53","62","69",
"영덕군","사회복지사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","2","6","13","21","27","31","40","48","55","60",
"영덕군","사회복지사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","4","4","5","3","5","4","5","5","7","9",
"영덕군","의사(계약의사포함)","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","3","2","2","2","2","2","2","1","1","2",
"영덕군","의사(계약의사포함)","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"영덕군","의사(계약의사포함)","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","3","2","2","2","2","2","2","1","1","2",
"영덕군","간호사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","3","2","2","3","4","4","2","-","-","2",
"영덕군","간호사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","2","2","2","3","3","4","1","-","-","0",
"영덕군","간호사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","1","0","0","0","1","-","1","-","-","2",
"영덕군","간호조무사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","12","14","16","11","14","15","20","24","28","31",
