"시·군·구별","연령별","등급별","성별","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"전북","65세이상","4등급","여자","급여비용[천원]","천원","","21767513","62680020","76846800","94803616","121063807","152106388","191360174","221257222","252291343",
"전북","65세이상","4등급","여자","공단부담금[천원]","천원","","19401616","55928420","68709046","84915411","109199463","138648383","174450958","202423776","231124179",
"전북","65세이상","5등급","계","급여이용수급자[명]","명","","366","973","1663","2685","3868","5633","7463","9178","10621",
"전북","65세이상","5등급","계","급여제공기관[개]","개","","200","415","556","787","936","1168","1347","1553","1764",
"전북","65세이상","5등급","계","급여제공일수[일]","일","","19252","111003","195452","336325","524596","781865","1135278","1433488","1714684",
"전북","65세이상","5등급","계","급여비용[천원]","천원","","812202","4792014","8677248","15626538","26876518","42323301","62023220","79436342","93017519",
"전북","65세이상","5등급","계","공단부담금[천원]","천원","","725920","4287727","7813497","14078665","24376035","38812031","57024887","73202144","85469509",
"전북","65세이상","5등급","남자","급여이용수급자[명]","명","","77","222","361","631","941","1371","1800","2304","2776",
"전북","65세이상","5등급","남자","급여제공기관[개]","개","","71","164","244","379","508","673","762","897","1016",
"전북","65세이상","5등급","남자","급여제공일수[일]","일","","3523","23142","38820","71563","121416","177344","264790","339015","425390",
"전북","65세이상","5등급","남자","급여비용[천원]","천원","","155443","1009479","1771475","3371195","6213710","9572977","14423919","18630040","22689201",
"전북","65세이상","5등급","남자","공단부담금[천원]","천원","","140038","904723","1599258","3036624","5615588","8756236","13225244","17119842","20808580",
"전북","65세이상","5등급","여자","급여이용수급자[명]","명","","289","751","1302","2054","2927","4262","5663","6874","7845",
"전북","65세이상","5등급","여자","급여제공기관[개]","개","","175","376","510","712","857","1057","1239","1411","1608",
"전북","65세이상","5등급","여자","급여제공일수[일]","일","","15729","87861","156632","264762","403180","604521","870488","1094473","1289294",
"전북","65세이상","5등급","여자","급여비용[천원]","천원","","656759","3782534","6905773","12255343","20662809","32750324","47599301","60806302","70328319",
"전북","65세이상","5등급","여자","공단부담금[천원]","천원","","585882","3383004","6214239","11042041","18760447","30055795","43799643","56082302","64660929",
"전북","65세이상","인지지원등급","계","급여이용수급자[명]","명","","","","","","257","472","684","857","854",
"전북","65세이상","인지지원등급","계","급여제공기관[개]","개","","","","","","160","263","300","380","373",
"전북","65세이상","인지지원등급","계","급여제공일수[일]","일","","","","","","8573","19770","32841","43668","42604",
"전북","65세이상","인지지원등급","계","급여비용[천원]","천원","","","","","","448647","1074280","1824139","2461933","2472763",
"전북","65세이상","인지지원등급","계","공단부담금[천원]","천원","","","","","","407601","984290","1676971","2259466","2281484",
"전북","65세이상","인지지원등급","남자","급여이용수급자[명]","명","","","","","","59","121","178","231","236",
"전북","65세이상","인지지원등급","남자","급여제공기관[개]","개","","","","","","50","109","141","188","180",
"전북","65세이상","인지지원등급","남자","급여제공일수[일]","일","","","","","","1721","4464","8493","13215","11037",
"전북","65세이상","인지지원등급","남자","급여비용[천원]","천원","","","","","","89389","241655","453891","724978","629985",
"전북","65세이상","인지지원등급","남자","공단부담금[천원]","천원","","","","","","81857","222593","418804","666103","585514",
"전북","65세이상","인지지원등급","여자","급여이용수급자[명]","명","","","","","","198","351","506","626","618",
"전북","65세이상","인지지원등급","여자","급여제공기관[개]","개","","","","","","146","228","266","327","332",
"전북","65세이상","인지지원등급","여자","급여제공일수[일]","일","","","","","","6852","15306","24348","30453","31567",
"전북","65세이상","인지지원등급","여자","급여비용[천원]","천원","","","","","","359258","832625","1370248","1736955","1842778",
"전북","65세이상","인지지원등급","여자","공단부담금[천원]","천원","","","","","","325744","761698","1258167","1593363","1695970",
"전남","합계","계","계","급여이용수급자[명]","명","23956","26349","29214","31987","35715","39720","44184","49681","54931","60787",
"전남","합계","계","계","급여제공기관[개]","개","3319","3538","3840","4182","4561","4941","5477","5766","6212","6801",
"전남","합계","계","계","급여제공일수[일]","일","4939397","5355423","5915933","6450584","7272541","7975892","8988950","10300807","11415284","12703364",
"전남","합계","계","계","급여비용[천원]","천원","200359310","225950359","257417287","282539769","329144703","402028981","483830112","563814218","638905520","718512243",
"전남","합계","계","계","공단부담금[천원]","천원","177038459","200102504","228378364","251049134","292909941","360675577","439790965","513135206","583733557","657662550",
"전남","합계","계","남자","급여이용수급자[명]","명","6512","6954","7509","8024","8823","9802","10908","12237","13554","15042",
"전남","합계","계","남자","급여제공기관[개]","개","1451","1564","1696","1790","2012","2151","2338","2437","2640","2859",
"전남","합계","계","남자","급여제공일수[일]","일","1196736","1244145","1353907","1436696","1599370","1761123","1969170","2272887","2513928","2813731",
"전남","합계","계","남자","급여비용[천원]","천원","47226276","50934787","57417586","61170481","70818190","86651819","103356706","120267562","135559031","151851517",
"전남","합계","계","남자","공단부담금[천원]","천원","41531718","44981684","50849217","54293997","63016001","77651310","93868568","109349924","123779409","138849221",
"전남","합계","계","여자","급여이용수급자[명]","명","17444","19395","21705","23963","26892","29918","33276","37444","41377","45745",
"전남","합계","계","여자","급여제공기관[개]","개","3017","3209","3513","3841","4180","4530","5041","5302","5719","6268",
"전남","합계","계","여자","급여제공일수[일]","일","3742661","4111278","4562026","5013888","5673171","6214769","7019780","8027920","8901356","9889633",
"전남","합계","계","여자","급여비용[천원]","천원","153133034","175015572","199999701","221369287","258326512","315377162","380473406","443546656","503346489","566660725",
"전남","합계","계","여자","공단부담금[천원]","천원","135506740","155120820","177529148","196755137","229893941","283024267","345922398","403785282","459954147","518813329",
"전남","합계","1등급","계","급여이용수급자[명]","명","2158","1992","1918","1958","1963","1915","1875","1725","1894","2068",
"전남","합계","1등급","계","급여제공기관[개]","개","946","927","962","984","1024","1042","1091","1094","1189","1317",
"전남","합계","1등급","계","급여제공일수[일]","일","389251","361653","341305","338827","349434","330707","324190","320613","349432","372750",
"전남","합계","1등급","계","급여비용[천원]","천원","18657883","18166247","17886170","18092468","19195464","20017555","21321547","21259859","24116891","26436618",
"전남","합계","1등급","계","공단부담금[천원]","천원","16399593","15990291","15786389","15959819","16941705","17806786","19270386","19235103","21945323","24100906",
"전남","합계","1등급","남자","급여이용수급자[명]","명","644","573","531","545","533","497","544","503","505","534",
"전남","합계","1등급","남자","급여제공기관[개]","개","492","458","456","454","460","443","514","487","480","533",
"전남","합계","1등급","남자","급여제공일수[일]","일","100405","90051","81173","78769","80712","75355","72302","73936","76304","77309",
"전남","합계","1등급","남자","급여비용[천원]","천원","4479734","4144767","3904209","3859480","4099591","4191554","4407147","4388307","4692452","4953304",
"전남","합계","1등급","남자","공단부담금[천원]","천원","3899858","3648014","3447430","3436413","3651109","3742445","4025276","4020300","4302069","4535885",
"전남","합계","1등급","여자","급여이용수급자[명]","명","1514","1419","1387","1413","1430","1418","1331","1222","1389","1534",
"전남","합계","1등급","여자","급여제공기관[개]","개","783","764","792","811","835","862","870","872","998","1104",
"전남","합계","1등급","여자","급여제공일수[일]","일","288846","271602","260132","260058","268722","255352","251888","246677","273128","295441",
"전남","합계","1등급","여자","급여비용[천원]","천원","14178149","14021480","13981960","14232988","15095873","15826001","16914400","16871552","19424439","21483314",
"전남","합계","1등급","여자","공단부담금[천원]","천원","12499735","12342277","12338959","12523406","13290596","14064342","15245110","15214804","17643254","19565022",
"전남","합계","2등급","계","급여이용수급자[명]","명","5507","5196","5012","5097","5251","5317","5296","5018","5334","5665",
"전남","합계","2등급","계","급여제공기관[개]","개","1567","1576","1568","1622","1713","1830","1892","1922","2110","2292",
"전남","합계","2등급","계","급여제공일수[일]","일","1092862","1031584","984256","988176","1023001","1033991","1037590","1042638","1085620","1142423",
"전남","합계","2등급","계","급여비용[천원]","천원","49743307","49275796","48912084","50219264","53596692.61","59904210","64841196","67224090","71833937","77507884",
"전남","합계","2등급","계","공단부담금[천원]","천원","43459481","43165288","43040138","44224363","47152845.7","53137657","58461084","60703149","65227509","70775276",
"전남","합계","2등급","남자","급여이용수급자[명]","명","1536","1420","1332","1348","1388","1377","1438","1346","1354","1410",
"전남","합계","2등급","남자","급여제공기관[개]","개","766","772","767","771","802","815","869","854","928","962",
"전남","합계","2등급","남자","급여제공일수[일]","일","256350","229465","217679","212385","223195","220763","223072","224053","233087","226811",
"전남","합계","2등급","남자","급여비용[천원]","천원","11300032","10536564","10406904","10325429","11296785.43","12234777","13377966","13818698","14775911","14543513",
"전남","합계","2등급","남자","공단부담금[천원]","천원","9827192","9199013","9144346","9073366","9922780.53","10849613","12057466","12464157","13417806","13262298",
"전남","합계","2등급","여자","급여이용수급자[명]","명","3971","3776","3680","3749","3863","3940","3858","3672","3980","4255",
"전남","합계","2등급","여자","급여제공기관[개]","개","1401","1398","1371","1426","1498","1621","1671","1686","1874","2062",
"전남","합계","2등급","여자","급여제공일수[일]","일","836512","802119","766577","775791","799806","813228","814518","818585","852533","915612",
"전남","합계","2등급","여자","급여비용[천원]","천원","38443275","38739232","38505181","39893835","42299907.18","47669433","51463230","53405392","57058026","62964371",
"전남","합계","2등급","여자","공단부담금[천원]","천원","33632289","33966275","33895793","35150996","37230065.17","42288044","46403618","48238991","51809704","57512978",
"전남","합계","3등급","계","급여이용수급자[명]","명","18196","18852","11649","11899","12247","12601","12702","13015","14006","15505",
"전남","합계","3등급","계","급여제공기관[개]","개","2832","2862","2561","2674","2880","3032","3153","3264","3598","3859",
"전남","합계","3등급","계","급여제공일수[일]","일","3457284","3134401","2193786","2215233","2338889","2424652","2554783","2702161","2874749","3146238",
"전남","합계","3등급","계","급여비용[천원]","천원","131958120","125528890","94192785","96657809","105947801.9","122651694","138998128","150334761","163969590","182287705",
"전남","합계","3등급","계","공단부담금[천원]","천원","117179385","111534717","83434894","85634655","94023449.22","109726341","126004310","136372560","149348852","166439745",
"전남","합계","3등급","남자","급여이용수급자[명]","명","4861","4919","3272","3274","3326","3401","3436","3511","3652","3991",
"전남","합계","3등급","남자","급여제공기관[개]","개","1257","1298","1196","1247","1363","1416","1453","1510","1605","1751",
"전남","합계","3등급","남자","급여제공일수[일]","일","839981","746914","550225","544169","566734","586693","605578","640758","667544","706431",
"전남","합계","3등급","남자","급여비용[천원]","천원","31446510","29235871","22900369","22874706","24852112.71","28817552","32013267","34291757","36599040","38879438",
"전남","합계","3등급","남자","공단부담금[천원]","천원","27804669","25898993","20264316","20244005","22069084.69","25777768","29027163","31126741","33347642","35517836",
"전남","합계","3등급","여자","급여이용수급자[명]","명","13335","13933","8377","8625","8921","9200","9266","9504","10354","11514",
"전남","합계","3등급","여자","급여제공기관[개]","개","2571","2602","2309","2415","2574","2727","2852","2938","3278","3507",
"전남","합계","3등급","여자","급여제공일수[일]","일","2617303","2387487","1643561","1671064","1772155","1837959","1949205","2061403","2207205","2439807",
"전남","합계","3등급","여자","급여비용[천원]","천원","100511610","96293019","71292416","73783103","81095689.15","93834142","106984861","116043004","127370550","143408267",
"전남","합계","3등급","여자","공단부담금[천원]","천원","89374716","85635723","63170578","65390650","71954364.53","83948572","96977147","105245819","116001210","130921909",
"전남","합계","4등급","계","급여이용수급자[명]","명","","9328","13430","15844","18202","20937","23437","26943","30373","33926",
"전남","합계","4등급","계","급여제공기관[개]","개","","1650","2349","2676","2968","3291","3737","3939","4235","4718",
"전남","합계","4등급","계","급여제공일수[일]","일","","817050","2314591","2760006","3289679","3755954","4418480","5290156","5934512","6637770",
"전남","합계","4등급","계","급여비용[천원]","천원","","32522421","92952506","111161628","137955901","177874280","223889434","274359044","315056429","357995290",
"전남","합계","4등급","계","공단부담금[천원]","천원","","29006479","82987492","99441724","123554958","160388205","204153589","250285714","288304971","328095020",
"전남","합계","4등급","남자","급여이용수급자[명]","명","","2117","3092","3549","4082","4772","5393","6269","7173","8162",
"전남","합계","4등급","남자","급여제공기관[개]","개","","810","1091","1212","1373","1469","1633","1758","1944","2158",
"전남","합계","4등급","남자","급여제공일수[일]","일","","175920","489150","573909","675980","793518","940928","1140405","1288119","1494135",
"전남","합계","4등급","남자","급여비용[천원]","천원","","6940682","19534065","22903709","28128992","37148566","46868621","57543171","66101202","77437778",
"전남","합계","4등급","남자","공단부담금[천원]","천원","","6168416","17385793","20444761","25177413","33428294","42641872","52372469","60413506","70841873",
"전남","합계","4등급","여자","급여이용수급자[명]","명","","7211","10338","12295","14120","16165","18044","20674","23200","25764",
"전남","합계","4등급","여자","급여제공기관[개]","개","","1514","2154","2461","2727","3035","3456","3654","3900","4343",
"전남","합계","4등급","여자","급여제공일수[일]","일","","641130","1825441","2186097","2613699","2962436","3477552","4149751","4646393","5143635",
"전남","합계","4등급","여자","급여비용[천원]","천원","","25581739","73418441","88257919","109826909","140725714","177020813","216815873","248955226","280557511",
"전남","합계","4등급","여자","공단부담금[천원]","천원","","22838063","65601698","78996962","98377545","126959911","161511717","197913244","227891465","257253147",
"전남","합계","5등급","계","급여이용수급자[명]","명","","235","730","1330","2244","3206","4485","6151","7561","8944",
"전남","합계","5등급","계","급여제공기관[개]","개","","165","371","533","845","1055","1304","1451","1618","1899",
"전남","합계","5등급","계","급여제공일수[일]","일","","10735","81995","148342","271538","421553","630785","914565","1134336","1362606",
"전남","합계","5등급","계","급여비용[천원]","천원","","457005","3473742","6408600","12448843","21088213","33474754","48874268","61788084","71854711",
"전남","합계","5등급","계","공단부담금[천원]","천원","","405730","3129451","5788574","11236984","19169516","30708145","44922393","56939657","66016446",
"전남","합계","5등급","남자","급여이용수급자[명]","명","","41","141","279","464","684","975","1353","1734","2065",
"전남","합계","5등급","남자","급여제공기관[개]","개","","43","134","207","340","478","597","713","844","961",
"전남","합계","5등급","남자","급여제공일수[일]","일","","1795","15680","27464","52749","82822","122784","187822","241290","300873",
"전남","합계","5등급","남자","급여비용[천원]","천원","","76903","672040","1207158","2440709","4148215","6435677","9887445","12959428","15566697",
"전남","합계","5등급","남자","공단부담금[천원]","천원","","67248","607332","1095451","2195614","3753490","5887421","9057928","11904904","14258375",
"전남","합계","5등급","여자","급여이용수급자[명]","명","","194","589","1051","1780","2522","3510","4798","5827","6879",
"전남","합계","5등급","여자","급여제공기관[개]","개","","142","329","488","755","945","1201","1333","1507","1770",
"전남","합계","5등급","여자","급여제공일수[일]","일","","8940","66315","120878","218789","338731","508001","726743","893046","1061733",
"전남","합계","5등급","여자","급여비용[천원]","천원","","380102","2801703","5201442","10008134","16939998","27039076","38986823","48828656","56288014",
"전남","합계","5등급","여자","공단부담금[천원]","천원","","338482","2522119","4693123","9041370","15416026","24820723","35864466","45034753","51758071",
"전남","합계","인지지원등급","계","급여이용수급자[명]","명","","","","","","280","547","703","843","865",
"전남","합계","인지지원등급","계","급여제공기관[개]","개","","","","","","148","269","309","330","365",
"전남","합계","인지지원등급","계","급여제공일수[일]","일","","","","","","9035","23122","30674","36635","41577",
"전남","합계","인지지원등급","계","급여비용[천원]","천원","","","","","","493028","1305053","1762196","2140589","2430034",
"전남","합계","인지지원등급","계","공단부담금[천원]","천원","","","","","","447071","1193453","1616287","1967244","2235157",
"전남","합계","인지지원등급","남자","급여이용수급자[명]","명","","","","","","66","106","136","183","194",
"전남","합계","인지지원등급","남자","급여제공기관[개]","개","","","","","","53","89","116","131","149",
"전남","합계","인지지원등급","남자","급여제공일수[일]","일","","","","","","1972","4506","5913","7584","8172",
"전남","합계","인지지원등급","남자","급여비용[천원]","천원","","","","","","111154","254028","338184","430998","470787",
"전남","합계","인지지원등급","남자","공단부담금[천원]","천원","","","","","","99700","229370","308329","393483","432955",
"전남","합계","인지지원등급","여자","급여이용수급자[명]","명","","","","","","214","441","567","660","671",
"전남","합계","인지지원등급","여자","급여제공기관[개]","개","","","","","","135","242","280","305","333",
"전남","합계","인지지원등급","여자","급여제공일수[일]","일","","","","","","7063","18616","24761","29051","33405",
"전남","합계","인지지원등급","여자","급여비용[천원]","천원","","","","","","381874","1051025","1424013","1709591","1959247",
"전남","합계","인지지원등급","여자","공단부담금[천원]","천원","","","","","","347371","964083","1307958","1573760","1802202",
"전남","65세미만","계","계","급여이용수급자[명]","명","960","830","848","964","1000","1012","1072","1054","1051","1085",
"전남","65세미만","계","계","급여제공기관[개]","개","570","571","622","676","706","708","731","728","761","808",
"전남","65세미만","계","계","급여제공일수[일]","일","208472","179805","181863","204833","212596","218863","234050","236876","234102","242811",
"전남","65세미만","계","계","급여비용[천원]","천원","8119110","7416961","7780352","8827928","9558540","11095075","12598569","12971908","13033737","13740382",
"전남","65세미만","계","계","공단부담금[천원]","천원","7522715","6897307","7274407","8278326","8988057","10495409","12023053","12376234","12457739","13117084",
"전남","65세미만","계","남자","급여이용수급자[명]","명","540","483","474","544","566","559","597","617","627","636",
"전남","65세미만","계","남자","급여제공기관[개]","개","421","405","443","456","475","465","506","512","548","574",
"전남","65세미만","계","남자","급여제공일수[일]","일","117607","104254","103929","117478","118890","119624","126826","133000","136608","142119",
"전남","65세미만","계","남자","급여비용[천원]","천원","4450158","4234496","4376935","4990688","5303819","5960660","6729203","7217502","7463243","7849322",
"전남","65세미만","계","남자","공단부담금[천원]","천원","4145774","3977385","4132178","4729133","5042513","5699981","6481794","6947886","7186677","7556582",
"전남","65세미만","계","여자","급여이용수급자[명]","명","420","347","374","420","434","453","475","437","424","449",
"전남","65세미만","계","여자","급여제공기관[개]","개","367","354","381","454","460","461","459","432","436","456",
"전남","65세미만","계","여자","급여제공일수[일]","일","90865","75551","77934","87355","93706","99239","107224","103876","97494","100692",
"전남","65세미만","계","여자","급여비용[천원]","천원","3668952","3182465","3403417","3837239","4254720","5134415","5869366","5754405","5570494","5891059",
"전남","65세미만","계","여자","공단부담금[천원]","천원","3376941","2919923","3142229","3549193","3945544","4795428","5541259","5428348","5271062","5560502",
"전남","65세미만","1등급","계","급여이용수급자[명]","명","182","135","132","140","142","133","130","127","131","131",
"전남","65세미만","1등급","계","급여제공기관[개]","개","200","168","169","176","168","158","152","144","145","155",
"전남","65세미만","1등급","계","급여제공일수[일]","일","37171","30502","27752","29616","27275","26815","26016","26038","26693","27235",
"전남","65세미만","1등급","계","급여비용[천원]","천원","1575959","1426282","1362522","1432151","1400178","1523485","1588718","1615624","1730379","1863228",
"전남","65세미만","1등급","계","공단부담금[천원]","천원","1447079","1309746","1259321","1319805","1294449","1419349","1518121","1540428","1643687","1771450",
"전남","65세미만","1등급","남자","급여이용수급자[명]","명","107","82","73","74","77","69","63","65","69","68",
"전남","65세미만","1등급","남자","급여제공기관[개]","개","130","110","102","96","99","89","90","85","87","87",
"전남","65세미만","1등급","남자","급여제공일수[일]","일","19975","15657","14091","15433","14479","13588","11286","11426","11169","11811",
"전남","65세미만","1등급","남자","급여비용[천원]","천원","803865","716129","674046","711719","745221","747724","661273","708693","720457","812357",
"전남","65세미만","1등급","남자","공단부담금[천원]","천원","740316","669820","632667","664583","694564","695781","636682","680953","690145","777594",
"전남","65세미만","1등급","여자","급여이용수급자[명]","명","75","53","59","66","65","64","67","62","62","63",
"전남","65세미만","1등급","여자","급여제공기관[개]","개","96","71","76","96","86","87","85","74","72","78",
"전남","65세미만","1등급","여자","급여제공일수[일]","일","17196","14845","13661","14183","12796","13227","14730","14612","15524","15424",
"전남","65세미만","1등급","여자","급여비용[천원]","천원","772094","710152","688476","720432","654957","775761","927446","906931","1009922","1050871",
"전남","65세미만","1등급","여자","공단부담금[천원]","천원","706763","639927","626655","655222","599885","723568","881438","859476","953542","993856",
"전남","65세미만","2등급","계","급여이용수급자[명]","명","198","156","149","161","167","162","147","126","115","108",
"전남","65세미만","2등급","계","급여제공기관[개]","개","204","184","201","202","216","194","170","151","151","143",
"전남","65세미만","2등급","계","급여제공일수[일]","일","40179","30765","29437","29109","33509","32296","31274","29319","25565","23885",
"전남","65세미만","2등급","계","급여비용[천원]","천원","1735481","1394771","1387212","1402225","1672016.57","1844749","1923709","1862725","1668620","1574202",
"전남","65세미만","2등급","계","공단부담금[천원]","천원","1604571","1307817","1302906","1322144","1579936.79","1758880","1849432","1767736","1584285","1502486",
"전남","65세미만","2등급","남자","급여이용수급자[명]","명","120","100","90","93","95","88","89","72","63","60",
"전남","65세미만","2등급","남자","급여제공기관[개]","개","135","129","128","110","116","99","112","93","81","79",
"전남","65세미만","2등급","남자","급여제공일수[일]","일","24189","20278","18750","18046","18795","17836","18463","15474","13858","12891",
"전남","65세미만","2등급","남자","급여비용[천원]","천원","1030619","913757","892252","883352","950091.38","1028909","1151743","999934","910171","822398",
"전남","65세미만","2등급","남자","공단부담금[천원]","천원","961354","861006","836160","836930","907674.29","994032","1117746","963138","867329","789214",
"전남","65세미만","2등급","여자","급여이용수급자[명]","명","78","56","59","68","72","74","58","54","52","48",
"전남","65세미만","2등급","여자","급여제공기관[개]","개","105","84","94","106","119","114","81","70","78","74",
"전남","65세미만","2등급","여자","급여제공일수[일]","일","15990","10487","10687","11063","14714","14460","12811","13845","11707","10994",
"전남","65세미만","2등급","여자","급여비용[천원]","천원","704861","481014","494961","518873","721925.19","815840","771966","862791","758449","751805",
"전남","65세미만","2등급","여자","공단부담금[천원]","천원","643217","446811","466746","485214","672262.5","764848","731686","804597","716957","713272",
"전남","65세미만","3등급","계","급여이용수급자[명]","명","645","542","368","420","410","404","425","390","363","377",
"전남","65세미만","3등급","계","급여제공기관[개]","개","454","435","356","398","396","401","425","382","385","400",
"전남","65세미만","3등급","계","급여제공일수[일]","일","131122","97876","69312","80397","82623","83887","90772","86455","80238","82380",
"전남","65세미만","3등급","계","급여비용[천원]","천원","4807670","3781731","2824722","3319176","3565059.4","4104569","4719498","4644866","4385283","4593213",
"전남","65세미만","3등급","계","공단부담금[천원]","천원","4471065","3518444","2635725","3103875","3351990.95","3875693","4478718","4430904","4191131","4380700",
"전남","65세미만","3등급","남자","급여이용수급자[명]","명","356","313","207","241","224","215","230","229","224","237",
"전남","65세미만","3등급","남자","급여제공기관[개]","개","321","296","236","264","250","247","266","243","267","277",
"전남","65세미만","3등급","남자","급여제공일수[일]","일","73443","57134","41874","47358","46089","44612","47430","48735","49416","53085",
"전남","65세미만","3등급","남자","급여비용[천원]","천원","2615674","2171087","1661777","1891862","1924272.15","2108393","2388363","2576672","2652993","2906581",
"전남","65세미만","3등급","남자","공단부담금[천원]","천원","2444104","2033466","1558419","1779235","1831207.96","2022072","2290676","2478752","2556080","2792498",
"전남","65세미만","3등급","여자","급여이용수급자[명]","명","289","229","161","179","186","189","195","161","139","140",
"전남","65세미만","3등급","여자","급여제공기관[개]","개","276","248","192","224","230","232","249","207","183","193",
"전남","65세미만","3등급","여자","급여제공일수[일]","일","57679","40742","27438","33039","36534","39275","43342","37720","30822","29295",
"전남","65세미만","3등급","여자","급여비용[천원]","천원","2191996","1610644","1162945","1427314","1640787.25","1996175","2331135","2068194","1732290","1686631",
"전남","65세미만","3등급","여자","공단부담금[천원]","천원","2026962","1484979","1077306","1324640","1520782.99","1853621","2188042","1952152","1635051","1588202",
"전남","65세미만","4등급","계","급여이용수급자[명]","명","","225","271","328","354","365","394","406","437","450",
"전남","65세미만","4등급","계","급여제공기관[개]","개","","206","312","350","357","360","389","406","421","464",
"전남","65세미만","4등급","계","급여제공일수[일]","일","","20386","52307","62454","66652","71645","79122","86015","91866","95935",
"전남","65세미만","4등급","계","급여비용[천원]","천원","","801052","2068465","2532459","2797259","3398636","4008018","4373683","4747877","5032914",
"전남","65세미만","4등급","계","공단부담금[천원]","천원","","749099","1943154","2393745","2642641","3226753","3833576","4178057","4552433","4807802",
"전남","65세미만","4등급","남자","급여이용수급자[명]","명","","117","140","176","202","212","220","245","267","270",
"전남","65세미만","4등급","남자","급여제공기관[개]","개","","121","188","214","228","238","254","277","291","327",
"전남","65세미만","4등급","남자","급여제공일수[일]","일","","10946","27318","34273","37867","41537","46205","52400","56803","57134",
"전남","65세미만","4등급","남자","급여비용[천원]","천원","","423186","1067758","1399394","1602449","1967375","2346940","2677501","2917855","2953960",
"전남","65세미만","4등급","남자","공단부담금[천원]","천원","","403538","1026323","1345495","1528960","1883322","2261283","2575481","2818374","2852096",
"전남","65세미만","4등급","여자","급여이용수급자[명]","명","","108","131","152","152","153","174","161","170","180",
"전남","65세미만","4등급","여자","급여제공기관[개]","개","","125","186","210","195","197","227","217","212","225",
"전남","65세미만","4등급","여자","급여제공일수[일]","일","","9440","24989","28181","28785","30108","32917","33615","35063","38801",
"전남","65세미만","4등급","여자","급여비용[천원]","천원","","377865","1000706","1133066","1194810","1431261","1661077","1696182","1830022","2078955",
"전남","65세미만","4등급","여자","공단부담금[천원]","천원","","345560","916832","1048250","1113681","1343430","1572293","1602576","1734059","1955706",
"전남","65세미만","5등급","계","급여이용수급자[명]","명","","5","17","22","27","33","47","64","62","86",
"전남","65세미만","5등급","계","급여제공기관[개]","개","","5","19","21","31","46","71","82","90","112",
"전남","65세미만","5등급","계","급여제공일수[일]","일","","276","3055","3257","2537","4043","6715","8885","9101","12817",
"전남","65세미만","5등급","계","급여비용[천원]","천원","","13125","137432","141916","124027","214134","350198","465957","462527","645768",
"전남","65세미만","5등급","계","공단부담금[천원]","천원","","12201","133300","138757","119040","205759","335294","450079","448079","623619",
"전남","65세미만","5등급","남자","급여이용수급자[명]","명","","3","11","13","13","18","27","39","36","43",
"전남","65세미만","5등급","남자","급여제공기관[개]","개","","2","13","14","12","24","42","56","53","67",
"전남","65세미만","5등급","남자","급여제공일수[일]","일","","239","1896","2368","1660","2051","3442","4965","5109","6852",
"전남","65세미만","5등급","남자","급여비용[천원]","천원","","10336","81103","104361","81786","108258","180883","254703","246769","334867",
"전남","65세미만","5등급","남자","공단부담금[천원]","천원","","9555","78610","102890","80107","104774","175407","249562","239879","326019",
"전남","65세미만","5등급","여자","급여이용수급자[명]","명","","2","6","9","14","15","20","25","26","43",
"전남","65세미만","5등급","여자","급여제공기관[개]","개","","3","7","9","19","22","31","32","42","55",
"전남","65세미만","5등급","여자","급여제공일수[일]","일","","37","1159","889","877","1992","3273","3920","3992","5965",
"전남","65세미만","5등급","여자","급여비용[천원]","천원","","2789","56329","37556","42241","105876","169315","211254","215758","310902",
"전남","65세미만","5등급","여자","공단부담금[천원]","천원","","2646","54690","35866","38932","100985","159887","200518","208201","297599",
"전남","65세미만","인지지원등급","계","급여이용수급자[명]","명","","","","","","3","4","4","13","9",
"전남","65세미만","인지지원등급","계","급여제공기관[개]","개","","","","","","3","4","5","14","9",
"전남","65세미만","인지지원등급","계","급여제공일수[일]","일","","","","","","177","151","164","639","559",
"전남","65세미만","인지지원등급","계","급여비용[천원]","천원","","","","","","9502","8428","9054","39051","31056",
"전남","65세미만","인지지원등급","계","공단부담금[천원]","천원","","","","","","8976","7913","9030","38123","31027",
"전남","65세미만","인지지원등급","남자","급여이용수급자[명]","명","","","","","","-","-","0","6","4",
"전남","65세미만","인지지원등급","남자","급여제공기관[개]","개","","","","","","-","-","0","6","3",
"전남","65세미만","인지지원등급","남자","급여제공일수[일]","일","","","","","","-","-","0","253","346",
"전남","65세미만","인지지원등급","남자","급여비용[천원]","천원","","","","","","-","-","0","14998","19160",
"전남","65세미만","인지지원등급","남자","공단부담금[천원]","천원","","","","","","-","-","0","14871","19160",
"전남","65세미만","인지지원등급","여자","급여이용수급자[명]","명","","","","","","3","4","4","7","5",
"전남","65세미만","인지지원등급","여자","급여제공기관[개]","개","","","","","","3","4","5","8","6",
"전남","65세미만","인지지원등급","여자","급여제공일수[일]","일","","","","","","177","151","164","386","213",
"전남","65세미만","인지지원등급","여자","급여비용[천원]","천원","","","","","","9502","8428","9054","24053","11896",
"전남","65세미만","인지지원등급","여자","공단부담금[천원]","천원","","","","","","8976","7913","9030","23253","11867",
"전남","65세이상","계","계","급여이용수급자[명]","명","22996","25519","28366","31023","34716","38708","43112","48627","53880","59702",
"전남","65세이상","계","계","급여제공기관[개]","개","3286","3516","3803","4143","4530","4913","5455","5744","6188","6782",
