"시도별","설립구분별","급여종류별","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"전라남도","지방자치단체","재가","정원[명]","명","120","124","122","225","225","243","254","245","281","287",
"전라남도","지방자치단체","방문요양","기관수[개]","개","7","7","7","7","7","7","7","7","7","6",
"전라남도","지방자치단체","방문목욕","기관수[개]","개","6","6","6","6","6","6","6","6","6","5",
"전라남도","지방자치단체","방문간호","기관수[개]","개","2","2","2","2","2","2","2","2","2","1",
"전라남도","지방자치단체","주야간보호","기관수[개]","개","5","5","5","6","6","7","7","8","7","7",
"전라남도","지방자치단체","주야간보호","정원[명]","명","113","117","115","145","145","163","174","165","201","207",
"전라남도","지방자치단체","단기보호","기관수[개]","개","1","1","1","1","1","1","1","1","1","1",
"전라남도","지방자치단체","단기보호","정원[명]","명","7","7","7","80","80","80","80","80","80","80",
"전라남도","지방자치단체","복지용구","기관수[개]","개","0","0","0","0","0","-","-","-","0","0",
"전라남도","지방자치단체","통합재가서비스","기관수[개]","개","","","","","","","","","0","0",
"전라남도","지방자치단체","시설","기관수[개]","개","25","27","27","26","25","29","28","28","28","25",
"전라남도","지방자치단체","시설","정원[명]","명","1271","1282","1307","1277","1230","1565","1543","1551","1551","1385",
"전라남도","지방자치단체","노인요양시설","기관수[개]","개","22","23","22","21","20","25","25","26","26","23",
"전라남도","지방자치단체","노인요양시설","정원[명]","명","1248","1250","1266","1236","1189","1533","1516","1533","1533","1367",
"전라남도","지방자치단체","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"전라남도","지방자치단체","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"전라남도","지방자치단체","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"전라남도","지방자치단체","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"전라남도","지방자치단체","노인요양공동생활가정","기관수[개]","개","3","4","5","5","5","4","3","2","2","2",
"전라남도","지방자치단체","노인요양공동생활가정","정원[명]","명","23","32","41","41","41","32","27","18","18","18",
"전라남도","지방자치단체","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"전라남도","지방자치단체","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"전라남도","법인","계","기관수[개]","개","205","206","205","204","207","211","224","217","220","224",
"전라남도","법인","계","정원[명]","명","4499","4523","4384","4635","4607","4425","4992","5056","5364","5764",
"전라남도","법인","재가","기관수[개]","개","107","108","107","106","107","115","123","117","119","123",
"전라남도","법인","재가","정원[명]","명","769","771","773","799","901","895","1136","1145","1290","1445",
"전라남도","법인","방문요양","기관수[개]","개","87","89","88","88","86","93","97","95","100","102",
"전라남도","법인","방문목욕","기관수[개]","개","44","49","48","47","50","54","57","60","69","70",
"전라남도","법인","방문간호","기관수[개]","개","3","2","1","1","1","3","6","5","3","4",
"전라남도","법인","주야간보호","기관수[개]","개","50","49","47","48","52","51","59","56","54","54",
"전라남도","법인","주야간보호","정원[명]","명","739","760","767","793","895","889","1123","1136","1281","1436",
"전라남도","법인","단기보호","기관수[개]","개","4","3","2","2","2","2","4","3","2","2",
"전라남도","법인","단기보호","정원[명]","명","30","11","6","6","6","6","13","9","9","9",
"전라남도","법인","복지용구","기관수[개]","개","1","0","1","1","2","3","4","4","4","5",
"전라남도","법인","통합재가서비스","기관수[개]","개","","","","","","","","","0","0",
"전라남도","법인","시설","기관수[개]","개","98","98","98","98","100","96","101","100","101","101",
"전라남도","법인","시설","정원[명]","명","3730","3752","3611","3836","3706","3530","3856","3911","4074","4319",
"전라남도","법인","노인요양시설","기관수[개]","개","74","76","77","81","80","75","81","79","82","84",
"전라남도","법인","노인요양시설","정원[명]","명","3518","3558","3422","3683","3544","3341","3676","3722","3903","4166",
"전라남도","법인","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"전라남도","법인","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"전라남도","법인","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"전라남도","법인","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"전라남도","법인","노인요양공동생활가정","기관수[개]","개","24","22","21","17","20","21","20","21","19","17",
"전라남도","법인","노인요양공동생활가정","정원[명]","명","212","194","189","153","162","189","180","189","171","153",
"전라남도","법인","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"전라남도","법인","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"전라남도","개인","계","기관수[개]","개","629","667","745","824","867","916","1003","1034","1056","1093",
"전라남도","개인","계","정원[명]","명","3305","3875","4399","5289","6089","7078","8440","9308","10841","12133",
"전라남도","개인","재가","기관수[개]","개","470","508","575","651","691","738","820","852","877","910",
"전라남도","개인","재가","정원[명]","명","544","822","1039","1615","2243","3092","4328","5176","6594","7610",
"전라남도","개인","방문요양","기관수[개]","개","387","417","477","544","567","596","665","701","721","745",
"전라남도","개인","방문목욕","기관수[개]","개","287","291","324","370","384","405","433","452","461","489",
"전라남도","개인","방문간호","기관수[개]","개","18","19","23","22","24","26","32","28","25","25",
"전라남도","개인","주야간보호","기관수[개]","개","42","51","60","82","103","127","162","176","202","217",
"전라남도","개인","주야간보호","정원[명]","명","528","806","1031","1599","2227","3076","4328","5174","6580","7604",
"전라남도","개인","단기보호","기관수[개]","개","4","2","1","2","2","2","-","1","2","2",
"전라남도","개인","단기보호","정원[명]","명","16","16","8","16","16","16","-","2","14","6",
"전라남도","개인","복지용구","기관수[개]","개","61","67","71","74","80","79","77","77","71","71",
"전라남도","개인","통합재가서비스","기관수[개]","개","","","","","","","","","0","1",
"전라남도","개인","시설","기관수[개]","개","159","159","170","173","176","178","183","182","179","183",
"전라남도","개인","시설","정원[명]","명","2761","3053","3360","3674","3846","3986","4112","4132","4247","4523",
"전라남도","개인","노인요양시설","기관수[개]","개","72","82","90","99","107","112","115","118","125","127",
"전라남도","개인","노인요양시설","정원[명]","명","1997","2380","2667","3018","3242","3402","3519","3565","3770","4028",
"전라남도","개인","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"전라남도","개인","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"전라남도","개인","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"전라남도","개인","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"전라남도","개인","노인요양공동생활가정","기관수[개]","개","87","77","80","74","69","66","68","64","54","56",
"전라남도","개인","노인요양공동생활가정","정원[명]","명","764","673","693","656","604","584","593","567","477","495",
"전라남도","개인","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"전라남도","개인","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"전라남도","기타","계","기관수[개]","개","13","12","12","13","13","14","12","12","13","14",
"전라남도","기타","계","정원[명]","명","43","43","43","34","43","34","34","109","268","319",
"전라남도","기타","재가","기관수[개]","개","11","10","10","11","11","12","10","9","9","10",
"전라남도","기타","재가","정원[명]","명","25","25","25","25","25","25","25","82","212","212",
"전라남도","기타","방문요양","기관수[개]","개","11","10","10","11","11","11","8","7","5","6",
"전라남도","기타","방문목욕","기관수[개]","개","6","6","6","6","5","5","4","2","2","2",
"전라남도","기타","방문간호","기관수[개]","개","1","1","1","1","0","-","1","-","0","0",
"전라남도","기타","주야간보호","기관수[개]","개","1","1","1","1","1","1","1","3","4","4",
"전라남도","기타","주야간보호","정원[명]","명","25","25","25","25","25","25","25","82","212","212",
"전라남도","기타","단기보호","기관수[개]","개","0","0","0","0","0","-","-","-","0","0",
"전라남도","기타","단기보호","정원[명]","명","0","0","0","0","0","-","-","-","0","0",
"전라남도","기타","복지용구","기관수[개]","개","0","0","0","0","0","1","2","2","2","2",
"전라남도","기타","통합재가서비스","기관수[개]","개","","","","","","","","","0","0",
"전라남도","기타","시설","기관수[개]","개","2","2","2","2","2","2","2","3","4","4",
"전라남도","기타","시설","정원[명]","명","18","18","18","9","18","9","9","27","56","107",
"전라남도","기타","노인요양시설","기관수[개]","개","0","0","0","0","0","-","-","-","1","1",
"전라남도","기타","노인요양시설","정원[명]","명","0","0","0","0","0","-","-","-","29","80",
"전라남도","기타","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"전라남도","기타","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"전라남도","기타","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"전라남도","기타","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"전라남도","기타","노인요양공동생활가정","기관수[개]","개","2","2","2","2","2","2","2","3","3","3",
"전라남도","기타","노인요양공동생활가정","정원[명]","명","18","18","18","9","18","9","9","27","27","27",
"전라남도","기타","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"전라남도","기타","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"경상북도","계","계","기관수[개]","개","1070","1136","1238","1339","1431","1483","1698","1766","1878","1938",
"경상북도","계","계","정원[명]","명","12726","13899","15441","16988","18563","20012","23635","26628","28719","31077",
"경상북도","계","재가","기관수[개]","개","749","790","869","963","1049","1099","1303","1352","1454","1512",
"경상북도","계","재가","정원[명]","명","1780","2157","2982","4099","5371","6665","9659","11986","13256","15227",
"경상북도","계","방문요양","기관수[개]","개","617","645","703","775","835","871","1036","1065","1156","1184",
"경상북도","계","방문목욕","기관수[개]","개","515","529","571","608","645","647","691","696","717","720",
"경상북도","계","방문간호","기관수[개]","개","35","36","37","39","42","44","38","39","38","38",
"경상북도","계","주야간보호","기관수[개]","개","109","133","170","201","248","279","357","405","423","456",
"경상북도","계","주야간보호","정원[명]","명","1584","2015","2833","3959","5236","6541","9544","11901","13181","15154",
"경상북도","계","단기보호","기관수[개]","개","30","24","24","21","19","18","15","12","11","10",
"경상북도","계","단기보호","정원[명]","명","196","142","149","140","135","124","115","85","75","73",
"경상북도","계","복지용구","기관수[개]","개","106","104","110","117","122","125","126","135","130","131",
"경상북도","계","통합재가서비스","기관수[개]","개","","","","","","","","","1","1",
"경상북도","계","시설","기관수[개]","개","321","346","369","376","382","384","395","414","424","426",
"경상북도","계","시설","정원[명]","명","10946","11742","12459","12889","13192","13347","13976","14642","15463","15850",
"경상북도","계","노인요양시설","기관수[개]","개","196","210","231","244","253","260","273","286","301","308",
"경상북도","계","노인요양시설","정원[명]","명","9876","10573","11299","11756","12064","12262","12926","13534","14398","14819",
"경상북도","계","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"경상북도","계","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"경상북도","계","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"경상북도","계","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"경상북도","계","노인요양공동생활가정","기관수[개]","개","125","136","138","132","129","124","122","128","123","118",
"경상북도","계","노인요양공동생활가정","정원[명]","명","1070","1169","1160","1133","1128","1085","1050","1108","1065","1031",
"경상북도","계","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"경상북도","계","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"경상북도","지방자치단체","계","기관수[개]","개","12","13","10","9","9","9","8","8","8","8",
"경상북도","지방자치단체","계","정원[명]","명","465","525","453","452","452","402","311","477","497","509",
"경상북도","지방자치단체","재가","기관수[개]","개","6","6","4","3","3","3","2","2","2","2",
"경상북도","지방자치단체","재가","정원[명]","명","69","69","60","64","64","64","64","64","64","64",
"경상북도","지방자치단체","방문요양","기관수[개]","개","3","3","3","2","2","2","2","2","2","2",
"경상북도","지방자치단체","방문목욕","기관수[개]","개","1","1","1","1","1","1","1","1","1","1",
"경상북도","지방자치단체","방문간호","기관수[개]","개","2","2","1","1","1","1","-","-","0","0",
"경상북도","지방자치단체","주야간보호","기관수[개]","개","3","3","2","2","2","2","2","2","2","2",
"경상북도","지방자치단체","주야간보호","정원[명]","명","59","59","50","54","54","54","54","54","54","54",
"경상북도","지방자치단체","단기보호","기관수[개]","개","1","1","1","1","1","1","1","1","1","1",
"경상북도","지방자치단체","단기보호","정원[명]","명","10","10","10","10","10","10","10","10","10","10",
"경상북도","지방자치단체","복지용구","기관수[개]","개","0","0","0","0","0","-","-","-","0","0",
"경상북도","지방자치단체","통합재가서비스","기관수[개]","개","","","","","","","","","0","0",
"경상북도","지방자치단체","시설","기관수[개]","개","6","7","6","6","6","6","6","6","6","6",
"경상북도","지방자치단체","시설","정원[명]","명","396","456","393","388","388","338","247","413","433","445",
"경상북도","지방자치단체","노인요양시설","기관수[개]","개","6","7","6","6","6","6","6","6","6","6",
"경상북도","지방자치단체","노인요양시설","정원[명]","명","396","456","393","388","388","338","247","413","433","445",
"경상북도","지방자치단체","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"경상북도","지방자치단체","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"경상북도","지방자치단체","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"경상북도","지방자치단체","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"경상북도","지방자치단체","노인요양공동생활가정","기관수[개]","개","0","0","0","0","0","-","-","-","0","0",
"경상북도","지방자치단체","노인요양공동생활가정","정원[명]","명","0","0","0","0","0","-","-","-","0","0",
"경상북도","지방자치단체","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"경상북도","지방자치단체","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"경상북도","법인","계","기관수[개]","개","298","287","289","274","273","283","280","281","282","288",
"경상북도","법인","계","정원[명]","명","8601","8760","9038","9193","9306","9530","9850","10214","10499","10932",
"경상북도","법인","재가","기관수[개]","개","147","135","136","125","127","135","125","126","128","131",
"경상북도","법인","재가","정원[명]","명","781","862","1000","1139","1195","1367","1374","1772","1883","2213",
"경상북도","법인","방문요양","기관수[개]","개","118","110","111","100","99","102","95","98","98","92",
"경상북도","법인","방문목욕","기관수[개]","개","87","82","84","72","69","73","67","67","67","63",
"경상북도","법인","방문간호","기관수[개]","개","6","6","4","4","4","5","1","1","2","2",
"경상북도","법인","주야간보호","기관수[개]","개","40","43","46","47","51","55","53","60","61","67",
"경상북도","법인","주야간보호","정원[명]","명","700","798","919","1061","1124","1300","1319","1732","1855","2182",
"경상북도","법인","단기보호","기관수[개]","개","13","10","11","11","9","9","6","5","4","4",
"경상북도","법인","단기보호","정원[명]","명","81","64","81","78","71","67","55","40","28","31",
"경상북도","법인","복지용구","기관수[개]","개","9","8","9","8","8","9","9","8","7","8",
"경상북도","법인","통합재가서비스","기관수[개]","개","","","","","","","","","0","0",
"경상북도","법인","시설","기관수[개]","개","151","152","153","149","146","148","155","155","154","157",
"경상북도","법인","시설","정원[명]","명","7820","7898","8038","8054","8111","8163","8476","8442","8616","8719",
"경상북도","법인","노인요양시설","기관수[개]","개","131","130","133","130","132","133","140","140","141","144",
"경상북도","법인","노인요양시설","정원[명]","명","7658","7719","7878","7900","7997","8040","8362","8328","8520","8623",
"경상북도","법인","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"경상북도","법인","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"경상북도","법인","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"경상북도","법인","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"경상북도","법인","노인요양공동생활가정","기관수[개]","개","20","22","20","19","14","15","15","15","13","13",
"경상북도","법인","노인요양공동생활가정","정원[명]","명","162","179","160","154","114","123","114","114","96","96",
"경상북도","법인","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"경상북도","법인","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"경상북도","개인","계","기관수[개]","개","757","833","937","1054","1149","1190","1407","1474","1586","1641",
"경상북도","개인","계","정원[명]","명","3591","4605","5941","7334","8805","10080","13474","15897","17723","19636",
"경상북도","개인","재가","기관수[개]","개","595","647","728","834","919","960","1173","1221","1322","1378",
"경상북도","개인","재가","정원[명]","명","930","1226","1922","2896","4112","5234","8221","10110","11309","12950",
"경상북도","개인","방문요양","기관수[개]","개","495","530","588","672","734","766","936","963","1054","1089",
"경상북도","개인","방문목욕","기관수[개]","개","426","444","485","534","575","573","622","628","649","656",
"경상북도","개인","방문간호","기관수[개]","개","27","28","32","34","37","38","37","38","36","36",
"경상북도","개인","주야간보호","기관수[개]","개","66","87","122","152","195","222","302","342","360","387",
"경상북도","개인","주야간보호","정원[명]","명","825","1158","1864","2844","4058","5187","8171","10075","11272","12918",
"경상북도","개인","단기보호","기관수[개]","개","16","13","12","9","9","8","8","6","6","5",
"경상북도","개인","단기보호","정원[명]","명","105","68","58","52","54","47","50","35","37","32",
"경상북도","개인","복지용구","기관수[개]","개","97","96","101","109","114","116","117","127","123","123",
"경상북도","개인","통합재가서비스","기관수[개]","개","","","","","","","","","1","1",
"경상북도","개인","시설","기관수[개]","개","162","186","209","220","230","230","234","253","264","263",
"경상북도","개인","시설","정원[명]","명","2661","3379","4019","4438","4693","4846","5253","5787","6414","6686",
"경상북도","개인","노인요양시설","기관수[개]","개","58","73","92","108","115","121","127","140","154","158",
"경상북도","개인","노인요양시설","정원[명]","명","1762","2398","3028","3468","3679","3884","4317","4793","5445","5751",
"경상북도","개인","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"경상북도","개인","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"경상북도","개인","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"경상북도","개인","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"경상북도","개인","노인요양공동생활가정","기관수[개]","개","104","113","117","112","115","109","107","113","110","105",
"경상북도","개인","노인요양공동생활가정","정원[명]","명","899","981","991","970","1014","962","936","994","969","935",
"경상북도","개인","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"경상북도","개인","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"경상북도","기타","계","기관수[개]","개","3","3","2","2","","1","3","3","2","1",
"경상북도","기타","계","정원[명]","명","69","9","9","9","","-","-","40","0","0",
"경상북도","기타","재가","기관수[개]","개","1","2","1","1","","1","3","3","2","1",
"경상북도","기타","재가","정원[명]","명","0","0","0","0","","-","-","40","0","0",
"경상북도","기타","방문요양","기관수[개]","개","1","2","1","1","","1","3","2","2","1",
"경상북도","기타","방문목욕","기관수[개]","개","1","2","1","1","","-","1","-","0","0",
"경상북도","기타","방문간호","기관수[개]","개","0","0","0","0","","-","-","-","0","0",
"경상북도","기타","주야간보호","기관수[개]","개","0","0","0","0","","-","-","1","0","0",
"경상북도","기타","주야간보호","정원[명]","명","0","0","0","0","","-","-","40","0","0",
"경상북도","기타","단기보호","기관수[개]","개","0","0","0","0","","-","-","-","0","0",
"경상북도","기타","단기보호","정원[명]","명","0","0","0","0","","-","-","-","0","0",
"경상북도","기타","복지용구","기관수[개]","개","0","0","0","0","","-","-","-","0","0",
"경상북도","기타","통합재가서비스","기관수[개]","개","","","","","","","","","0","0",
"경상북도","기타","시설","기관수[개]","개","2","1","1","1","","-","-","-","0","0",
"경상북도","기타","시설","정원[명]","명","69","9","9","9","","-","-","-","0","0",
"경상북도","기타","노인요양시설","기관수[개]","개","1","0","0","0","","-","-","-","0","0",
"경상북도","기타","노인요양시설","정원[명]","명","60","0","0","0","","-","-","-","0","0",
"경상북도","기타","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"경상북도","기타","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"경상북도","기타","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"경상북도","기타","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"경상북도","기타","노인요양공동생활가정","기관수[개]","개","1","1","1","1","","-","-","-","0","0",
"경상북도","기타","노인요양공동생활가정","정원[명]","명","9","9","9","9","","-","-","-","0","0",
"경상북도","기타","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"경상북도","기타","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"경상남도","계","계","기관수[개]","개","925","961","1030","1106","1164","1242","1576","1629","1729","1875",
"경상남도","계","계","정원[명]","명","10395","11203","11454","12538","13479","14876","18472","21167","22580","24682",
"경상남도","계","재가","기관수[개]","개","704","730","802","874","935","1010","1338","1387","1484","1624",
"경상남도","계","재가","정원[명]","명","1271","1607","1861","2671","3489","4675","8079","10246","11240","13013",
"경상남도","계","방문요양","기관수[개]","개","572","594","657","719","764","816","1099","1135","1228","1345",
"경상남도","계","방문목욕","기관수[개]","개","485","502","553","595","622","650","754","770","821","895",
"경상남도","계","방문간호","기관수[개]","개","26","29","28","26","27","29","30","32","38","43",
"경상남도","계","주야간보호","기관수[개]","개","68","78","90","119","143","177","278","318","329","374",
"경상남도","계","주야간보호","정원[명]","명","1162","1532","1809","2619","3457","4647","8051","10218","11211","12988",
"경상남도","계","단기보호","기관수[개]","개","13","11","9","8","6","5","5","5","5","5",
"경상남도","계","단기보호","정원[명]","명","109","75","52","52","32","28","28","28","29","25",
"경상남도","계","복지용구","기관수[개]","개","103","106","114","117","123","128","126","125","129","130",
"경상남도","계","통합재가서비스","기관수[개]","개","","","","","","","","","2","3",
"경상남도","계","시설","기관수[개]","개","221","231","228","232","229","232","238","242","245","251",
"경상남도","계","시설","정원[명]","명","9124","9596","9593","9867","9990","10201","10393","10921","11340","11669",
"경상남도","계","노인요양시설","기관수[개]","개","170","177","178","182","180","184","190","195","198","205",
"경상남도","계","노인요양시설","정원[명]","명","8697","9140","9165","9440","9563","9788","9972","10509","10925","11261",
"경상남도","계","노인전문요양시설","기관수[개]","개","1","","","","","","","","","",
"경상남도","계","노인전문요양시설","정원[명]","명","9","","","","","","","","","",
"경상남도","계","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"경상남도","계","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"경상남도","계","노인요양공동생활가정","기관수[개]","개","50","54","50","50","49","48","48","47","47","46",
"경상남도","계","노인요양공동생활가정","정원[명]","명","418","456","428","427","427","413","421","412","415","408",
"경상남도","계","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"경상남도","계","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"경상남도","지방자치단체","계","기관수[개]","개","5","4","4","4","3","5","5","5","6","7",
"경상남도","지방자치단체","계","정원[명]","명","505","305","305","305","253","405","341","405","523","479",
"경상남도","지방자치단체","재가","기관수[개]","개","0","0","0","0","0","-","-","-","0","2",
"경상남도","지방자치단체","재가","정원[명]","명","0","0","0","0","0","-","-","-","0","20",
"경상남도","지방자치단체","방문요양","기관수[개]","개","0","0","0","0","0","-","-","-","0","0",
"경상남도","지방자치단체","방문목욕","기관수[개]","개","0","0","0","0","0","-","-","-","0","0",
"경상남도","지방자치단체","방문간호","기관수[개]","개","0","0","0","0","0","-","-","-","0","1",
"경상남도","지방자치단체","주야간보호","기관수[개]","개","0","0","0","0","0","-","-","-","0","1",
"경상남도","지방자치단체","주야간보호","정원[명]","명","0","0","0","0","0","-","-","-","0","20",
"경상남도","지방자치단체","단기보호","기관수[개]","개","0","0","0","0","0","-","-","-","0","0",
"경상남도","지방자치단체","단기보호","정원[명]","명","0","0","0","0","0","-","-","-","0","0",
"경상남도","지방자치단체","복지용구","기관수[개]","개","0","0","0","0","0","-","-","-","0","0",
"경상남도","지방자치단체","통합재가서비스","기관수[개]","개","","","","","","","","","0","0",
"경상남도","지방자치단체","시설","기관수[개]","개","5","4","4","4","3","5","5","5","6","5",
"경상남도","지방자치단체","시설","정원[명]","명","505","305","305","305","253","405","341","405","523","459",
"경상남도","지방자치단체","노인요양시설","기관수[개]","개","5","4","4","4","3","5","5","5","6","5",
"경상남도","지방자치단체","노인요양시설","정원[명]","명","505","305","305","305","253","405","341","405","523","459",
"경상남도","지방자치단체","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"경상남도","지방자치단체","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"경상남도","지방자치단체","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"경상남도","지방자치단체","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"경상남도","지방자치단체","노인요양공동생활가정","기관수[개]","개","0","0","0","0","0","-","-","-","0","0",
"경상남도","지방자치단체","노인요양공동생활가정","정원[명]","명","0","0","0","0","0","-","-","-","0","0",
"경상남도","지방자치단체","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"경상남도","지방자치단체","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"경상남도","법인","계","기관수[개]","개","274","272","270","269","266","270","302","297","285","298",
"경상남도","법인","계","정원[명]","명","8064","8745","8661","9047","9085","9252","9763","10122","10174","10578",
"경상남도","법인","재가","기관수[개]","개","142","137","138","136","139","149","177","173","164","178",
"경상남도","법인","재가","정원[명]","명","862","1010","999","1242","1348","1633","2155","2389","2438","2818",
"경상남도","법인","방문요양","기관수[개]","개","108","101","103","99","100","108","127","124","119","129",
"경상남도","법인","방문목욕","기관수[개]","개","71","68","70","68","71","77","84","85","79","81",
"경상남도","법인","방문간호","기관수[개]","개","7","7","7","6","7","7","6","6","5","5",
"경상남도","법인","주야간보호","기관수[개]","개","45","50","47","52","53","59","75","73","71","80",
"경상남도","법인","주야간보호","정원[명]","명","777","959","965","1200","1326","1611","2133","2367","2424","2801",
"경상남도","법인","단기보호","기관수[개]","개","9","7","6","6","4","4","4","4","3","4",
"경상남도","법인","단기보호","정원[명]","명","85","51","34","42","22","22","22","22","14","17",
"경상남도","법인","복지용구","기관수[개]","개","9","10","10","11","11","10","10","10","10","9",
"경상남도","법인","통합재가서비스","기관수[개]","개","","","","","","","","","0","0",
"경상남도","법인","시설","기관수[개]","개","132","135","132","133","127","121","125","124","121","120",
"경상남도","법인","시설","정원[명]","명","7202","7735","7662","7805","7737","7619","7608","7733","7736","7760",
"경상남도","법인","노인요양시설","기관수[개]","개","124","128","127","128","121","117","121","119","117","116",
"경상남도","법인","노인요양시설","정원[명]","명","7133","7675","7620","7763","7686","7586","7575","7691","7700","7724",
"경상남도","법인","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"경상남도","법인","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"경상남도","법인","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"경상남도","법인","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"경상남도","법인","노인요양공동생활가정","기관수[개]","개","8","7","5","5","6","4","4","5","4","4",
"경상남도","법인","노인요양공동생활가정","정원[명]","명","69","60","42","42","51","33","33","42","36","36",
"경상남도","법인","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"경상남도","법인","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"경상남도","개인","계","기관수[개]","개","639","678","751","829","890","962","1264","1323","1433","1567",
"경상남도","개인","계","정원[명]","명","1806","2144","2488","3186","4124","5219","8368","10640","11855","13625",
"경상남도","개인","재가","기관수[개]","개","555","587","659","734","792","856","1156","1210","1316","1441",
"경상남도","개인","재가","정원[명]","명","389","597","862","1429","2141","3042","5924","7857","8802","10175",
"경상남도","개인","방문요양","기관수[개]","개","459","488","550","616","660","704","967","1007","1105","1213",
"경상남도","개인","방문목욕","기관수[개]","개","410","430","480","524","548","570","666","681","738","811",
"경상남도","개인","방문간호","기관수[개]","개","18","21","20","19","19","21","23","26","33","37",
"경상남도","개인","주야간보호","기관수[개]","개","22","28","43","67","90","118","203","245","258","293",
"경상남도","개인","주야간보호","정원[명]","명","365","573","844","1419","2131","3036","5918","7851","8787","10167",
"경상남도","개인","단기보호","기관수[개]","개","4","4","3","2","2","1","1","1","2","1",
"경상남도","개인","단기보호","정원[명]","명","24","24","18","10","10","6","6","6","15","8",
