시군구,이용급여 유형,연령,1등급,2등급,3등급,4등급,5등급,인지지원등급
전라남도 영암군,방문요양,85-89세,7,20,85,244,34,0
전라남도 영암군,방문요양,90-94세,2,7,44,101,2,0
전라남도 영암군,방문요양,95세이상,4,6,9,16,0,0
전라남도 영암군,방문목욕,65-69세,1,1,2,8,0,0
전라남도 영암군,방문목욕,70-74세,0,4,5,16,3,0
전라남도 영암군,방문목욕,75-79세,5,6,13,57,7,0
전라남도 영암군,방문목욕,80-84세,6,11,33,124,18,0
전라남도 영암군,방문목욕,85-89세,3,8,35,97,13,0
전라남도 영암군,방문목욕,90-94세,2,3,15,43,3,0
전라남도 영암군,방문목욕,95세이상,0,1,4,7,0,0
전라남도 영암군,방문간호,65-69세,0,0,0,1,0,0
전라남도 영암군,방문간호,70-74세,0,0,0,0,1,0
전라남도 영암군,방문간호,75-79세,0,0,1,2,1,0
전라남도 영암군,방문간호,80-84세,2,0,1,1,0,0
전라남도 영암군,방문간호,85-89세,0,0,0,2,0,0
전라남도 영암군,방문간호,90-94세,0,0,0,0,0,0
전라남도 영암군,방문간호,95세이상,0,0,0,0,0,0
전라남도 영암군,주야간보호,65-69세,0,0,3,2,2,1
전라남도 영암군,주야간보호,70-74세,0,1,3,8,1,1
전라남도 영암군,주야간보호,75-79세,0,0,14,26,8,1
전라남도 영암군,주야간보호,80-84세,2,3,32,60,16,3
전라남도 영암군,주야간보호,85-89세,0,4,19,52,8,0
전라남도 영암군,주야간보호,90-94세,0,0,7,21,4,0
전라남도 영암군,주야간보호,95세이상,0,3,2,2,0,0
전라남도 영암군,단기보호,65-69세,0,0,0,0,0,0
전라남도 영암군,단기보호,70-74세,0,0,0,0,0,0
전라남도 영암군,단기보호,75-79세,0,0,0,0,0,0
전라남도 영암군,단기보호,80-84세,0,0,1,0,0,0
전라남도 영암군,단기보호,85-89세,0,0,1,0,0,0
전라남도 영암군,단기보호,90-94세,0,1,0,0,0,0
전라남도 영암군,단기보호,95세이상,0,0,0,0,0,0
전라남도 무안군,방문요양,65-69세,1,2,6,18,5,0
전라남도 무안군,방문요양,70-74세,6,6,29,53,14,0
전라남도 무안군,방문요양,75-79세,3,7,39,129,34,0
전라남도 무안군,방문요양,80-84세,5,16,93,274,72,0
전라남도 무안군,방문요양,85-89세,9,15,77,233,40,0
전라남도 무안군,방문요양,90-94세,2,9,35,75,10,0
전라남도 무안군,방문요양,95세이상,0,5,7,14,0,0
전라남도 무안군,방문목욕,65-69세,1,0,2,7,0,0
전라남도 무안군,방문목욕,70-74세,2,3,11,12,3,0
전라남도 무안군,방문목욕,75-79세,3,4,14,47,17,0
전라남도 무안군,방문목욕,80-84세,4,7,53,126,35,0
전라남도 무안군,방문목욕,85-89세,4,6,38,101,14,0
전라남도 무안군,방문목욕,90-94세,2,3,14,35,6,0
전라남도 무안군,방문목욕,95세이상,0,1,4,6,0,0
전라남도 무안군,방문간호,65-69세,1,0,0,1,0,0
전라남도 무안군,방문간호,70-74세,0,1,1,0,0,0
전라남도 무안군,방문간호,75-79세,0,0,0,0,0,0
전라남도 무안군,방문간호,80-84세,2,0,1,1,0,0
전라남도 무안군,방문간호,85-89세,1,1,1,4,0,0
전라남도 무안군,방문간호,90-94세,0,0,0,1,0,0
전라남도 무안군,방문간호,95세이상,0,1,0,0,0,0
전라남도 무안군,주야간보호,65-69세,0,0,2,7,3,0
전라남도 무안군,주야간보호,70-74세,0,0,5,16,6,2
전라남도 무안군,주야간보호,75-79세,0,3,7,28,21,8
전라남도 무안군,주야간보호,80-84세,0,3,36,63,39,6
전라남도 무안군,주야간보호,85-89세,0,2,26,52,25,2
전라남도 무안군,주야간보호,90-94세,0,1,12,26,7,0
전라남도 무안군,주야간보호,95세이상,0,0,0,3,2,0
전라남도 무안군,단기보호,65-69세,0,0,0,0,0,0
전라남도 무안군,단기보호,70-74세,0,0,0,0,0,0
전라남도 무안군,단기보호,75-79세,0,0,0,0,0,0
전라남도 무안군,단기보호,80-84세,0,0,0,0,0,0
전라남도 무안군,단기보호,85-89세,0,0,0,0,0,0
전라남도 무안군,단기보호,90-94세,0,0,0,0,0,0
전라남도 무안군,단기보호,95세이상,0,0,0,0,0,0
전라남도 함평군,방문요양,65-69세,2,2,6,16,4,0
전라남도 함평군,방문요양,70-74세,3,3,20,36,3,0
전라남도 함평군,방문요양,75-79세,1,9,42,122,12,0
전라남도 함평군,방문요양,80-84세,4,12,98,239,21,1
전라남도 함평군,방문요양,85-89세,0,14,80,214,18,0
전라남도 함평군,방문요양,90-94세,3,6,31,90,5,0
전라남도 함평군,방문요양,95세이상,2,1,9,18,0,0
전라남도 함평군,방문목욕,65-69세,1,1,3,7,1,0
전라남도 함평군,방문목욕,70-74세,0,3,7,15,4,0
전라남도 함평군,방문목욕,75-79세,0,5,24,68,7,0
전라남도 함평군,방문목욕,80-84세,2,3,48,122,13,0
전라남도 함평군,방문목욕,85-89세,0,8,45,103,11,0
전라남도 함평군,방문목욕,90-94세,0,4,13,46,4,0
전라남도 함평군,방문목욕,95세이상,1,0,6,9,0,0
전라남도 함평군,방문간호,65-69세,1,0,0,0,0,0
전라남도 함평군,방문간호,70-74세,0,0,2,0,0,0
전라남도 함평군,방문간호,75-79세,0,1,2,0,0,0
전라남도 함평군,방문간호,80-84세,0,0,1,4,0,0
전라남도 함평군,방문간호,85-89세,0,0,2,1,0,0
전라남도 함평군,방문간호,90-94세,0,0,0,2,0,0
전라남도 함평군,방문간호,95세이상,0,0,0,0,0,0
전라남도 함평군,주야간보호,65-69세,0,0,0,1,0,1
전라남도 함평군,주야간보호,70-74세,0,0,3,10,2,1
전라남도 함평군,주야간보호,75-79세,1,1,8,20,12,1
전라남도 함평군,주야간보호,80-84세,0,0,21,62,19,1
전라남도 함평군,주야간보호,85-89세,0,1,19,47,14,3
전라남도 함평군,주야간보호,90-94세,0,2,7,21,3,0
전라남도 함평군,주야간보호,95세이상,1,0,1,7,0,0
전라남도 함평군,단기보호,65-69세,0,0,0,0,0,0
전라남도 함평군,단기보호,70-74세,0,0,0,0,0,0
전라남도 함평군,단기보호,75-79세,0,0,0,0,0,0
전라남도 함평군,단기보호,80-84세,0,0,0,0,0,0
전라남도 함평군,단기보호,85-89세,0,0,0,0,0,0
전라남도 함평군,단기보호,90-94세,0,0,0,0,0,0
전라남도 함평군,단기보호,95세이상,0,0,0,0,0,0
전라남도 영광군,방문요양,65-69세,0,1,10,46,7,0
전라남도 영광군,방문요양,70-74세,6,5,18,88,10,0
전라남도 영광군,방문요양,75-79세,5,12,52,165,23,0
전라남도 영광군,방문요양,80-84세,6,19,99,319,45,0
전라남도 영광군,방문요양,85-89세,4,14,79,241,27,0
전라남도 영광군,방문요양,90-94세,4,8,27,77,2,0
전라남도 영광군,방문요양,95세이상,2,2,13,14,2,0
전라남도 영광군,방문목욕,65-69세,0,1,2,6,1,0
전라남도 영광군,방문목욕,70-74세,3,0,4,19,2,0
전라남도 영광군,방문목욕,75-79세,2,5,12,42,5,0
전라남도 영광군,방문목욕,80-84세,2,8,37,80,12,0
전라남도 영광군,방문목욕,85-89세,4,9,28,73,6,0
전라남도 영광군,방문목욕,90-94세,2,3,11,22,2,0
전라남도 영광군,방문목욕,95세이상,1,3,7,6,1,0
전라남도 영광군,방문간호,65-69세,0,0,0,0,0,0
전라남도 영광군,방문간호,70-74세,0,0,0,1,0,0
전라남도 영광군,방문간호,75-79세,0,1,1,1,0,0
전라남도 영광군,방문간호,80-84세,0,0,1,4,1,0
전라남도 영광군,방문간호,85-89세,0,0,0,0,0,0
전라남도 영광군,방문간호,90-94세,0,0,1,0,0,0
전라남도 영광군,방문간호,95세이상,0,0,0,0,0,0
전라남도 영광군,주야간보호,65-69세,0,1,3,2,3,1
전라남도 영광군,주야간보호,70-74세,0,0,4,3,4,0
전라남도 영광군,주야간보호,75-79세,0,0,8,29,7,1
전라남도 영광군,주야간보호,80-84세,2,2,18,70,18,3
전라남도 영광군,주야간보호,85-89세,0,3,18,48,12,0
전라남도 영광군,주야간보호,90-94세,1,1,6,15,2,0
전라남도 영광군,주야간보호,95세이상,0,0,1,5,1,0
전라남도 영광군,단기보호,65-69세,0,0,0,0,0,0
전라남도 영광군,단기보호,70-74세,0,0,0,0,0,0
전라남도 영광군,단기보호,75-79세,0,0,0,0,0,0
전라남도 영광군,단기보호,80-84세,0,0,0,0,0,0
전라남도 영광군,단기보호,85-89세,0,0,0,0,0,0
전라남도 영광군,단기보호,90-94세,0,0,0,0,0,0
전라남도 영광군,단기보호,95세이상,0,0,0,0,0,0
전라남도 장성군,방문요양,65-69세,1,3,4,18,4,0
전라남도 장성군,방문요양,70-74세,4,1,16,48,20,0
전라남도 장성군,방문요양,75-79세,2,6,44,103,37,0
전라남도 장성군,방문요양,80-84세,3,12,82,255,73,1
전라남도 장성군,방문요양,85-89세,4,11,92,231,52,0
전라남도 장성군,방문요양,90-94세,4,10,34,81,11,0
전라남도 장성군,방문요양,95세이상,2,2,7,20,3,0
전라남도 장성군,방문목욕,65-69세,0,1,2,4,1,0
전라남도 장성군,방문목욕,70-74세,1,1,9,25,8,0
전라남도 장성군,방문목욕,75-79세,2,2,30,51,18,0
전라남도 장성군,방문목욕,80-84세,2,5,46,152,31,0
전라남도 장성군,방문목욕,85-89세,3,10,46,134,32,0
전라남도 장성군,방문목욕,90-94세,2,2,20,50,4,0
전라남도 장성군,방문목욕,95세이상,1,2,3,13,2,0
전라남도 장성군,방문간호,65-69세,0,0,0,0,0,0
전라남도 장성군,방문간호,70-74세,0,0,0,0,1,0
전라남도 장성군,방문간호,75-79세,0,1,0,1,0,0
전라남도 장성군,방문간호,80-84세,1,0,1,1,0,0
전라남도 장성군,방문간호,85-89세,1,0,2,3,0,0
전라남도 장성군,방문간호,90-94세,0,1,1,0,1,0
전라남도 장성군,방문간호,95세이상,0,0,0,0,0,0
전라남도 장성군,주야간보호,65-69세,0,0,1,1,0,1
전라남도 장성군,주야간보호,70-74세,1,1,2,10,5,0
전라남도 장성군,주야간보호,75-79세,0,3,12,26,17,1
전라남도 장성군,주야간보호,80-84세,2,4,25,64,42,6
전라남도 장성군,주야간보호,85-89세,2,3,22,86,26,3
전라남도 장성군,주야간보호,90-94세,0,0,12,23,7,0
전라남도 장성군,주야간보호,95세이상,0,0,2,7,0,0
전라남도 장성군,단기보호,65-69세,0,0,0,0,0,0
전라남도 장성군,단기보호,70-74세,0,0,0,0,0,0
전라남도 장성군,단기보호,75-79세,0,0,0,0,0,0
전라남도 장성군,단기보호,80-84세,0,0,0,0,0,0
전라남도 장성군,단기보호,85-89세,0,0,0,0,0,0
전라남도 장성군,단기보호,90-94세,0,0,0,0,0,0
전라남도 장성군,단기보호,95세이상,0,0,0,0,0,0
전라남도 완도군,방문요양,65-69세,0,4,16,20,2,0
전라남도 완도군,방문요양,70-74세,2,6,22,48,9,0
전라남도 완도군,방문요양,75-79세,1,11,47,144,17,0
전라남도 완도군,방문요양,80-84세,3,18,114,304,44,0
전라남도 완도군,방문요양,85-89세,5,7,85,258,25,0
전라남도 완도군,방문요양,90-94세,2,10,37,114,9,0
전라남도 완도군,방문요양,95세이상,1,5,10,20,1,0
전라남도 완도군,방문목욕,65-69세,0,2,4,7,0,0
전라남도 완도군,방문목욕,70-74세,1,2,4,16,1,0
전라남도 완도군,방문목욕,75-79세,1,0,26,52,8,0
전라남도 완도군,방문목욕,80-84세,1,4,54,102,16,0
전라남도 완도군,방문목욕,85-89세,1,4,45,114,9,0
전라남도 완도군,방문목욕,90-94세,1,2,15,43,3,0
전라남도 완도군,방문목욕,95세이상,0,2,7,8,0,0
전라남도 완도군,방문간호,65-69세,0,0,0,0,0,0
전라남도 완도군,방문간호,70-74세,0,0,0,2,0,0
전라남도 완도군,방문간호,75-79세,0,2,2,3,0,0
전라남도 완도군,방문간호,80-84세,0,2,1,5,1,0
전라남도 완도군,방문간호,85-89세,0,0,3,2,0,0
전라남도 완도군,방문간호,90-94세,0,0,0,2,1,0
전라남도 완도군,방문간호,95세이상,0,0,1,2,0,0
전라남도 완도군,주야간보호,65-69세,0,2,0,1,2,1
전라남도 완도군,주야간보호,70-74세,0,1,0,1,2,0
전라남도 완도군,주야간보호,75-79세,0,5,8,16,7,0
전라남도 완도군,주야간보호,80-84세,0,1,12,31,15,4
전라남도 완도군,주야간보호,85-89세,0,0,9,30,3,1
전라남도 완도군,주야간보호,90-94세,0,0,5,11,1,0
전라남도 완도군,주야간보호,95세이상,0,2,2,0,0,0
전라남도 완도군,단기보호,65-69세,0,0,0,0,0,0
전라남도 완도군,단기보호,70-74세,0,0,0,0,0,0
전라남도 완도군,단기보호,75-79세,0,0,0,0,0,0
전라남도 완도군,단기보호,80-84세,0,0,0,0,0,0
전라남도 완도군,단기보호,85-89세,0,0,1,0,0,0
전라남도 완도군,단기보호,90-94세,0,0,0,0,0,0
전라남도 완도군,단기보호,95세이상,0,0,0,0,0,0
전라남도 진도군,방문요양,65-69세,0,0,7,12,2,0
전라남도 진도군,방문요양,70-74세,4,6,17,33,9,0
전라남도 진도군,방문요양,75-79세,8,4,40,69,15,0
전라남도 진도군,방문요양,80-84세,0,9,70,170,36,1
전라남도 진도군,방문요양,85-89세,5,9,71,170,31,0
전라남도 진도군,방문요양,90-94세,1,6,34,53,10,0
전라남도 진도군,방문요양,95세이상,0,2,3,9,1,0
전라남도 진도군,방문목욕,65-69세,0,0,2,6,2,0
전라남도 진도군,방문목욕,70-74세,3,4,11,22,6,0
전라남도 진도군,방문목욕,75-79세,5,4,30,61,17,0
전라남도 진도군,방문목욕,80-84세,0,8,58,158,36,0
전라남도 진도군,방문목욕,85-89세,3,7,47,151,27,0
전라남도 진도군,방문목욕,90-94세,0,5,25,44,9,0
전라남도 진도군,방문목욕,95세이상,0,1,2,8,1,0
전라남도 진도군,방문간호,65-69세,0,0,0,0,0,0
전라남도 진도군,방문간호,70-74세,0,0,0,0,0,0
전라남도 진도군,방문간호,75-79세,0,0,0,1,0,0
전라남도 진도군,방문간호,80-84세,0,0,0,0,0,0
전라남도 진도군,방문간호,85-89세,0,1,0,0,0,0
전라남도 진도군,방문간호,90-94세,0,0,0,0,0,0
전라남도 진도군,방문간호,95세이상,0,0,0,0,0,0
전라남도 진도군,주야간보호,65-69세,0,1,1,1,4,0
전라남도 진도군,주야간보호,70-74세,0,0,3,0,3,0
전라남도 진도군,주야간보호,75-79세,0,0,7,12,7,0
전라남도 진도군,주야간보호,80-84세,0,3,21,47,17,2
전라남도 진도군,주야간보호,85-89세,0,2,19,32,11,0
전라남도 진도군,주야간보호,90-94세,0,0,11,20,5,0
전라남도 진도군,주야간보호,95세이상,0,0,3,5,1,0
전라남도 진도군,단기보호,65-69세,0,0,0,0,0,0
전라남도 진도군,단기보호,70-74세,0,0,0,0,0,0
전라남도 진도군,단기보호,75-79세,0,0,0,0,0,0
전라남도 진도군,단기보호,80-84세,0,0,0,1,0,0
전라남도 진도군,단기보호,85-89세,0,0,0,0,0,0
전라남도 진도군,단기보호,90-94세,0,0,1,0,0,0
전라남도 진도군,단기보호,95세이상,0,0,0,0,0,0
전라남도 신안군,방문요양,65-69세,1,3,6,21,4,0
전라남도 신안군,방문요양,70-74세,1,2,14,43,9,0
전라남도 신안군,방문요양,75-79세,3,6,26,98,17,0
전라남도 신안군,방문요양,80-84세,5,12,66,220,45,0
전라남도 신안군,방문요양,85-89세,2,11,54,211,33,0
전라남도 신안군,방문요양,90-94세,0,10,22,76,8,0
전라남도 신안군,방문요양,95세이상,0,2,14,12,0,0
전라남도 신안군,방문목욕,65-69세,0,1,2,7,2,0
전라남도 신안군,방문목욕,70-74세,0,1,3,12,2,0
전라남도 신안군,방문목욕,75-79세,1,3,17,43,11,0
전라남도 신안군,방문목욕,80-84세,2,8,23,94,22,0
전라남도 신안군,방문목욕,85-89세,0,5,25,89,14,0
전라남도 신안군,방문목욕,90-94세,0,4,7,35,3,0
전라남도 신안군,방문목욕,95세이상,0,1,7,3,0,0
전라남도 신안군,방문간호,65-69세,0,0,0,0,0,0
전라남도 신안군,방문간호,70-74세,0,0,0,0,0,0
전라남도 신안군,방문간호,75-79세,0,0,0,0,1,0
전라남도 신안군,방문간호,80-84세,1,0,0,2,0,0
전라남도 신안군,방문간호,85-89세,0,1,0,0,0,0
전라남도 신안군,방문간호,90-94세,0,2,0,0,0,0
전라남도 신안군,방문간호,95세이상,0,0,0,0,0,0
전라남도 신안군,주야간보호,65-69세,0,0,1,1,3,0
전라남도 신안군,주야간보호,70-74세,0,0,4,5,4,0
전라남도 신안군,주야간보호,75-79세,0,1,2,16,10,0
전라남도 신안군,주야간보호,80-84세,0,2,14,35,19,3
전라남도 신안군,주야간보호,85-89세,0,0,10,30,13,0
전라남도 신안군,주야간보호,90-94세,1,1,6,7,1,0
전라남도 신안군,주야간보호,95세이상,0,0,2,0,0,0
전라남도 신안군,단기보호,65-69세,0,0,0,0,0,0
전라남도 신안군,단기보호,70-74세,0,0,0,0,0,0
전라남도 신안군,단기보호,75-79세,0,0,0,0,0,0
전라남도 신안군,단기보호,80-84세,0,0,0,1,0,0
전라남도 신안군,단기보호,85-89세,0,0,0,0,0,0
전라남도 신안군,단기보호,90-94세,0,0,0,0,0,0
전라남도 신안군,단기보호,95세이상,0,0,0,0,0,0
경상북도 포항시 남구,방문요양,65-69세,9,11,69,118,19,0
경상북도 포항시 남구,방문요양,70-74세,7,25,77,200,35,0
경상북도 포항시 남구,방문요양,75-79세,9,28,145,244,58,0
경상북도 포항시 남구,방문요양,80-84세,9,31,195,418,86,0
경상북도 포항시 남구,방문요양,85-89세,16,35,156,300,54,0
경상북도 포항시 남구,방문요양,90-94세,6,13,65,87,14,0
경상북도 포항시 남구,방문요양,95세이상,1,9,16,14,1,0
경상북도 포항시 남구,방문목욕,65-69세,3,2,10,11,3,0
경상북도 포항시 남구,방문목욕,70-74세,1,6,12,23,0,0
경상북도 포항시 남구,방문목욕,75-79세,2,5,37,31,5,0
경상북도 포항시 남구,방문목욕,80-84세,4,4,46,79,9,0
경상북도 포항시 남구,방문목욕,85-89세,7,15,47,60,7,0
경상북도 포항시 남구,방문목욕,90-94세,0,3,22,27,3,0
경상북도 포항시 남구,방문목욕,95세이상,0,1,9,3,0,0
경상북도 포항시 남구,방문간호,65-69세,4,0,1,1,0,0
경상북도 포항시 남구,방문간호,70-74세,4,5,0,3,1,0
경상북도 포항시 남구,방문간호,75-79세,3,3,5,1,0,0
경상북도 포항시 남구,방문간호,80-84세,5,2,2,5,1,0
경상북도 포항시 남구,방문간호,85-89세,0,3,1,1,1,0
경상북도 포항시 남구,방문간호,90-94세,2,1,1,0,0,0
경상북도 포항시 남구,방문간호,95세이상,0,0,0,0,0,0
경상북도 포항시 남구,주야간보호,65-69세,0,0,11,11,9,0
경상북도 포항시 남구,주야간보호,70-74세,2,1,25,29,23,0
경상북도 포항시 남구,주야간보호,75-79세,2,7,34,64,27,3
경상북도 포항시 남구,주야간보호,80-84세,3,8,64,115,65,0
경상북도 포항시 남구,주야간보호,85-89세,3,5,59,89,35,1
경상북도 포항시 남구,주야간보호,90-94세,0,7,27,37,12,2
경상북도 포항시 남구,주야간보호,95세이상,1,1,4,4,3,0
경상북도 포항시 남구,단기보호,65-69세,0,0,0,0,0,0
경상북도 포항시 남구,단기보호,70-74세,0,0,1,1,0,0
경상북도 포항시 남구,단기보호,75-79세,0,0,1,1,0,0
경상북도 포항시 남구,단기보호,80-84세,1,0,0,2,1,0
경상북도 포항시 남구,단기보호,85-89세,1,1,3,8,0,0
경상북도 포항시 남구,단기보호,90-94세,0,0,2,0,0,0
경상북도 포항시 남구,단기보호,95세이상,0,0,0,0,0,0
경상북도 포항시 북구,방문요양,65-69세,12,19,75,137,11,0
경상북도 포항시 북구,방문요양,70-74세,10,21,90,283,28,0
경상북도 포항시 북구,방문요양,75-79세,10,20,144,408,43,0
경상북도 포항시 북구,방문요양,80-84세,10,43,217,635,68,0
경상북도 포항시 북구,방문요양,85-89세,13,39,202,457,40,0
경상북도 포항시 북구,방문요양,90-94세,6,17,108,153,8,0
경상북도 포항시 북구,방문요양,95세이상,3,3,22,33,0,0
경상북도 포항시 북구,방문목욕,65-69세,4,4,10,15,0,0
경상북도 포항시 북구,방문목욕,70-74세,4,6,17,33,3,0
경상북도 포항시 북구,방문목욕,75-79세,6,3,30,54,3,0
경상북도 포항시 북구,방문목욕,80-84세,4,16,48,111,9,0
경상북도 포항시 북구,방문목욕,85-89세,2,14,51,111,5,0
경상북도 포항시 북구,방문목욕,90-94세,2,8,20,52,1,0
경상북도 포항시 북구,방문목욕,95세이상,3,0,5,12,0,0
경상북도 포항시 북구,방문간호,65-69세,2,2,1,2,0,0
경상북도 포항시 북구,방문간호,70-74세,4,0,1,1,0,0
경상북도 포항시 북구,방문간호,75-79세,4,1,1,6,3,0
경상북도 포항시 북구,방문간호,80-84세,4,3,5,6,1,0
경상북도 포항시 북구,방문간호,85-89세,3,1,0,2,0,0
경상북도 포항시 북구,방문간호,90-94세,1,1,4,3,0,0
경상북도 포항시 북구,방문간호,95세이상,0,0,0,0,0,0
경상북도 포항시 북구,주야간보호,65-69세,1,0,5,16,7,2
경상북도 포항시 북구,주야간보호,70-74세,0,6,17,33,14,2
경상북도 포항시 북구,주야간보호,75-79세,0,3,37,67,24,3
경상북도 포항시 북구,주야간보호,80-84세,0,6,65,162,39,1
경상북도 포항시 북구,주야간보호,85-89세,3,3,52,141,37,1
경상북도 포항시 북구,주야간보호,90-94세,1,2,30,46,4,0
경상북도 포항시 북구,주야간보호,95세이상,1,1,7,9,0,0
경상북도 포항시 북구,단기보호,65-69세,0,0,0,0,0,0
경상북도 포항시 북구,단기보호,70-74세,0,0,2,0,0,0
경상북도 포항시 북구,단기보호,75-79세,0,0,0,0,0,0
경상북도 포항시 북구,단기보호,80-84세,0,0,0,2,0,0
경상북도 포항시 북구,단기보호,85-89세,0,0,3,1,0,0
경상북도 포항시 북구,단기보호,90-94세,0,0,1,1,0,0
경상북도 포항시 북구,단기보호,95세이상,0,0,0,0,0,0
경상북도 경주시,방문요양,65-69세,12,15,94,188,16,0
경상북도 경주시,방문요양,70-74세,19,26,124,309,26,0
경상북도 경주시,방문요양,75-79세,26,31,212,505,47,0
경상북도 경주시,방문요양,80-84세,29,75,382,911,67,0
경상북도 경주시,방문요양,85-89세,30,69,361,780,40,0
경상북도 경주시,방문요양,90-94세,8,48,158,229,13,0
경상북도 경주시,방문요양,95세이상,3,8,34,26,0,0
경상북도 경주시,방문목욕,65-69세,3,7,27,40,4,0
경상북도 경주시,방문목욕,70-74세,14,17,56,111,8,0
경상북도 경주시,방문목욕,75-79세,12,18,113,193,15,0
경상북도 경주시,방문목욕,80-84세,25,49,242,442,35,0
경상북도 경주시,방문목욕,85-89세,20,50,185,464,24,0
경상북도 경주시,방문목욕,90-94세,2,28,90,156,8,0
경상북도 경주시,방문목욕,95세이상,1,4,25,20,0,0
경상북도 경주시,방문간호,65-69세,0,0,2,1,0,0
경상북도 경주시,방문간호,70-74세,1,1,3,1,0,0
경상북도 경주시,방문간호,75-79세,1,0,2,1,0,0
경상북도 경주시,방문간호,80-84세,2,1,3,6,1,0
경상북도 경주시,방문간호,85-89세,6,2,5,1,1,0
경상북도 경주시,방문간호,90-94세,1,0,1,2,0,0
경상북도 경주시,방문간호,95세이상,0,0,0,0,0,0
경상북도 경주시,주야간보호,65-69세,1,0,21,26,4,0
경상북도 경주시,주야간보호,70-74세,2,1,34,50,23,1
경상북도 경주시,주야간보호,75-79세,0,7,55,130,46,4
경상북도 경주시,주야간보호,80-84세,4,19,109,288,75,9
경상북도 경주시,주야간보호,85-89세,2,18,110,244,58,2
경상북도 경주시,주야간보호,90-94세,1,10,52,73,8,0
경상북도 경주시,주야간보호,95세이상,0,2,9,13,1,0
경상북도 경주시,단기보호,65-69세,0,0,0,1,0,0
경상북도 경주시,단기보호,70-74세,0,0,0,0,0,0
경상북도 경주시,단기보호,75-79세,0,0,1,0,0,0
경상북도 경주시,단기보호,80-84세,0,0,2,0,0,0
경상북도 경주시,단기보호,85-89세,1,0,1,0,0,0
경상북도 경주시,단기보호,90-94세,0,0,1,0,0,0
경상북도 경주시,단기보호,95세이상,0,0,0,0,0,0
경상북도 김천시,방문요양,65-69세,6,3,24,61,8,0
경상북도 김천시,방문요양,70-74세,2,8,42,80,38,0
경상북도 김천시,방문요양,75-79세,9,20,83,196,59,0
경상북도 김천시,방문요양,80-84세,14,25,151,375,150,0
경상북도 김천시,방문요양,85-89세,8,32,173,325,115,0
경상북도 김천시,방문요양,90-94세,1,8,73,148,30,0
경상북도 김천시,방문요양,95세이상,0,4,16,21,3,0
경상북도 김천시,방문목욕,65-69세,1,2,7,7,1,0
경상북도 김천시,방문목욕,70-74세,0,2,10,8,0,0
경상북도 김천시,방문목욕,75-79세,3,6,21,29,4,0
경상북도 김천시,방문목욕,80-84세,6,8,31,59,11,0
경상북도 김천시,방문목욕,85-89세,2,11,42,80,12,0
경상북도 김천시,방문목욕,90-94세,0,4,23,34,2,0
경상북도 김천시,방문목욕,95세이상,1,1,3,4,0,0
경상북도 김천시,방문간호,65-69세,2,0,1,0,0,0
경상북도 김천시,방문간호,70-74세,0,0,3,1,0,0
경상북도 김천시,방문간호,75-79세,1,2,0,0,0,0
경상북도 김천시,방문간호,80-84세,2,0,1,1,0,0
경상북도 김천시,방문간호,85-89세,1,0,1,2,0,0
경상북도 김천시,방문간호,90-94세,0,0,0,0,0,0
경상북도 김천시,방문간호,95세이상,0,0,0,0,0,0
경상북도 김천시,주야간보호,65-69세,0,0,5,9,11,1
경상북도 김천시,주야간보호,70-74세,0,2,9,20,15,1
경상북도 김천시,주야간보호,75-79세,1,3,34,58,32,3
경상북도 김천시,주야간보호,80-84세,2,4,59,126,62,6
경상북도 김천시,주야간보호,85-89세,2,5,61,132,71,3
경상북도 김천시,주야간보호,90-94세,0,0,27,64,23,1
경상북도 김천시,주야간보호,95세이상,1,1,8,11,6,0
경상북도 김천시,단기보호,65-69세,0,0,0,0,0,0
경상북도 김천시,단기보호,70-74세,0,0,0,0,0,0
경상북도 김천시,단기보호,75-79세,0,0,1,0,0,0
경상북도 김천시,단기보호,80-84세,0,0,1,1,1,0
경상북도 김천시,단기보호,85-89세,0,0,2,1,1,0
경상북도 김천시,단기보호,90-94세,0,0,0,0,0,0
경상북도 김천시,단기보호,95세이상,1,0,0,0,0,0
경상북도 안동시,방문요양,65-69세,4,6,43,92,10,0
경상북도 안동시,방문요양,70-74세,12,13,60,128,22,0
경상북도 안동시,방문요양,75-79세,7,22,119,296,51,1
경상북도 안동시,방문요양,80-84세,12,45,203,564,105,0
경상북도 안동시,방문요양,85-89세,14,48,203,573,81,0
경상북도 안동시,방문요양,90-94세,6,25,86,220,23,0
경상북도 안동시,방문요양,95세이상,2,12,26,36,3,0
경상북도 안동시,방문목욕,65-69세,2,0,8,22,0,0
경상북도 안동시,방문목욕,70-74세,2,5,10,20,3,0
경상북도 안동시,방문목욕,75-79세,3,9,47,64,9,0
경상북도 안동시,방문목욕,80-84세,3,16,72,147,16,0
경상북도 안동시,방문목욕,85-89세,3,14,57,162,7,0
경상북도 안동시,방문목욕,90-94세,0,10,18,58,5,0
경상북도 안동시,방문목욕,95세이상,1,4,9,11,0,0
경상북도 안동시,방문간호,65-69세,2,0,3,3,0,0
경상북도 안동시,방문간호,70-74세,2,2,3,2,0,0
경상북도 안동시,방문간호,75-79세,1,2,3,4,1,0
경상북도 안동시,방문간호,80-84세,1,3,5,9,1,0
경상북도 안동시,방문간호,85-89세,2,2,2,6,0,0
경상북도 안동시,방문간호,90-94세,1,0,1,3,0,0
경상북도 안동시,방문간호,95세이상,0,1,0,0,0,0
