"시·군·구별","등급별","급여종류별","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"충남","인지지원등급","방문목욕","공단부담금[천원]","천원","","","","","","","-","0","0","-",
"충남","인지지원등급","방문간호","급여이용수급자[명]","명","","","","","","","-","0","0","-",
"충남","인지지원등급","방문간호","급여제공기관[개]","개","","","","","","","-","0","0","-",
"충남","인지지원등급","방문간호","급여제공일수[일]","일","","","","","","","-","0","0","-",
"충남","인지지원등급","방문간호","급여비용[천원]","천원","","","","","","","-","0","0","-",
"충남","인지지원등급","방문간호","공단부담금[천원]","천원","","","","","","","-","0","0","-",
"충남","인지지원등급","주야간보호","급여이용수급자[명]","명","","","","","","170","350","557","694","812",
"충남","인지지원등급","주야간보호","급여제공기관[개]","개","","","","","","99","164","217","255","278",
"충남","인지지원등급","주야간보호","급여제공일수[일]","일","","","","","","7509","17140","28950","43005","46374",
"충남","인지지원등급","주야간보호","급여비용[천원]","천원","","","","","","366275","904198","1540014","2378799","2638523",
"충남","인지지원등급","주야간보호","공단부담금[천원]","천원","","","","","","331266","824429","1407063","2176161","2416283",
"충남","인지지원등급","단기보호","급여이용수급자[명]","명","","","","","","","-","1","0","1",
"충남","인지지원등급","단기보호","급여제공기관[개]","개","","","","","","","-","1","0","1",
"충남","인지지원등급","단기보호","급여제공일수[일]","일","","","","","","","-","6","0","8",
"충남","인지지원등급","단기보호","급여비용[천원]","천원","","","","","","","-","255","0","368",
"충남","인지지원등급","단기보호","공단부담금[천원]","천원","","","","","","","-","255","0","346",
"충남","인지지원등급","복지용구","급여이용수급자[명]","명","","","","","","57","110","196","243","253",
"충남","인지지원등급","복지용구","급여제공기관[개]","개","","","","","","37","66","89","100","100",
"충남","인지지원등급","복지용구","급여제공일수[일]","일","","","","","","","-","0","0","-",
"충남","인지지원등급","복지용구","급여비용[천원]","천원","","","","","","23515","44392","75854","104533","98583",
"충남","인지지원등급","복지용구","공단부담금[천원]","천원","","","","","","21697","40204","68835","96432","88994",
"충남","인지지원등급","노인요양시설","급여이용수급자[명]","명","","","","","","","-","0","0","-",
"충남","인지지원등급","노인요양시설","급여제공기관[개]","개","","","","","","","-","0","0","-",
"충남","인지지원등급","노인요양시설","급여제공일수[일]","일","","","","","","","-","0","0","-",
"충남","인지지원등급","노인요양시설","급여비용[천원]","천원","","","","","","","-","0","0","-",
"충남","인지지원등급","노인요양시설","공단부담금[천원]","천원","","","","","","","-","0","0","-",
"충남","인지지원등급","노인요양공동생활가정","급여이용수급자[명]","명","","","","","","","-","0","0","-",
"충남","인지지원등급","노인요양공동생활가정","급여제공기관[개]","개","","","","","","","-","0","0","-",
"충남","인지지원등급","노인요양공동생활가정","급여제공일수[일]","일","","","","","","","-","0","0","-",
"충남","인지지원등급","노인요양공동생활가정","급여비용[천원]","천원","","","","","","","-","0","0","-",
"충남","인지지원등급","노인요양공동생활가정","공단부담금[천원]","천원","","","","","","","-","0","0","-",
"충남","인지지원등급","통합재가서비스","급여이용수급자[명]","명","","","","","","","","","0","-",
"충남","인지지원등급","통합재가서비스","급여제공기관[개]","개","","","","","","","","","0","-",
"충남","인지지원등급","통합재가서비스","급여제공일수[일]","일","","","","","","","","","0","-",
"충남","인지지원등급","통합재가서비스","급여비용[천원]","천원","","","","","","","","","0","-",
"충남","인지지원등급","통합재가서비스","공단부담금[천원]","천원","","","","","","","","","0","-",
"전북","계","계","급여이용수급자[명]","명","20100","22260","24503","27395","30827","34873","40408","45787","51420","56319",
"전북","계","계","급여제공기관[개]","개","2792","3087","3271","3553","3889","4115","4438","4807","5228","5904",
"전북","계","계","급여제공일수[일]","일","4222153","4475811","4896173","5408272","6120338","6794125","7841950","9208933","10406088","11556611",
"전북","계","계","급여비용[천원]","천원","173845289","192493957","218468268","243121276","282058852","348257542","428046930","512011126","589459018","661976375",
"전북","계","계","공단부담금[천원]","천원","154064493","170810994","194264301","216684904","251632922","313075680","389552251","466444477","539043431","605986639",
"전북","계","방문요양","급여이용수급자[명]","명","11387","12468","13757","15462","17193","19416","22467","25964","29600","32277",
"전북","계","방문요양","급여제공기관[개]","개","1188","1296","1336","1469","1532","1594","1709","1894","2104","2330",
"전북","계","방문요양","급여제공일수[일]","일","1884472","2032772","2262379","2508203","2883784","3203120","3708958","4418949","5081468","5694117",
"전북","계","방문요양","급여비용[천원]","천원","62564557","69552988","80031365","88031286","103746929","133080828","162918497","199227285","232228033","258514625",
"전북","계","방문요양","공단부담금[천원]","천원","55676655","61998253","71489241","78794536","93221921","120412430","148889499","182421538","213397464","237491180",
"전북","계","방문목욕","급여이용수급자[명]","명","5437","5751","6189","6911","7908","9130","10432","12173","14043","15692",
"전북","계","방문목욕","급여제공기관[개]","개","478","464","414","415","436","415","424","439","482","531",
"전북","계","방문목욕","급여제공일수[일]","일","129682","132222","145263","160707","190125","211164","251468","302010","356016","404930",
"전북","계","방문목욕","급여비용[천원]","천원","7585475","8083380","9134065","10260384","12592489","14671305","17760373","22064858","26554252","31193688",
"전북","계","방문목욕","공단부담금[천원]","천원","6755959","7200340","8153856","9189063","11330340","13282386","16223848","20185359","24357788","28617703",
"전북","계","방문간호","급여이용수급자[명]","명","260","272","347","460","707","1172","1455","1695","1987","2168",
"전북","계","방문간호","급여제공기관[개]","개","33","41","38","44","44","57","61","72","85","112",
"전북","계","방문간호","급여제공일수[일]","일","9243","10652","11857","15092","22281","35119","52782","68813","83813","92884",
"전북","계","방문간호","급여비용[천원]","천원","359831","431076","468190","619977","939892","1545681","2412661","3239879","3993461","4513789",
"전북","계","방문간호","공단부담금[천원]","천원","317763","382528","416890","553967","838244","1384681","2182388","2932902","3623778","4115108",
"전북","계","주야간보호","급여이용수급자[명]","명","1491","1961","2545","3425","4468","5909","7916","10175","12074","13839",
"전북","계","주야간보호","급여제공기관[개]","개","242","309","395","482","613","743","882","954","1065","1267",
"전북","계","주야간보호","급여제공일수[일]","일","218791","259267","352893","495507","677945","900320","1276235","1727038","2179565","2521648",
"전북","계","주야간보호","급여비용[천원]","천원","7652060","10651191","15450039","22715254","32846677","48465893","73567801","98493772","125426026","148471797",
"전북","계","주야간보호","공단부담금[천원]","천원","6830323","9537983","13870873","20483492","29458237","43740328","67075004","89775297","114694415","136096967",
"전북","계","단기보호","급여이용수급자[명]","명","74","83","85","47","39","30","39","27","23","24",
"전북","계","단기보호","급여제공기관[개]","개","35","46","46","32","32","33","34","25","17","17",
"전북","계","단기보호","급여제공일수[일]","일","3632","5011","5419","2900","2148","1730","2157","2201","1521","862",
"전북","계","단기보호","급여비용[천원]","천원","135606","188983","212703","117042","92153","82831","106509","119139","80877","46230",
"전북","계","단기보호","공단부담금[천원]","천원","118085","164541","186248","103752","81948","74715","95978","107802","72877","42675",
"전북","계","복지용구","급여이용수급자[명]","명","7693","8768","10556","11930","13533","15517","19452","23011","27363","30469",
"전북","계","복지용구","급여제공기관[개]","개","455","479","530","569","627","615","697","755","795","848",
"전북","계","복지용구","급여제공일수[일]","일","0","0","0","0","","","-","0","0","-",
"전북","계","복지용구","급여비용[천원]","천원","4890391","5432876","6613025","6979595","7596878","8387090","10711751","13439500","17099195","19179181",
"전북","계","복지용구","공단부담금[천원]","천원","4381150","4863729","5917747","6254802","6811810","7559964","9763341","12260957","15617553","17528089",
"전북","계","노인요양시설","급여이용수급자[명]","명","6608","7008","7217","7592","8078","8489","8872","8961","9222","10140",
"전북","계","노인요양시설","급여제공기관[개]","개","661","754","774","843","943","995","1030","1109","1146","1340",
"전북","계","노인요양시설","급여제공일수[일]","일","1577618","1852102","1920242","2034403","2154962","2250259","2360512","2494130","2508401","2644791",
"전북","계","노인요양시설","급여비용[천원]","천원","73380086","89496468","96936041","105006796","114767093","131561682","149269843","163205400","171320223","186552206",
"전북","계","노인요양시설","공단부담금[천원]","천원","64735474","79071472","85759033","92998330","101477207","117228141","135016273","147620115","155593983","169718066",
"전북","계","노인요양시설(구법)","급여이용수급자[명]","명","773","","","","","","","","","",
"전북","계","노인요양시설(구법)","급여제공기관[개]","개","58","","","","","","","","","",
"전북","계","노인요양시설(구법)","급여제공일수[일]","일","60319","","","","","","","","","",
"전북","계","노인요양시설(구법)","급여비용[천원]","천원","2067973","","","","","","","","","",
"전북","계","노인요양시설(구법)","공단부담금[천원]","천원","1842930","","","","","","","","","",
"전북","계","노인전문요양시설(구법)","급여이용수급자[명]","명","1772","","","","","","","","","",
"전북","계","노인전문요양시설(구법)","급여제공기관[개]","개","78","","","","","","","","","",
"전북","계","노인전문요양시설(구법)","급여제공일수[일]","일","166092","","","","","","","","","",
"전북","계","노인전문요양시설(구법)","급여비용[천원]","천원","7623176","","","","","","","","","",
"전북","계","노인전문요양시설(구법)","공단부담금[천원]","천원","6808624","","","","","","","","","",
"전북","계","노인요양공동생활가정","급여이용수급자[명]","명","724","801","845","801","818","821","790","785","781","746",
"전북","계","노인요양공동생활가정","급여제공기관[개]","개","228","256","251","230","228","240","212","212","195","212",
"전북","계","노인요양공동생활가정","급여제공일수[일]","일","166566","183785","198120","191460","189093","192413","189838","195792","192059","179635",
"전북","계","노인요양공동생활가정","급여비용[천원]","천원","7365222","8656995","9622840","9390942","9476740","10462231","11299494","12221292","12548772","12247000",
"전북","계","노인요양공동생활가정","공단부담금[천원]","천원","6412974","7592147","8470414","8306963","8413215","9393035","10305920","11140508","11496083","11241792",
"전북","계","노인요양시설(단기보호전환)","급여이용수급자[명]","명","77","","","","","","","","","",
"전북","계","노인요양시설(단기보호전환)","급여제공기관[개]","개","46","","","","","","","","","",
"전북","계","노인요양시설(단기보호전환)","급여제공일수[일]","일","5738","","","","","","","","","",
"전북","계","노인요양시설(단기보호전환)","급여비용[천원]","천원","220911","","","","","","","","","",
"전북","계","노인요양시설(단기보호전환)","공단부담금[천원]","천원","184556","","","","","","","","","",
"전북","계","통합재가서비스","급여이용수급자[명]","명","","","","","","","","","60","139",
"전북","계","통합재가서비스","급여제공기관[개]","개","","","","","","","","","4","9",
"전북","계","통합재가서비스","급여제공일수[일]","일","","","","","","","","","3245","17744",
"전북","계","통합재가서비스","급여비용[천원]","천원","","","","","","","","","208181","1257859",
"전북","계","통합재가서비스","공단부담금[천원]","천원","","","","","","","","","189490","1135059",
"전북","1등급","계","급여이용수급자[명]","명","1562","1548","1489","1539","1627","1704","1648","1559","1665","1814",
"전북","1등급","계","급여제공기관[개]","개","789","795","743","748","806","810","823","832","935","1057",
"전북","1등급","계","급여제공일수[일]","일","281176","263207","255493","252013","258322","261465","263211","254223","274957","288882",
"전북","1등급","계","급여비용[천원]","천원","13524984","13295973","13411881","13464736","14355064","15998891","17195336","16955913","18851048","20463771",
"전북","1등급","계","공단부담금[천원]","천원","11923520","11735208","11889076","11900531","12669439","14284876","15592832","15328982","17090636","18619283",
"전북","1등급","방문요양","급여이용수급자[명]","명","526","492","467","447","447","488","481","484","562","661",
"전북","1등급","방문요양","급여제공기관[개]","개","304","311","289","285","295","304","309","317","373","417",
"전북","1등급","방문요양","급여제공일수[일]","일","82459","79890","82977","76236","77825","82608","85535","82606","92929","106615",
"전북","1등급","방문요양","급여비용[천원]","천원","2915999","2922960","3104821","2841284","3013170","3724133","4123380","4034973","4526433","5564164",
"전북","1등급","방문요양","공단부담금[천원]","천원","2585688","2595812","2768786","2528661","2686924","3348836","3751365","3663814","4120182","5094920",
"전북","1등급","방문목욕","급여이용수급자[명]","명","239","216","195","188","179","200","190","200","225","254",
"전북","1등급","방문목욕","급여제공기관[개]","개","144","134","122","125","119","118","128","133","140","157",
"전북","1등급","방문목욕","급여제공일수[일]","일","6420","4979","5076","4826","4647","4693","5313","5135","5769","6098",
"전북","1등급","방문목욕","급여비용[천원]","천원","328167","264619","282375","269369","275098","295259","341400","351724","399834","439980",
"전북","1등급","방문목욕","공단부담금[천원]","천원","290389","235659","253843","242021","247547","268833","313994","321394","364607","401318",
"전북","1등급","방문간호","급여이용수급자[명]","명","31","37","34","47","56","73","86","106","152","190",
"전북","1등급","방문간호","급여제공기관[개]","개","10","15","13","14","16","22","25","27","39","49",
"전북","1등급","방문간호","급여제공일수[일]","일","940","1186","1320","1531","2095","2469","3947","5254","6992","8616",
"전북","1등급","방문간호","급여비용[천원]","천원","36768","47732","50551","62971","89239","110354","184003","239925","320244","410331",
"전북","1등급","방문간호","공단부담금[천원]","천원","32109","41921","44885","56190","78101","98288","166956","216291","289469","376971",
"전북","1등급","주야간보호","급여이용수급자[명]","명","14","16","16","18","18","18","16","23","29","29",
"전북","1등급","주야간보호","급여제공기관[개]","개","18","15","16","17","19","16","17","21","25","29",
"전북","1등급","주야간보호","급여제공일수[일]","일","1510","1750","1860","1549","2271","1766","1832","3694","3863","4496",
"전북","1등급","주야간보호","급여비용[천원]","천원","61835","85403","98729","90951","133733","118099","126453","251999","270763","319705",
"전북","1등급","주야간보호","공단부담금[천원]","천원","56507","78219","89782","83204","117323","105575","115138","230768","247756","292338",
"전북","1등급","단기보호","급여이용수급자[명]","명","1","2","1","0","2","1","3","1","0","-",
"전북","1등급","단기보호","급여제공기관[개]","개","1","2","1","0","2","1","3","1","0","-",
"전북","1등급","단기보호","급여제공일수[일]","일","11","41","4","0","9","29","157","15","0","-",
"전북","1등급","단기보호","급여비용[천원]","천원","458","1723","180","0","379","1558","8893","969","0","-",
"전북","1등급","단기보호","공단부담금[천원]","천원","423","1553","153","0","329","1336","8146","919","0","-",
"전북","1등급","복지용구","급여이용수급자[명]","명","589","676","683","754","854","885","916","884","939","1057",
"전북","1등급","복지용구","급여제공기관[개]","개","153","160","147","146","177","167","173","178","196","229",
"전북","1등급","복지용구","급여제공일수[일]","일","0","0","0","0","","","-","0","0","-",
"전북","1등급","복지용구","급여비용[천원]","천원","344102","390745","416028","399571","429075","429525","475729","461226","513347","567423",
"전북","1등급","복지용구","공단부담금[천원]","천원","307635","347862","370060","354579","380251","383261","429371","415706","463554","514173",
"전북","1등급","노인요양시설","급여이용수급자[명]","명","740","710","671","659","673","689","637","585","619","656",
"전북","1등급","노인요양시설","급여제공기관[개]","개","233","231","230","232","250","252","242","242","247","285",
"전북","1등급","노인요양시설","급여제공일수[일]","일","149504","160707","152258","154996","157160","156305","152203","144015","151443","149893",
"전북","1등급","노인요양시설","급여비용[천원]","천원","7841979","8807281","8782868","9048078","9569643","10451334","10949572","10655676","11789725","12130649",
"전북","1등급","노인요양시설","공단부담금[천원]","천원","6900056","7757595","7764604","7964127","8412997","9298557","9915160","9609727","10666303","10996924",
"전북","1등급","노인요양시설(구법)","급여이용수급자[명]","명","82","","","","","","","","","",
"전북","1등급","노인요양시설(구법)","급여제공기관[개]","개","34","","","","","","","","","",
"전북","1등급","노인요양시설(구법)","급여제공일수[일]","일","5327","","","","","","","","","",
"전북","1등급","노인요양시설(구법)","급여비용[천원]","천원","213732","","","","","","","","","",
"전북","1등급","노인요양시설(구법)","공단부담금[천원]","천원","189074","","","","","","","","","",
"전북","1등급","노인전문요양시설(구법)","급여이용수급자[명]","명","218","","","","","","","","","",
"전북","1등급","노인전문요양시설(구법)","급여제공기관[개]","개","39","","","","","","","","","",
"전북","1등급","노인전문요양시설(구법)","급여제공일수[일]","일","19828","","","","","","","","","",
"전북","1등급","노인전문요양시설(구법)","급여비용[천원]","천원","1023130","","","","","","","","","",
"전북","1등급","노인전문요양시설(구법)","공단부담금[천원]","천원","912834","","","","","","","","","",
"전북","1등급","노인요양공동생활가정","급여이용수급자[명]","명","68","70","58","60","64","72","60","49","68","61",
"전북","1등급","노인요양공동생활가정","급여제공기관[개]","개","60","59","50","49","50","51","45","46","59","46",
"전북","1등급","노인요양공동생활가정","급여제공일수[일]","일","15035","14654","11998","12875","14315","13595","14224","13504","13961","13101",
"전북","1등급","노인요양공동생활가정","급여비용[천원]","천원","752169","775511","676329","752512","844727","868630","985904","959421","1030702","1025235",
"전북","1등급","노인요양공동생활가정","공단부담금[천원]","천원","643243","676587","596963","671748","745967","780190","892701","870363","938765","936687",
"전북","1등급","노인요양시설(단기보호전환)","급여이용수급자[명]","명","4","","","","","","","","","",
"전북","1등급","노인요양시설(단기보호전환)","급여제공기관[개]","개","4","","","","","","","","","",
"전북","1등급","노인요양시설(단기보호전환)","급여제공일수[일]","일","142","","","","","","","","","",
"전북","1등급","노인요양시설(단기보호전환)","급여비용[천원]","천원","6644","","","","","","","","","",
"전북","1등급","노인요양시설(단기보호전환)","공단부담금[천원]","천원","5560","","","","","","","","","",
"전북","1등급","통합재가서비스","급여이용수급자[명]","명","","","","","","","","","0","1",
"전북","1등급","통합재가서비스","급여제공기관[개]","개","","","","","","","","","0","1",
"전북","1등급","통합재가서비스","급여제공일수[일]","일","","","","","","","","","0","63",
"전북","1등급","통합재가서비스","급여비용[천원]","천원","","","","","","","","","0","6284",
"전북","1등급","통합재가서비스","공단부담금[천원]","천원","","","","","","","","","0","5953",
"전북","2등급","계","급여이용수급자[명]","명","3614","3519","3361","3485","3655","3880","4006","3926","4188","4375",
"전북","2등급","계","급여제공기관[개]","개","1225","1240","1228","1249","1322","1353","1423","1433","1598","1817",
"전북","2등급","계","급여제공일수[일]","일","715456","671989","625365","632373","649274","660902","696991","719488","773506","799893",
"전북","2등급","계","급여비용[천원]","천원","32494583","32088814","31211400","31994640","34162803","38594594","43544226","46243826","50786778","54091048",
"전북","2등급","계","공단부담금[천원]","천원","28597470","28272574","27566972","28310848","30220031","34361404","39301949","41782877","46146108","49312656",
"전북","2등급","방문요양","급여이용수급자[명]","명","1280","1201","1113","1158","1148","1166","1208","1287","1507","1691",
"전북","2등급","방문요양","급여제공기관[개]","개","489","483","468","485","500","505","546","577","673","745",
"전북","2등급","방문요양","급여제공일수[일]","일","185271","172808","163807","169551","172566","168767","182162","195934","236646","264194",
"전북","2등급","방문요양","급여비용[천원]","천원","6442731","6106028","5976196","6131231","6598270","7487603","8463334","9393732","11425113","13502096",
"전북","2등급","방문요양","공단부담금[천원]","천원","5715986","5415125","5299859","5454077","5876938","6711071","7643228","8501727","10389035","12309652",
"전북","2등급","방문목욕","급여이용수급자[명]","명","634","588","532","524","560","545","569","583","638","725",
"전북","2등급","방문목욕","급여제공기관[개]","개","231","226","209","207","202","193","206","219","241","278",
"전북","2등급","방문목욕","급여제공일수[일]","일","12966","11929","11512","11531","12226","11082","11859","12195","14071","15574",
"전북","2등급","방문목욕","급여비용[천원]","천원","716807","702488","700744","711393","787995","752314","820635","878252","1030194","1180429",
"전북","2등급","방문목욕","공단부담금[천원]","천원","636737","623577","620611","631167","702506","675430","743755","796088","938764","1074730",
"전북","2등급","방문간호","급여이용수급자[명]","명","51","35","44","54","79","119","161","163","224","252",
"전북","2등급","방문간호","급여제공기관[개]","개","14","15","8","14","19","25","30","33","42","53",
"전북","2등급","방문간호","급여제공일수[일]","일","1407","1013","959","1404","2259","3638","5190","5955","7974","9925",
"전북","2등급","방문간호","급여비용[천원]","천원","56743","40988","34977","55959","97046","162399","232655","274519","371314","483658",
"전북","2등급","방문간호","공단부담금[천원]","천원","50076","36799","31242","50016","86620","145131","210323","249940","338351","441356",
"전북","2등급","주야간보호","급여이용수급자[명]","명","87","91","93","92","112","121","149","161","193","230",
"전북","2등급","주야간보호","급여제공기관[개]","개","59","62","72","72","81","94","121","128","142","173",
"전북","2등급","주야간보호","급여제공일수[일]","일","9600","10302","10749","9905","10565","12832","18238","19038","27242","33421",
"전북","2등급","주야간보호","급여비용[천원]","천원","341966","459255","508869","496298","571567","778067","1186253","1206459","1779420","2196303",
"전북","2등급","주야간보호","공단부담금[천원]","천원","303741","410738","456996","448448","514858","706952","1080937","1095388","1613682","1998973",
"전북","2등급","단기보호","급여이용수급자[명]","명","10","12","8","5","3","3","5","3","1","-",
"전북","2등급","단기보호","급여제공기관[개]","개","10","12","8","5","3","3","4","3","1","-",
"전북","2등급","단기보호","급여제공일수[일]","일","724","529","428","492","296","196","408","358","66","-",
"전북","2등급","단기보호","급여비용[천원]","천원","28976","21332","19322","21922","14787","10582","22508","19304","3551","-",
"전북","2등급","단기보호","공단부담금[천원]","천원","25288","18197","16837","19411","13063","9406","20035","16615","3020","-",
"전북","2등급","복지용구","급여이용수급자[명]","명","1164","1235","1251","1355","1554","1662","1887","1888","2091","2286",
"전북","2등급","복지용구","급여제공기관[개]","개","198","207","208","206","234","243","276","256","279","325",
"전북","2등급","복지용구","급여제공일수[일]","일","0","0","0","0","","","-","0","0","-",
"전북","2등급","복지용구","급여비용[천원]","천원","644369","677818","719230","736361","770061","788859","904143","991241","1180111","1308752",
"전북","2등급","복지용구","공단부담금[천원]","천원","574975","602629","638126","655092","684538","703688","814391","894375","1065760","1183784",
"전북","2등급","노인요양시설","급여이용수급자[명]","명","1873","1845","1677","1743","1785","1849","1851","1729","1791","1882",
"전북","2등급","노인요양시설","급여제공기관[개]","개","350","364","373","390","408","408","398","396","425","487",
"전북","2등급","노인요양시설","급여제공일수[일]","일","404877","436933","397355","404674","419108","431212","441809","450963","453561","447945",
"전북","2등급","노인요양시설","급여비용[천원]","천원","19682022","22166117","21154847","22035566","23613347","26707223","29581974","31174025","32679597","33365877",
"전북","2등급","노인요양시설","공단부담금[천원]","천원","17274107","19503527","18665411","19454089","20827872","23712137","26679521","28131577","29663338","30401702",
"전북","2등급","노인요양시설(구법)","급여이용수급자[명]","명","193","","","","","","","","","",
"전북","2등급","노인요양시설(구법)","급여제공기관[개]","개","39","","","","","","","","","",
"전북","2등급","노인요양시설(구법)","급여제공일수[일]","일","14356","","","","","","","","","",
"전북","2등급","노인요양시설(구법)","급여비용[천원]","천원","525601","","","","","","","","","",
"전북","2등급","노인요양시설(구법)","공단부담금[천원]","천원","463993","","","","","","","","","",
"전북","2등급","노인전문요양시설(구법)","급여이용수급자[명]","명","495","","","","","","","","","",
"전북","2등급","노인전문요양시설(구법)","급여제공기관[개]","개","54","","","","","","","","","",
"전북","2등급","노인전문요양시설(구법)","급여제공일수[일]","일","46324","","","","","","","","","",
"전북","2등급","노인전문요양시설(구법)","급여비용[천원]","천원","2210637","","","","","","","","","",
"전북","2등급","노인전문요양시설(구법)","공단부담금[천원]","천원","1961240","","","","","","","","","",
"전북","2등급","노인요양공동생활가정","급여이용수급자[명]","명","203","201","193","172","160","160","158","146","151","140",
"전북","2등급","노인요양공동생활가정","급여제공기관[개]","개","117","120","113","97","96","101","87","74","77","77",
"전북","2등급","노인요양공동생활가정","급여제공일수[일]","일","38324","38475","40555","34816","32254","33175","37325","35045","33674","28773",
"전북","2등급","노인요양공동생활가정","급여비용[천원]","천원","1777880","1914788","2097214","1805910","1709729","1907547","2332724","2306294","2303713","2049214",
"전북","2등급","노인요양공동생활가정","공단부담금[천원]","천원","1535843","1661983","1837889","1598548","1513636","1697588","2109760","2097168","2121195","1898355",
"전북","2등급","노인요양시설(단기보호전환)","급여이용수급자[명]","명","22","","","","","","","","","",
"전북","2등급","노인요양시설(단기보호전환)","급여제공기관[개]","개","19","","","","","","","","","",
"전북","2등급","노인요양시설(단기보호전환)","급여제공일수[일]","일","1607","","","","","","","","","",
"전북","2등급","노인요양시설(단기보호전환)","급여비용[천원]","천원","66850","","","","","","","","","",
"전북","2등급","노인요양시설(단기보호전환)","공단부담금[천원]","천원","55484","","","","","","","","","",
"전북","2등급","통합재가서비스","급여이용수급자[명]","명","","","","","","","","","1","1",
"전북","2등급","통합재가서비스","급여제공기관[개]","개","","","","","","","","","1","1",
"전북","2등급","통합재가서비스","급여제공일수[일]","일","","","","","","","","","272","61",
"전북","2등급","통합재가서비스","급여비용[천원]","천원","","","","","","","","","13766","4718",
"전북","2등급","통합재가서비스","공단부담금[천원]","천원","","","","","","","","","12962","4105",
"전북","3등급","계","급여이용수급자[명]","명","16164","16711","10073","10128","10247","10705","10925","11036","12114","12886",
"전북","3등급","계","급여제공기관[개]","개","2363","2448","2082","2194","2328","2418","2428","2543","2773","3169",
"전북","3등급","계","급여제공일수[일]","일","3225521","2820513","1919662","1914434","1980017","2016625","2142396","2241616","2392366","2592581",
"전북","3등급","계","급여비용[천원]","천원","127825722","116911944","84969729","86121738","91187102","103672252","117929365","126792376","138612027","152852488",
"전북","3등급","계","공단부담금[천원]","천원","113543503","103853065","75418382","76582743","81066306","92803112","106959911","115053147","126262292","139452729",
"전북","3등급","방문요양","급여이용수급자[명]","명","10048","10076","5331","5197","5056","5160","5269","5502","6197","6656",
"전북","3등급","방문요양","급여제공기관[개]","개","1067","1082","885","946","957","962","967","1028","1138","1271",
"전북","3등급","방문요양","급여제공일수[일]","일","1616742","1369167","831217","799690","825393","822021","884467","931707","1037189","1129677",
"전북","3등급","방문요양","급여비용[천원]","천원","53205827","46187751","29178491","27894451","28998401","33383509","38011667","41069719","46308470","50362949",
"전북","3등급","방문요양","공단부담금[천원]","천원","47374981","41157173","25997520","24912465","25962930","30056038","34576547","37366021","42275098","46046550",
"전북","3등급","방문목욕","급여이용수급자[명]","명","4773","4558","2385","2325","2327","2391","2425","2491","2793","3094",
"전북","3등급","방문목욕","급여제공기관[개]","개","433","396","318","308","311","308","323","323","334","378",
"전북","3등급","방문목욕","급여제공일수[일]","일","110296","89665","53700","51090","52761","54132","57908","60656","68545","75089",
"전북","3등급","방문목욕","급여비용[천원]","천원","6540501","5500992","3340929","3233585","3447178","3715841","4042503","4400128","5109084","5791209",
"전북","3등급","방문목욕","공단부담금[천원]","천원","5828833","4899336","2976131","2891446","3091068","3346573","3673902","4005984","4665962","5291453",
"전북","3등급","방문간호","급여이용수급자[명]","명","189","189","157","156","243","346","408","457","521","531",
"전북","3등급","방문간호","급여제공기관[개]","개","25","30","28","28","29","32","35","38","52","59",
"전북","3등급","방문간호","급여제공일수[일]","일","6896","6445","4413","4968","6755","9699","12362","16317","19362","20689",
"전북","3등급","방문간호","급여비용[천원]","천원","266321","258834","171532","208583","290288","434858","565106","765136","929634","1005668",
"전북","3등급","방문간호","공단부담금[천원]","천원","235578","229259","151604","185519","257637","390144","511971","690484","842563","914273",
"전북","3등급","주야간보호","급여이용수급자[명]","명","1415","1456","782","852","978","1194","1402","1579","1804","2117",
"전북","3등급","주야간보호","급여제공기관[개]","개","232","258","210","242","307","383","421","441","488","590",
"전북","3등급","주야간보호","급여제공일수[일]","일","207681","175751","100949","111790","135998","163269","209668","248750","295139","347294",
"전북","3등급","주야간보호","급여비용[천원]","천원","7248259","7097573","4490686","5237646","6757651","9017274","12470381","14674285","17703209","21185987",
"전북","3등급","주야간보호","공단부담금[천원]","천원","6470075","6350975","4016080","4711389","6044446","8122704","11343663","13344862","16175942","19402656",
"전북","3등급","단기보호","급여이용수급자[명]","명","64","61","45","19","16","16","13","8","8","9",
"전북","3등급","단기보호","급여제공기관[개]","개","25","33","29","17","16","19","15","9","7","9",
"전북","3등급","단기보호","급여제공일수[일]","일","2897","3423","2997","1284","883","889","687","542","805","454",
"전북","3등급","단기보호","급여비용[천원]","천원","106172","128666","117234","52823","39140","42877","30738","29865","43031","25395",
"전북","3등급","단기보호","공단부담금[천원]","천원","92373","112281","102942","46697","34575","38841","27689","27259","38894","23075",
"전북","3등급","복지용구","급여이용수급자[명]","명","6305","6161","4187","4285","4491","4728","5250","5546","6495","6947",
"전북","3등급","복지용구","급여제공기관[개]","개","401","378","350","371","396","384","410","445","487","537",
"전북","3등급","복지용구","급여제공일수[일]","일","0","0","0","0","","","-","0","0","-",
"전북","3등급","복지용구","급여비용[천원]","천원","3901920","3371234","2476296","2348735","2341322","2435103","2869585","3223140","3964369","4315855",
"전북","3등급","복지용구","공단부담금[천원]","천원","3498540","3018784","2214890","2099536","2089812","2183449","2598416","2919905","3600680","3924970",
"전북","3등급","노인요양시설","급여이용수급자[명]","명","4505","4702","3415","3533","3581","3687","3599","3460","3604","3831",
