"시·군·구별","성별","등급별","자격별","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"경북","남자","등급외","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","2292","2286","2382","2535","2620","2635","2476","2457","2370",
"경북","남자","등급외","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","98","88","79","86","92","95","85","79","69",
"경북","남자","등급외","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","49","45","46","47","48","54","56","48","42",
"경북","남자","등급외","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","768","791","799","828","857","852","783","753","730",
"경북","남자","등급외A","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1530","","","","","","","","","",
"경북","남자","등급외A","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1167","","","","","","","","","",
"경북","남자","등급외A","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","40","","","","","","","","","",
"경북","남자","등급외A","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","29","","","","","","","","","",
"경북","남자","등급외A","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","294","","","","","","","","","",
"경북","남자","등급외B","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1275","","","","","","","","","",
"경북","남자","등급외B","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","906","","","","","","","","","",
"경북","남자","등급외B","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","16","","","","","","","","","",
"경북","남자","등급외B","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","13","","","","","","","","","",
"경북","남자","등급외B","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","340","","","","","","","","","",
"경북","남자","등급외C","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","312","","","","","","","","","",
"경북","남자","등급외C","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","213","","","","","","","","","",
"경북","남자","등급외C","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","2","","","","","","","","","",
"경북","남자","등급외C","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","3","","","","","","","","","",
"경북","남자","등급외C","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","94","","","","","","","","","",
"경북","여자","계","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","29723","32821","35377","38308","41977","46146","51407","56233","61324","64496",
"경북","여자","계","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","19130","21063","22527","24459","26834","23615","25934","28071","28462","28667",
"경북","여자","계","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","3897","4782","5643","6383","7478","14375","16742","18881","23201","25749",
"경북","여자","계","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","328","375","416","427","485","545","644","701","731","781",
"경북","여자","계","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","6368","6601","6791","7039","7180","7611","8087","8580","8930","9299",
"경북","여자","1등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1604","1574","1576","1624","1689","1755","1726","1745","1990","2049",
"경북","여자","1등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","944","920","943","971","988","781","754","768","770","799",
"경북","여자","1등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","310","317","307","326","405","675","696","703","901","923",
"경북","여자","1등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","18","23","20","18","16","15","21","26","25","22",
"경북","여자","1등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","332","314","306","309","280","284","255","248","294","305",
"경북","여자","2등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","3444","3464","3373","3517","3808","3891","3932","4049","4424","4479",
"경북","여자","2등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","2158","2130","2039","2096","2247","1647","1657","1730","1713","1676",
"경북","여자","2등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","635","700","752","817","943","1645","1672","1745","2084","2151",
"경북","여자","2등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","32","29","31","31","48","38","41","41","56","61",
"경북","여자","2등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","619","605","551","573","570","561","562","533","571","591",
"경북","여자","3등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","14466","8890","9134","9543","9794","10474","11106","12033","13384","14217",
"경북","여자","3등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","9060","5567","5669","5903","6057","4667","4884","5399","5487","5596",
"경북","여자","3등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","2738","1842","2031","2190","2317","4336","4680","4924","6014","6579",
"경북","여자","3등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","149","91","90","85","100","117","131","153","162","190",
"경북","여자","3등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","2519","1390","1344","1365","1320","1354","1411","1557","1721","1852",
"경북","여자","4등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","7920","9790","11431","13617","15844","19375","22730","25279","27492",
"경북","여자","4등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","5014","6058","7098","8522","7488","9013","10478","11002","11332",
"경북","여자","4등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","1460","1933","2335","2891","5831","7240","8610","10421","11972",
"경북","여자","4등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","93","119","140","153","194","253","287","318","350",
"경북","여자","4등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","1353","1680","1858","2051","2331","2869","3355","3538","3838",
"경북","여자","5등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","598","1156","1849","2659","3536","5038","6481","7572","7992",
"경북","여자","5등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","429","804","1277","1764","1756","2486","3200","3361","3396",
"경북","여자","5등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","102","233","349","551","1295","1827","2312","3094","3437",
"경북","여자","5등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","3","15","18","37","49","72","83","83","81",
"경북","여자","5등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","64","104","205","307","436","653","886","1034","1078",
"경북","여자","인지지원등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","670","877","937","1055","1092",
"경북","여자","인지지원등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","364","454","503","521","529",
"경북","여자","인지지원등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","217","303","312","407","419",
"경북","여자","인지지원등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","7","10","13","11","12",
"경북","여자","인지지원등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","82","110","109","116","132",
"경북","여자","등급외","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","10375","10348","10344","10410","9976","9353","8258","7620","7175",
"경북","여자","등급외","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","7003","7014","7114","7256","6912","6686","5993","5608","5339",
"경북","여자","등급외","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","361","387","366","371","376","324","275","280","268",
"경북","여자","등급외","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","136","141","135","131","125","116","98","76","65",
"경북","여자","등급외","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","2875","2806","2729","2652","2563","2227","1892","1656","1503",
"경북","여자","등급외A","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","5720","","","","","","","","","",
"경북","여자","등급외A","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","4078","","","","","","","","","",
"경북","여자","등급외A","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","157","","","","","","","","","",
"경북","여자","등급외A","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","80","","","","","","","","","",
"경북","여자","등급외A","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1405","","","","","","","","","",
"경북","여자","등급외B","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","3871","","","","","","","","","",
"경북","여자","등급외B","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","2502","","","","","","","","","",
"경북","여자","등급외B","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","50","","","","","","","","","",
"경북","여자","등급외B","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","44","","","","","","","","","",
"경북","여자","등급외B","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1275","","","","","","","","","",
"경북","여자","등급외C","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","618","","","","","","","","","",
"경북","여자","등급외C","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","388","","","","","","","","","",
"경북","여자","등급외C","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","7","","","","","","","","","",
"경북","여자","등급외C","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","5","","","","","","","","","",
"경북","여자","등급외C","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","218","","","","","","","","","",
"경남","합계","계","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","38225","41789","44268","47336","52485","59207","67786","75104","83145","89209",
"경남","합계","계","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","26410","28748","30250","32296","35722","32437","36458","39931","41198","42103",
"경남","합계","계","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","4019","4961","5682","6583","7850","17079","20818","23641","29467","33696",
"경남","합계","계","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","485","539","556","577","653","736","828","906","990","1027",
"경남","합계","계","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","7311","7541","7780","7880","8260","8955","9682","10626","11490","12383",
"경남","합계","1등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1574","1679","1735","1893","2146","2291","2256","2137","2538","2820",
"경남","합계","1등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1065","1131","1161","1306","1450","1105","1072","994","1100","1198",
"경남","합계","1등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","247","282","313","307","386","854","886","848","1090","1255",
"경남","합계","1등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","12","16","14","16","22","21","19","21","30","37",
"경남","합계","1등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","250","250","247","264","288","311","279","274","318","330",
"경남","합계","2등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","3904","4024","3924","4274","4641","5090","5283","5346","5904","6382",
"경남","합계","2등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","2678","2725","2605","2864","2984","2420","2428","2439","2487","2552",
"경남","합계","2등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","641","715","714","779","976","1966","2092","2155","2591","2934",
"경남","합계","2등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","44","51","41","51","64","58","67","71","86","99",
"경남","합계","2등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","541","533","564","580","617","646","696","681","740","797",
"경남","합계","3등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","17663","10315","10437","10897","11621","12606","13863","14970","16857","18552",
"경남","합계","3등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","11851","6900","6905","7184","7648","6071","6658","7280","7551","7870",
"경남","합계","3등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","2820","1774","1950","2138","2431","4866","5444","5772","7194","8325",
"경남","합계","3등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","205","124","128","140","130","153","166","179","210","217",
"경남","합계","3등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","2787","1517","1454","1435","1412","1516","1595","1739","1902","2140",
"경남","합계","4등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","9618","11463","13982","16931","20802","26662","31772","35682","39056",
"경남","합계","4등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","6452","7609","9227","11263","10314","13088","15659","16264","16939",
"경남","합계","4등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","1601","2021","2615","3135","7404","9686","11485","14298","16379",
"경남","합계","4등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","105","119","152","197","255","337","396","424","437",
"경남","합계","4등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","1460","1714","1988","2336","2829","3551","4232","4696","5301",
"경남","합계","5등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","781","1385","1969","2840","4013","5791","7593","8932","9569",
"경남","합계","5등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","570","1004","1379","1933","2116","2939","3813","4256","4321",
"경남","합계","5등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","132","220","355","530","1352","2043","2670","3417","3884",
"경남","합계","5등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","5","19","21","39","46","66","79","88","104",
"경남","합계","5등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","74","142","214","338","499","743","1031","1171","1260",
"경남","합계","인지지원등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","663","917","1222","1547","1489",
"경남","합계","인지지원등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","342","523","683","788","707",
"경남","합계","인지지원등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","235","279","357","529","561",
"경남","합계","인지지원등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","8","4","6","14","9",
"경남","합계","인지지원등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","78","111","176","216","212",
"경남","합계","등급외","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","15372","15324","14321","14306","13742","13014","12064","11685","11341",
"경남","합계","등급외","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","10970","10966","10336","10444","10069","9750","9063","8752","8516",
"경남","합계","등급외","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","457","464","389","392","402","388","354","348","358",
"경남","합계","등급외","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","238","235","197","201","195","169","154","138","124",
"경남","합계","등급외","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","3707","3659","3399","3269","3076","2707","2493","2447","2343",
"경남","합계","등급외A","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","8247","","","","","","","","","",
"경남","합계","등급외A","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","6245","","","","","","","","","",
"경남","합계","등급외A","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","243","","","","","","","","","",
"경남","합계","등급외A","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","130","","","","","","","","","",
"경남","합계","등급외A","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1629","","","","","","","","","",
"경남","합계","등급외B","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","5320","","","","","","","","","",
"경남","합계","등급외B","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","3679","","","","","","","","","",
"경남","합계","등급외B","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","61","","","","","","","","","",
"경남","합계","등급외B","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","74","","","","","","","","","",
"경남","합계","등급외B","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1506","","","","","","","","","",
"경남","합계","등급외C","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1517","","","","","","","","","",
"경남","합계","등급외C","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","892","","","","","","","","","",
"경남","합계","등급외C","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","7","","","","","","","","","",
"경남","합계","등급외C","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","20","","","","","","","","","",
"경남","합계","등급외C","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","598","","","","","","","","","",
"경남","남자","계","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","9099","9736","10215","10902","12176","13992","16454","18354","20789","22728",
"경남","남자","계","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","6729","7218","7494","7996","8910","8243","9552","10573","11227","11808",
"경남","남자","계","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","826","922","1045","1172","1388","3656","4478","5036","6465","7476",
"경남","남자","계","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","137","131","129","125","143","152","169","189","203","211",
"경남","남자","계","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1407","1465","1547","1609","1735","1941","2255","2556","2894","3233",
"경남","남자","1등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","403","386","400","446","505","533","489","473","556","642",
"경남","남자","1등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","305","289","300","335","382","300","262","260","274","319",
"경남","남자","1등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","56","53","56","63","68","178","182","158","214","251",
"경남","남자","1등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1","2","3","3","5","6","1","3","4","5",
"경남","남자","1등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","41","42","41","45","50","49","44","52","64","67",
"경남","남자","2등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","978","994","927","984","1048","1185","1226","1223","1329","1457",
"경남","남자","2등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","742","745","687","745","775","646","644","636","652","711",
"경남","남자","2등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","136","150","144","127","157","414","432","451","538","598",
"경남","남자","2등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","13","14","8","16","20","12","12","13","16","19",
"경남","남자","2등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","87","85","88","96","96","113","138","123","123","129",
"경남","남자","3등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","4394","2619","2667","2761","2905","3085","3524","3773","4267","4673",
"경남","남자","3등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","3229","1955","1958","2021","2115","1631","1874","2043","2191","2299",
"경남","남자","3등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","572","348","388","422","471","1101","1255","1295","1598","1870",
"경남","남자","3등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","64","33","36","31","29","25","31","36","36","41",
"경남","남자","3등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","529","283","285","287","290","328","364","399","442","463",
"경남","남자","4등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","2248","2583","3074","3731","4711","6073","7277","8486","9546",
"경남","남자","4등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","1655","1882","2199","2678","2517","3214","3884","4189","4555",
"경남","남자","4등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","270","342","443","546","1579","2063","2422","3134","3632",
"경남","남자","4등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","28","26","33","34","53","74","79","78","82",
"경남","남자","4등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","295","333","399","473","562","722","892","1085","1277",
"경남","남자","5등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","146","284","394","559","857","1280","1723","2075","2349",
"경남","남자","5등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","122","222","316","428","510","729","958","1089","1121",
"경남","남자","5등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","14","31","50","70","248","393","531","718","856",
"경남","남자","5등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","1","3","4","8","6","8","12","12","20",
"경남","남자","5등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","9","28","24","53","93","150","222","256","352",
"경남","남자","인지지원등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","154","241","354","467","448",
"경남","남자","인지지원등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","89","145","198","214","193",
"경남","남자","인지지원등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","47","55","86","163","164",
"경남","남자","인지지원등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","-","-","3","6","3",
"경남","남자","인지지원등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","18","41","67","84","88",
"경남","남자","등급외","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","3343","3354","3243","3428","3467","3621","3531","3609","3613",
"경남","남자","등급외","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","2452","2445","2380","2532","2550","2684","2594","2618","2610",
"경남","남자","등급외","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","87","84","67","76","89","98","93","100","105",
"경남","남자","등급외","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","53","53","38","47","50","43","43","51","41",
"경남","남자","등급외","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","751","772","758","773","778","796","801","840","857",
"경남","남자","등급외A","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1728","","","","","","","","","",
"경남","남자","등급외A","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1381","","","","","","","","","",
"경남","남자","등급외A","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","45","","","","","","","","","",
"경남","남자","등급외A","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","32","","","","","","","","","",
"경남","남자","등급외A","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","270","","","","","","","","","",
"경남","남자","등급외B","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1178","","","","","","","","","",
"경남","남자","등급외B","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","813","","","","","","","","","",
"경남","남자","등급외B","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","15","","","","","","","","","",
"경남","남자","등급외B","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","17","","","","","","","","","",
"경남","남자","등급외B","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","333","","","","","","","","","",
"경남","남자","등급외C","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","418","","","","","","","","","",
"경남","남자","등급외C","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","259","","","","","","","","","",
"경남","남자","등급외C","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","2","","","","","","","","","",
"경남","남자","등급외C","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","10","","","","","","","","","",
"경남","남자","등급외C","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","147","","","","","","","","","",
"경남","여자","계","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","29126","32053","34053","36434","40309","45215","51332","56750","62356","66481",
"경남","여자","계","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","19681","21530","22756","24300","26812","24194","26906","29358","29971","30295",
"경남","여자","계","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","3193","4039","4637","5411","6462","13423","16340","18605","23002","26220",
"경남","여자","계","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","348","408","427","452","510","584","659","717","787","816",
"경남","여자","계","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","5904","6076","6233","6271","6525","7014","7427","8070","8596","9150",
"경남","여자","1등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1171","1293","1335","1447","1641","1758","1767","1664","1982","2178",
"경남","여자","1등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","760","842","861","971","1068","805","810","734","826","879",
"경남","여자","1등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","191","229","257","244","318","676","704","690","876","1004",
"경남","여자","1등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","11","14","11","13","17","15","18","18","26","32",
"경남","여자","1등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","209","208","206","219","238","262","235","222","254","263",
"경남","여자","2등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","2926","3030","2997","3290","3593","3905","4057","4123","4575","4925",
"경남","여자","2등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1936","1980","1918","2119","2209","1774","1784","1803","1835","1841",
"경남","여자","2등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","505","565","570","652","819","1552","1660","1704","2053","2336",
"경남","여자","2등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","31","37","33","35","44","46","55","58","70","80",
"경남","여자","2등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","454","448","476","484","521","533","558","558","617","668",
"경남","여자","3등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","13269","7696","7770","8136","8716","9521","10339","11197","12590","13879",
"경남","여자","3등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","8622","4945","4947","5163","5533","4440","4784","5237","5360","5571",
"경남","여자","3등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","2248","1426","1562","1716","1960","3765","4189","4477","5596","6455",
"경남","여자","3등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","141","91","92","109","101","128","135","143","174","176",
